;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;CUMUL_VAC_INIT;CUMUL_VAC_COMPLETE;CUMUL_VAC_LEAST;COVER_1_VAC;COVER;COVER_INIT;COVER_COMPLETE;COVER_LEAST
11;REGIONAL;15/03/21;2021;11;ARS Alentejo;All;3708;7728;0;11436;63642;34074;1;97717;29569;34074;63643;0,137584096;0,073662683;0,063923574;0,073662683;0,137586258
12;REGIONAL;22/03/21;2021;12;ARS Alentejo;All;11906;2108;0;14014;75548;36182;1;111731;39368;36182;75550;0,163323014;0,078219851;0,085107487;0,078219851;0,163327338
13;REGIONAL;29/03/21;2021;13;ARS Alentejo;All;6156;6279;0;12435;81704;42461;1;124166;39245;42461;81706;0,176631328;0,091794071;0,08484158;0,091794071;0,176635651
14;REGIONAL;05/04/21;2021;14;ARS Alentejo;All;14050;4303;0;18353;95754;46764;1;142519;48994;46764;95758;0,20700524;0,101096487;0,1059174;0,101096487;0,207013888
15;REGIONAL;12/04/21;2021;15;ARS Alentejo;All;21907;2966;0;24873;117661;49730;1;167392;67936;49730;117666;0,254364764;0,107508518;0,146867055;0,107508518;0,254375573
16;REGIONAL;19/04/21;2021;16;ARS Alentejo;All;11370;5957;1;17328;129031;55687;2;184720;73349;55687;129036;0,278944934;0,120386624;0,158569118;0,120386624;0,278955743
17;REGIONAL;26/04/21;2021;17;ARS Alentejo;All;20214;2776;0;22990;149245;58463;2;207710;90793;58463;149256;0,322644454;0,126387904;0,196280331;0,126387904;0,322668235
18;REGIONAL;03/05/21;2021;18;ARS Alentejo;All;13671;14312;1;27984;162916;72775;3;235694;93263;72775;166038;0,352199028;0,15732822;0,201620086;0,15732822;0,358948306
19;REGIONAL;10/05/21;2021;19;ARS Alentejo;All;17429;15254;0;32683;180345;88029;3;268377;95944;88029;183973;0,389877813;0,190304993;0,207415991;0,190304993;0,397720984
20;REGIONAL;17/05/21;2021;20;ARS Alentejo;All;13213;12207;1;25421;193558;100236;4;293798;100364;100236;200600;0,418442261;0,216694627;0,216971343;0,216694627;0,433665969
21;REGIONAL;24/05/21;2021;21;ARS Alentejo;All;7188;18506;1;25695;200746;118742;5;319493;91173;118742;209915;0,433981598;0,256701717;0,197101832;0,256701717;0,453803549
22;REGIONAL;31/05/21;2021;22;ARS Alentejo;All;17386;7293;1;24680;218132;126035;6;344173;101607;126035;227642;0,471567424;0,272468048;0,219658515;0,272468048;0,492126563
23;REGIONAL;07/06/21;2021;23;ARS Alentejo;All;13799;15252;0;29051;231931;141287;6;373224;100787;141287;242074;0,501398713;0,305440497;0,217885803;0,305440497;0,5233263
24;REGIONAL;14/06/21;2021;24;ARS Alentejo;All;10216;19224;1;29441;242147;160511;7;402665;93450;160511;253961;0,523484115;0,346999792;0,202024351;0,346999792;0,549024143
25;REGIONAL;21/06/21;2021;25;ARS Alentejo;All;10544;14166;1;24711;252691;174677;8;427376;92593;174677;267270;0,546278601;0,377624479;0,20017165;0,377624479;0,577796129
26;REGIONAL;28/06/21;2021;26;ARS Alentejo;All;10966;28731;3;39700;263657;203408;11;467076;76922;203408;280330;0,569985386;0,439736428;0,166293388;0,439736428;0,606029816
27;REGIONAL;05/07/21;2021;27;ARS Alentejo;All;15333;27784;1;43118;278990;231192;12;510194;65172;231192;296364;0,603132945;0,49980111;0,140891718;0,49980111;0,640692828
28;REGIONAL;12/07/21;2021;28;ARS Alentejo;All;8176;20283;1;28460;287166;251475;13;538654;56543;251475;308018;0,620808184;0,543649799;0,122237163;0,543649799;0,665886961
29;REGIONAL;19/07/21;2021;29;ARS Alentejo;All;3502;16703;2;20207;290668;268178;15;558861;47674;268178;315852;0,628378963;0,579759084;0,103063766;0,579759084;0,68282285
30;REGIONAL;26/07/21;2021;30;ARS Alentejo;All;2231;16471;0;18702;292899;284649;15;577563;38041;284649;322690;0,633202037;0,615366822;0,082238719;0,615366822;0,697605541
31;REGIONAL;02/08/21;2021;31;ARS Alentejo;All;4931;19922;13;24866;297830;304571;28;602429;29115;304571;333686;0,643862092;0,658435084;0,062942097;0,658435084;0,721377181
32;REGIONAL;09/08/21;2021;32;ARS Alentejo;All;14808;14376;0;29184;312638;318947;28;631613;36832;318947;355779;0,675874682;0,689513758;0,07962505;0,689513758;0,769138808
33;REGIONAL;16/08/21;2021;33;ARS Alentejo;All;22130;6542;0;28672;334768;325489;28;660285;56232;325489;381721;0,723716297;0,703656543;0,121564829;0,703656543;0,825221373
34;REGIONAL;04/01/21;2021;1;ARS Algarve;All;1250;2;0;1252;2309;2;0;2311;2307;2;2309;0,005272051;4,57E-06;0,005267484;4,57E-06;0,005272051
35;REGIONAL;11/01/21;2021;2;ARS Algarve;All;1356;3;0;1359;3665;5;0;3670;3660;5;3665;0,008368153;1,14E-05;0,008356737;1,14E-05;0,008368153
36;REGIONAL;18/01/21;2021;3;ARS Algarve;All;3392;946;0;4338;7057;951;0;8008;6106;951;7057;0,016112976;0,002171382;0,013941594;0,002171382;0,016112976
37;REGIONAL;25/01/21;2021;4;ARS Algarve;All;2141;1229;0;3370;9198;2180;0;11378;7018;2180;9198;0,021001438;0,00497751;0,016023929;0,00497751;0,021001438
38;REGIONAL;01/02/21;2021;5;ARS Algarve;All;1215;1242;0;2457;10413;3422;0;13835;6992;3422;10414;0,023775601;0,007813321;0,015964564;0,007813321;0,023777884
39;REGIONAL;08/02/21;2021;6;ARS Algarve;All;2400;2896;0;5296;12813;6318;0;19131;6496;6318;12814;0,029255428;0,014425646;0,014832066;0,014425646;0,029257712
40;REGIONAL;15/02/21;2021;7;ARS Algarve;All;3200;2112;0;5312;16013;8430;0;24443;7584;8430;16014;0,036561865;0,019247894;0,017316255;0,019247894;0,036564148
41;REGIONAL;22/02/21;2021;8;ARS Algarve;All;8503;1065;0;9568;24516;9495;0;34011;15022;9495;24517;0,055976437;0,021679567;0,034299153;0,021679567;0,05597872
42;REGIONAL;01/03/21;2021;9;ARS Algarve;All;4655;562;0;5217;29171;10057;0;39228;19115;10057;29172;0,066605019;0,02296276;0,043644542;0,02296276;0,066607302
43;REGIONAL;08/03/21;2021;10;ARS Algarve;All;5128;1544;0;6672;34299;11601;0;45900;22699;11601;34300;0,078313583;0,026488116;0,051827751;0,026488116;0,078315866
44;REGIONAL;15/03/21;2021;11;ARS Algarve;All;2707;3009;0;5716;37006;14610;0;51616;22397;14610;37007;0,084494372;0,033358449;0,051138206;0,033358449;0,084496655
45;REGIONAL;22/03/21;2021;12;ARS Algarve;All;9431;4308;0;13739;46437;18918;0;65355;27520;18918;46438;0,10602781;0,043194739;0,062835354;0,043194739;0,106030093
46;REGIONAL;29/03/21;2021;13;ARS Algarve;All;4228;2921;0;7149;50665;21839;0;72504;28828;21839;50667;0,115681439;0,049864146;0,06582186;0,049864146;0,115686006
47;REGIONAL;05/04/21;2021;14;ARS Algarve;All;8662;1798;0;10460;59327;23637;0;82964;35695;23637;59332;0,13545905;0,05396945;0,081501016;0,05396945;0,135470466
48;REGIONAL;12/04/21;2021;15;ARS Algarve;All;13666;2165;0;15831;72993;25802;0;98795;47196;25802;72998;0,1666621;0,058912711;0,107760806;0,058912711;0,166673516
49;REGIONAL;19/04/21;2021;16;ARS Algarve;All;7261;5512;0;12773;80254;31314;0;111568;48946;31314;80260;0,183240861;0,071498048;0,111756513;0,071498048;0,183254561
50;REGIONAL;26/04/21;2021;17;ARS Algarve;All;16382;3250;0;19632;96636;34564;0;131200;62082;34564;96646;0,22064525;0,078918647;0,141749435;0,078918647;0,220668082
51;REGIONAL;03/05/21;2021;18;ARS Algarve;All;16564;8944;2;25510;113200;43508;2;156710;70251;43508;113759;0,258465192;0,099340137;0,160401397;0,099340137;0,259741535
52;REGIONAL;10/05/21;2021;19;ARS Algarve;All;9723;11312;0;21035;122923;54820;2;177745;70626;54820;125446;0,280665342;0,125168391;0,16125762;0,125168391;0,286426011
53;REGIONAL;17/05/21;2021;20;ARS Algarve;All;12006;10890;3;22899;134929;65710;5;200644;74267;65710;139977;0,308078179;0,150033107;0,169570975;0,150033107;0,319604082
54;REGIONAL;24/05/21;2021;21;ARS Algarve;All;7605;18798;1;26404;142534;84508;6;227048;68856;84508;153364;0,325442382;0,192953855;0,157216248;0,192953855;0,350170103
55;REGIONAL;31/05/21;2021;22;ARS Algarve;All;8155;12729;1;20885;150689;97237;7;247933;72771;97237;170008;0,344062379;0,22201749;0,166155216;0,22201749;0,388172706
56;REGIONAL;07/06/21;2021;23;ARS Algarve;All;17038;6335;0;23373;167727;103572;7;271306;84825;103572;188397;0,382964587;0,236481951;0,193677649;0,236481951;0,4301596
57;REGIONAL;14/06/21;2021;24;ARS Algarve;All;15345;13410;0;28755;183072;116982;7;300061;86981;116982;203963;0,418001233;0,267100486;0,198600361;0,267100486;0,465700847
58;REGIONAL;21/06/21;2021;25;ARS Algarve;All;19336;10181;2;29519;202408;127163;9;329580;97508;127163;224671;0,462150376;0,290346371;0,222636254;0,290346371;0,512982624
59;REGIONAL;28/06/21;2021;26;ARS Algarve;All;17166;16402;7;33575;219574;143565;16;363155;100727;143565;244292;0,501344841;0,327796424;0,229986072;0,327796424;0,557782497
60;REGIONAL;05/07/21;2021;27;ARS Algarve;All;19177;31664;1;50842;238751;175229;17;413997;89479;175229;264708;0,545130945;0,400093614;0,204303948;0,400093614;0,604397561
61;REGIONAL;12/07/21;2021;28;ARS Algarve;All;9809;26935;4;36748;248560;202164;21;450745;78844;202164;281008;0,567527456;0,46159326;0,180021463;0,46159326;0,641614722
62;REGIONAL;19/07/21;2021;29;ARS Algarve;All;4326;27173;1;31500;252886;229337;22;482245;61762;229337;291099;0,577404845;0,523636322;0,141018791;0,523636322;0,664655113
63;REGIONAL;26/07/21;2021;30;ARS Algarve;All;3958;24684;3;28645;256844;254021;25;510890;45669;254021;299690;0,586441994;0,579996347;0,104274265;0,579996347;0,684270612
64;REGIONAL;02/08/21;2021;31;ARS Algarve;All;3914;22581;1;26496;260758;276602;26;537386;30980;276602;307582;0,595378679;0,631554673;0,070735439;0,631554673;0,702290111
65;REGIONAL;09/08/21;2021;32;ARS Algarve;All;11391;13970;2;25363;272149;290572;28;562749;34018;290572;324590;0,62138731;0,663451835;0,077671987;0,663451835;0,741123821
66;REGIONAL;16/08/21;2021;33;ARS Algarve;All;16585;7732;2;24319;288734;298304;30;587068;46371;298304;344675;0,6592552;0,681106012;0,105877115;0,681106012;0,786983127
67;REGIONAL;04/01/21;2021;1;ARS Centro;All;9028;10;0;9038;15655;11;0;15666;15646;11;15657;0,009442777;6,63E-06;0,009437348;6,63E-06;0,009443983
68;REGIONAL;11/01/21;2021;2;ARS Centro;All;12636;24;1;12661;28291;35;1;28327;28258;35;28293;0,017064554;2,11E-05;0,017044649;2,11E-05;0,01706576
69;REGIONAL;18/01/21;2021;3;ARS Centro;All;36748;6313;2;43063;65039;6348;3;71390;58693;6348;65041;0,039230198;0,003828984;0,03540242;0,003828984;0,039231404
70;REGIONAL;25/01/21;2021;4;ARS Centro;All;4866;8539;3;13408;69905;14887;6;84798;55020;14887;69907;0,04216527;0,008979535;0,033186942;0,008979535;0,042166476
71;REGIONAL;01/02/21;2021;5;ARS Centro;All;2709;9153;0;11862;72614;24040;6;96660;48576;24040;72616;0,043799284;0,014500438;0,029300052;0,014500438;0,04380049
72;REGIONAL;08/02/21;2021;6;ARS Centro;All;7529;27115;4;34648;80143;51155;10;131308;28990;51155;80145;0,048340623;0,030855652;0,017486177;0,030855652;0,048341829
73;REGIONAL;15/02/21;2021;7;ARS Centro;All;25524;9993;3;35520;105667;61148;13;166828;44521;61148;105669;0,063736179;0,036883226;0,026854159;0,036883226;0,063737385
74;REGIONAL;22/02/21;2021;8;ARS Centro;All;38413;3119;1;41533;144080;64267;14;208361;79815;64267;144082;0,086906117;0,038764543;0,04814278;0,038764543;0,086907323
75;REGIONAL;01/03/21;2021;9;ARS Centro;All;28511;5934;1;34446;172591;70201;15;242807;102401;70201;172602;0,104103371;0,042343811;0,061766194;0,042343811;0,104110005
76;REGIONAL;08/03/21;2021;10;ARS Centro;All;17709;13534;0;31243;190300;83735;15;274050;106587;83735;190322;0,114785078;0,050507244;0,064291104;0,050507244;0,114798348
77;REGIONAL;15/03/21;2021;11;ARS Centro;All;16674;24185;2;40861;206974;107920;17;314911;99085;107920;207005;0,124842495;0,065095143;0,059766051;0,065095143;0,124861193
78;REGIONAL;22/03/21;2021;12;ARS Centro;All;47840;4365;1;52206;254814;112285;18;367117;142567;112285;254852;0,153698607;0,067728021;0,085993506;0,067728021;0,153721528
79;REGIONAL;29/03/21;2021;13;ARS Centro;All;24382;16777;2;41161;279196;129062;20;408278;150185;129062;279247;0,168405332;0,077847566;0,090588528;0,077847566;0,168436094
80;REGIONAL;05/04/21;2021;14;ARS Centro;All;49881;10233;0;60114;329077;139295;20;468392;189847;139295;329142;0,198492534;0,084019903;0,114511838;0,084019903;0,19853174
81;REGIONAL;12/04/21;2021;15;ARS Centro;All;77641;12031;2;89674;406718;151326;22;558066;255460;151326;406786;0,245324001;0,091276756;0,154088261;0,091276756;0,245365017
82;REGIONAL;19/04/21;2021;16;ARS Centro;All;30031;24189;6;54226;436749;175515;28;612292;261304;175515;436819;0,263438088;0,105867068;0,157613242;0,105867068;0,26348031
83;REGIONAL;26/04/21;2021;17;ARS Centro;All;56584;17938;3;74525;493333;193453;31;686817;301226;193453;494679;0,297568402;0,116686903;0,181693378;0,116686903;0,298380282
84;REGIONAL;03/05/21;2021;18;ARS Centro;All;59949;49144;2;109095;553282;242597;33;795912;317874;242597;560471;0,333728416;0,146329562;0,191735112;0,146329562;0,338064674
85;REGIONAL;10/05/21;2021;19;ARS Centro;All;50632;55737;0;106369;603914;298334;33;902281;318799;298334;617133;0,364268606;0,179948983;0,192293054;0,179948983;0,372242037
86;REGIONAL;17/05/21;2021;20;ARS Centro;All;44831;41716;3;86550;648745;340050;36;988831;329668;340050;669718;0,39130975;0,205111223;0,198849013;0,205111223;0,403960236
87;REGIONAL;24/05/21;2021;21;ARS Centro;All;24156;56249;7;80412;672901;396299;43;1069243;305904;396299;702203;0,405880157;0,239039473;0,184515053;0,239039473;0,423554525
88;REGIONAL;31/05/21;2021;22;ARS Centro;All;44229;37727;0;81956;717130;434026;43;1151199;314761;434026;748787;0,432558187;0,261795629;0,189857414;0,261795629;0,451653044
89;REGIONAL;07/06/21;2021;23;ARS Centro;All;58288;40806;1;99095;775418;474832;44;1250294;334008;474832;808840;0,46771632;0,286408976;0,201466812;0,286408976;0,487875788
90;REGIONAL;14/06/21;2021;24;ARS Centro;All;51932;65699;7;117638;827350;540531;51;1367932;326129;540531;866660;0,499040643;0,326037273;0,19671436;0,326037273;0,522751633
91;REGIONAL;21/06/21;2021;25;ARS Centro;All;59502;47665;3;107170;886852;588196;54;1475102;344280;588196;932476;0,534931035;0,354787829;0,207662673;0,354787829;0,562450502
92;REGIONAL;28/06/21;2021;26;ARS Centro;All;49853;77031;2;126886;936705;665227;56;1601988;319317;665227;984544;0,565001348;0,401251356;0,192605501;0,401251356;0,593856857
93;REGIONAL;05/07/21;2021;27;ARS Centro;All;59436;104774;9;164219;996141;770001;65;1766207;281991;770001;1051992;0,600851931;0,464448896;0,170091219;0,464448896;0,634540115
94;REGIONAL;12/07/21;2021;28;ARS Centro;All;28537;81984;7;110528;1024678;851985;72;1876735;242920;851985;1094905;0,618064867;0,513899972;0,146524389;0,513899972;0,660424361
95;REGIONAL;19/07/21;2021;29;ARS Centro;All;16842;80602;15;97459;1041520;932587;87;1974194;194693;932587;1127280;0,628223618;0,562517455;0,117434846;0,562517455;0,679952301
96;REGIONAL;26/07/21;2021;30;ARS Centro;All;14322;68844;4;83170;1055842;1001431;91;2057364;153227;1001431;1154658;0,636862356;0,604042751;0,092423401;0,604042751;0,696466152
97;REGIONAL;02/08/21;2021;31;ARS Centro;All;19182;74944;5;94131;1075024;1076375;96;2151495;116536;1076375;1192911;0,648432547;0,649247443;0,070292138;0,649247443;0,719539581
98;REGIONAL;09/08/21;2021;32;ARS Centro;All;50311;46766;5;97082;1125335;1123141;101;2248577;143448;1123141;1266589;0,678779116;0,67745574;0,086524907;0,67745574;0,763980648
99;REGIONAL;16/08/21;2021;33;ARS Centro;All;61072;35813;7;96892;1186407;1158954;108;2345469;189512;1158954;1348466;0,715616501;0,699057411;0,114309773;0,699057411;0,813367184
100;REGIONAL;04/01/21;2021;1;ARS Lisboa e Vale do Tejo;All;12719;21;0;12740;23439;22;0;23461;23417;22;23439;0,006362796;5,97E-06;0,006356824;5,97E-06;0,006362796
101;REGIONAL;11/01/21;2021;2;ARS Lisboa e Vale do Tejo;All;13212;1107;0;14319;36651;1129;0;37780;35522;1129;36651;0,009949351;0,000306481;0,00964287;0,000306481;0,009949351
102;REGIONAL;18/01/21;2021;3;ARS Lisboa e Vale do Tejo;All;37758;9062;0;46820;74409;10191;0;84600;64219;10191;74410;0,02019921;0,002766468;0,017433013;0,002766468;0,020199481
103;REGIONAL;25/01/21;2021;4;ARS Lisboa e Vale do Tejo;All;17265;11892;5;29162;91674;22083;5;113762;69593;22083;91676;0,024886;0,005994693;0,018891849;0,005994693;0,024886542
104;REGIONAL;01/02/21;2021;5;ARS Lisboa e Vale do Tejo;All;8699;8928;0;17627;100373;31011;5;131389;69366;31011;100377;0,027247447;0,008418305;0,018830227;0,008418305;0,027248533
105;REGIONAL;08/02/21;2021;6;ARS Lisboa e Vale do Tejo;All;14352;30386;0;44738;114725;61397;5;176127;53332;61397;114729;0,031143468;0,016666947;0,014477607;0,016666947;0,031144554
106;REGIONAL;15/02/21;2021;7;ARS Lisboa e Vale do Tejo;All;32989;19053;1;52043;147714;80450;6;228170;67268;80450;147718;0,040098725;0,021839111;0,0182607;0,021839111;0,040099811
107;REGIONAL;22/02/21;2021;8;ARS Lisboa e Vale do Tejo;All;49331;6661;0;55992;197045;87111;6;284162;109938;87111;197049;0,053490213;0,023647319;0,02984398;0,023647319;0,053491299
108;REGIONAL;01/03/21;2021;9;ARS Lisboa e Vale do Tejo;All;45115;12807;1;57923;242160;99918;7;342085;142253;99918;242171;0,065737217;0,027123932;0,038616272;0,027123932;0,065740203
109;REGIONAL;08/03/21;2021;10;ARS Lisboa e Vale do Tejo;All;33782;16558;0;50340;275942;116476;7;392425;159488;116476;275964;0,074907744;0,031618798;0,043294918;0,031618798;0,074913716
110;REGIONAL;15/03/21;2021;11;ARS Lisboa e Vale do Tejo;All;26073;29003;2;55078;302015;145479;9;447503;156564;145479;302043;0,08198557;0,039492008;0,042501163;0,039492008;0,081993171
111;REGIONAL;22/03/21;2021;12;ARS Lisboa e Vale do Tejo;All;89322;7601;1;96924;391337;153080;10;544427;238291;153080;391371;0,106233091;0,04155539;0,064686931;0,04155539;0,106242321
112;REGIONAL;29/03/21;2021;13;ARS Lisboa e Vale do Tejo;All;45584;23866;0;69450;436921;176946;10;613877;260020;176946;436966;0,118607411;0,0480341;0,070585527;0,0480341;0,118619627
113;REGIONAL;05/04/21;2021;14;ARS Lisboa e Vale do Tejo;All;87428;19647;2;107077;524349;196593;12;720954;327851;196593;524444;0,142340784;0,053367512;0,08899906;0,053367512;0,142366572
114;REGIONAL;12/04/21;2021;15;ARS Lisboa e Vale do Tejo;All;163630;14316;1;177947;687979;210909;13;898901;477179;210909;688088;0,186760097;0,057253761;0,129535925;0,057253761;0,186789686
115;REGIONAL;19/04/21;2021;16;ARS Lisboa e Vale do Tejo;All;79246;53676;1;132923;767225;264585;14;1031824;502751;264585;767336;0,208272368;0,071824751;0,136477749;0,071824751;0,2083025
116;REGIONAL;26/04/21;2021;17;ARS Lisboa e Vale do Tejo;All;107644;25568;2;133214;874869;290153;16;1165038;584856;290153;875009;0,237493614;0,078765489;0,15876613;0,078765489;0,237531619
117;REGIONAL;03/05/21;2021;18;ARS Lisboa e Vale do Tejo;All;107826;65407;7;173240;982695;355560;23;1338278;629983;355560;985543;0,266764266;0,096520998;0,171016391;0,096520998;0,26753739
118;REGIONAL;10/05/21;2021;19;ARS Lisboa e Vale do Tejo;All;90461;113052;3;203516;1073156;468612;26;1541794;609973;468612;1078585;0,291320983;0,127210311;0,165584439;0,127210311;0,292794749
119;REGIONAL;17/05/21;2021;20;ARS Lisboa e Vale do Tejo;All;109980;71104;2;181086;1183136;539716;28;1722880;651477;539716;1191193;0,321176364;0,146512339;0,176851194;0,146512339;0,323363533
120;REGIONAL;24/05/21;2021;21;ARS Lisboa e Vale do Tejo;All;110668;88770;8;199446;1293804;628486;36;1922326;686421;628486;1314907;0,351218511;0,170610013;0,186337159;0,170610013;0,356947172
121;REGIONAL;31/05/21;2021;22;ARS Lisboa e Vale do Tejo;All;92150;86689;13;178852;1385954;715175;49;2101178;712635;715175;1427810;0,376233727;0,194142775;0,193453262;0,194142775;0,387596036
122;REGIONAL;07/06/21;2021;23;ARS Lisboa e Vale do Tejo;All;151976;53870;4;205850;1537930;769045;53;2307028;825280;769045;1594325;0,417489422;0,208766428;0,224032089;0,208766428;0,432798517
123;REGIONAL;14/06/21;2021;24;ARS Lisboa e Vale do Tejo;All;147513;121161;5;268679;1685443;890206;58;2575707;860754;890206;1750960;0,457533584;0,241657025;0,233661929;0,241657025;0,475318954
124;REGIONAL;21/06/21;2021;25;ARS Lisboa e Vale do Tejo;All;119907;153474;16;273397;1805350;1043680;74;2849104;841738;1043680;1885418;0,490083768;0,283319371;0,228499809;0,283319371;0,51181918
125;REGIONAL;28/06/21;2021;26;ARS Lisboa e Vale do Tejo;All;130268;166303;11;296582;1935618;1209983;85;3145686;816749;1209983;2026732;0,525446568;0,328464302;0,221716247;0,328464302;0,550180549
126;REGIONAL;05/07/21;2021;27;ARS Lisboa e Vale do Tejo;All;143649;273168;10;416827;2079267;1483151;95;3562513;698811;1483151;2181962;0,564441801;0,40261901;0,189700572;0,40261901;0,592319582
127;REGIONAL;12/07/21;2021;28;ARS Lisboa e Vale do Tejo;All;79795;215299;15;295109;2159062;1698450;110;3857622;601769;1698450;2300219;0,586103104;0,461064489;0,163357365;0,461064489;0,624421854
128;REGIONAL;19/07/21;2021;29;ARS Lisboa e Vale do Tejo;All;56915;185196;10;242121;2215977;1883646;120;4099743;524478;1883646;2408124;0,601553359;0,51133815;0,142375802;0,51133815;0,653713952
129;REGIONAL;26/07/21;2021;30;ARS Lisboa e Vale do Tejo;All;36167;179947;21;216135;2252144;2063593;141;4315878;418551;2063593;2482144;0,611371322;0,560186907;0,113620656;0,560186907;0,673807563
130;REGIONAL;02/08/21;2021;31;ARS Lisboa e Vale do Tejo;All;45257;177746;13;223016;2297401;2241339;154;4538894;329295;2241339;2570634;0,623656874;0,608438176;0,089391051;0,608438176;0,697829228
131;REGIONAL;09/08/21;2021;32;ARS Lisboa e Vale do Tejo;All;106834;110418;3;217255;2404235;2351757;157;4756149;368692;2351757;2720449;0,652658237;0,638412458;0,100085836;0,638412458;0,738498294
132;REGIONAL;16/08/21;2021;33;ARS Lisboa e Vale do Tejo;All;106860;90471;8;197339;2511095;2442228;165;4953488;425127;2442228;2867355;0,681666657;0,662971889;0,115405789;0,662971889;0,778377678
133;REGIONAL;04/01/21;2021;1;ARS Norte;All;16670;28;0;16698;30019;32;0;30051;29994;32;30026;0,008432419;8,99E-06;0,008425397;8,99E-06;0,008434386
134;REGIONAL;11/01/21;2021;2;ARS Norte;All;15377;32;0;15409;45396;64;0;45460;45339;64;45403;0,012751861;1,80E-05;0,012735849;1,80E-05;0,012753827
135;REGIONAL;18/01/21;2021;3;ARS Norte;All;32454;12738;1;45193;77850;12802;1;90653;65055;12802;77857;0,021868279;0,003596117;0,018274128;0,003596117;0,021870245
136;REGIONAL;25/01/21;2021;4;ARS Norte;All;14395;15719;4;30118;92245;28521;5;120771;63731;28521;92252;0,025911874;0,008011627;0,017902213;0,008011627;0,02591384
137;REGIONAL;01/02/21;2021;5;ARS Norte;All;5667;12286;1;17954;97912;40807;6;138725;57116;40807;97923;0,027503749;0,011462798;0,016044041;0,011462798;0,027506839
138;REGIONAL;08/02/21;2021;6;ARS Norte;All;8927;28948;6;37881;106839;69755;12;176606;37095;69755;106850;0,030011368;0,019594371;0,010420087;0,019594371;0,030014458
139;REGIONAL;15/02/21;2021;7;ARS Norte;All;33046;15205;4;48255;139885;84960;16;224861;54936;84960;139896;0,03929408;0,023865497;0,015431673;0,023865497;0,03929717
140;REGIONAL;22/02/21;2021;8;ARS Norte;All;64843;4349;0;69192;204728;89309;16;294053;115430;89309;204739;0,057508657;0,025087143;0,032424604;0,025087143;0,057511747
141;REGIONAL;01/03/21;2021;9;ARS Norte;All;48081;7112;2;55195;252809;96421;18;349248;156404;96421;252825;0,071014741;0,027084923;0,043934313;0,027084923;0,071019236
142;REGIONAL;08/03/21;2021;10;ARS Norte;All;25722;14183;0;39905;278531;110604;18;389153;167957;110604;278561;0,078240122;0,031068967;0,047179582;0,031068967;0,078248549
143;REGIONAL;15/03/21;2021;11;ARS Norte;All;26929;42386;4;69319;305460;152990;22;458472;152506;152990;305496;0,085804552;0,042975311;0,042839354;0,042975311;0,085814664
144;REGIONAL;22/03/21;2021;12;ARS Norte;All;89090;2407;0;91497;394550;155397;22;549969;239195;155397;394592;0,110830177;0,043651444;0,067190532;0,043651444;0,110841975
