;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;CUMUL_VAC_INIT;CUMUL_VAC_COMPLETE;CUMUL_VAC_LEAST;COVER_1_VAC;COVER;COVER_INIT;COVER_COMPLETE;COVER_LEAST;RECEIVED;DISTRIBUTED
17;REGIONAL;26/04/2021;2021;17;Outro;All;394;61;0;455;6830;1735;2;8567;5095;1735;6830;NA;NA;NA;NA;NA;NA;NA
18;REGIONAL;03/05/2021;2021;18;Outro;All;387;267;0;654;7217;2002;2;9221;5218;2002;7220;NA;NA;NA;NA;NA;NA;NA
19;REGIONAL;10/05/2021;2021;19;Outro;All;648;476;0;1124;7865;2478;2;10345;5392;2478;7870;NA;NA;NA;NA;NA;NA;NA
20;REGIONAL;17/05/2021;2021;20;Outro;All;271;404;0;675;8136;2882;2;11020;5271;2882;8153;NA;NA;NA;NA;NA;NA;NA
21;REGIONAL;24/05/2021;2021;21;Outro;All;300;423;0;723;8436;3305;2;11743;5167;3305;8472;NA;NA;NA;NA;NA;NA;NA
22;REGIONAL;31/05/2021;2021;22;Outro;All;318;795;1;1114;8754;4100;3;12857;4782;4100;8882;NA;NA;NA;NA;NA;NA;NA
23;REGIONAL;07/06/2021;2021;23;Outro;All;261;942;1;1204;9015;5042;4;14061;4144;5042;9186;NA;NA;NA;NA;NA;NA;NA
24;REGIONAL;14/06/2021;2021;24;Outro;All;470;702;1;1173;9485;5744;5;15234;3999;5744;9743;NA;NA;NA;NA;NA;NA;NA
25;REGIONAL;21/06/2021;2021;25;Outro;All;439;597;0;1036;9924;6341;5;16270;3967;6341;10308;NA;NA;NA;NA;NA;NA;NA
26;REGIONAL;04/01/2021;2021;1;ARS Alentejo;All;3467;0;0;3467;4691;0;0;4691;4691;0;4691;0,010141212;0;0,010141212;0;0,010141212;NA;NA
27;REGIONAL;11/01/2021;2021;2;ARS Alentejo;All;5345;10;0;5355;10036;10;0;10046;10026;10;10036;0,02169627;2,16E-05;0,021674651;2,16E-05;0,02169627;NA;NA
28;REGIONAL;18/01/2021;2021;3;ARS Alentejo;All;10439;1135;0;11574;20475;1145;0;21620;19330;1145;20475;0,044263762;0,002475312;0,041788451;0,002475312;0,044263762;NA;NA
29;REGIONAL;25/01/2021;2021;4;ARS Alentejo;All;2305;3105;0;5410;22780;4250;0;27030;18530;4250;22780;0,049246813;0,009187838;0,040058975;0,009187838;0,049246813;NA;NA
30;REGIONAL;01/02/2021;2021;5;ARS Alentejo;All;1445;4340;0;5785;24225;8590;0;32815;15635;8590;24225;0,052370678;0,018570243;0,033800436;0,018570243;0,052370678;NA;NA
31;REGIONAL;08/02/2021;2021;6;ARS Alentejo;All;3336;8777;1;12114;27561;17367;1;44929;10194;17367;27561;0,059582591;0,03754475;0,022037841;0,03754475;0,059582591;NA;NA
32;REGIONAL;15/02/2021;2021;7;ARS Alentejo;All;4054;2807;0;6861;31615;20174;1;51790;11441;20174;31615;0,068346708;0,043613047;0,024733661;0,043613047;0,068346708;NA;NA
33;REGIONAL;22/02/2021;2021;8;ARS Alentejo;All;12035;1647;0;13682;43650;21821;1;65472;21829;21821;43650;0,094364504;0,047173605;0,0471909;0,047173605;0,094364504;NA;NA
34;REGIONAL;01/03/2021;2021;9;ARS Alentejo;All;10437;2828;0;13265;54087;24649;1;78737;29438;24649;54087;0,116927673;0,0532873;0,063640373;0,0532873;0,116927673;NA;NA
35;REGIONAL;08/03/2021;2021;10;ARS Alentejo;All;5810;1670;0;7480;59897;26319;1;86217;33578;26319;59897;0,129487989;0,05689758;0,072590408;0,05689758;0,129487989;NA;NA
36;REGIONAL;15/03/2021;2021;11;ARS Alentejo;All;3686;7721;0;11407;63583;34040;1;97624;29543;34040;63583;0,137456547;0,07358918;0,063867367;0,07358918;0,137456547;NA;NA
37;REGIONAL;22/03/2021;2021;12;ARS Alentejo;All;11880;2098;0;13978;75463;36138;1;111602;39325;36138;75463;0,163139257;0,07812473;0,085014528;0,07812473;0,163139257;NA;NA
38;REGIONAL;29/03/2021;2021;13;ARS Alentejo;All;6144;6266;0;12410;81607;42404;1;124012;39203;42404;81607;0,176421629;0,091670846;0,084750783;0,091670846;0,176421629;NA;NA
39;REGIONAL;05/04/2021;2021;14;ARS Alentejo;All;14032;4291;0;18323;95639;46695;1;142335;48946;46695;95641;0,206756628;0,10094732;0,105813632;0,10094732;0,206760952;NA;NA
40;REGIONAL;12/04/2021;2021;15;ARS Alentejo;All;21844;2952;0;24796;117483;49647;1;167131;67838;49647;117485;0,253979955;0,107329085;0,146655194;0,107329085;0,253984279;NA;NA
41;REGIONAL;19/04/2021;2021;16;ARS Alentejo;All;11306;5943;2;17251;128789;55590;3;184382;73201;55590;128791;0,278421767;0,120176925;0,158249166;0,120176925;0,278426091;NA;NA
42;REGIONAL;26/04/2021;2021;17;ARS Alentejo;All;20155;2761;0;22916;148944;58351;3;207298;90596;58351;148947;0,321993739;0,126145777;0,195854447;0,126145777;0,322000225;NA;NA
43;REGIONAL;03/05/2021;2021;18;ARS Alentejo;All;13619;14285;1;27905;162563;72636;4;235203;93036;72636;165672;0,351435897;0,157027723;0,201129347;0,157027723;0,358157071;NA;NA
44;REGIONAL;10/05/2021;2021;19;ARS Alentejo;All;17406;15212;0;32618;179969;87848;4;267821;95736;87848;183584;0,389064959;0,189913699;0,206966327;0,189913699;0,396880026;NA;NA
45;REGIONAL;17/05/2021;2021;20;ARS Alentejo;All;13188;12173;1;25362;193157;100021;5;293183;100163;100021;200184;0,417575362;0,21622983;0,216536812;0,21622983;0,432766642;NA;NA
46;REGIONAL;24/05/2021;2021;21;ARS Alentejo;All;7155;18465;4;25624;200312;118486;9;318807;90982;118486;209468;0,433043358;0,256148285;0,196688919;0,256148285;0,452837204;NA;NA
47;REGIONAL;31/05/2021;2021;22;ARS Alentejo;All;17309;7240;0;24549;217621;125726;9;343356;101389;125726;227115;0,470462721;0,271800038;0,219187233;0,271800038;0,490987271;NA;NA
48;REGIONAL;07/06/2021;2021;23;ARS Alentejo;All;13714;15214;0;28928;231335;140940;9;372284;100520;140940;241460;0,500110254;0,304690337;0,21730859;0,304690337;0,521998928;NA;NA
49;REGIONAL;14/06/2021;2021;24;ARS Alentejo;All;10153;19137;1;29291;241488;160077;10;401575;93185;160077;253262;0,522059459;0,346061552;0,201451462;0,346061552;0,547513014;NA;NA
50;REGIONAL;21/06/2021;2021;25;ARS Alentejo;All;10185;12769;0;22954;251673;172846;10;424529;92012;172846;264858;0,544077844;0,373666142;0,198915619;0,373666142;0,572581761;NA;NA
51;REGIONAL;04/01/2021;2021;1;ARS Algarve;All;1241;0;0;1241;2296;0;0;2296;2296;0;2296;0,005242368;0;0,005242368;0;0,005242368;NA;NA
52;REGIONAL;11/01/2021;2021;2;ARS Algarve;All;1351;3;0;1354;3647;3;0;3650;3644;3;3647;0,008327054;6,85E-06;0,008320205;6,85E-06;0,008327054;NA;NA
53;REGIONAL;18/01/2021;2021;3;ARS Algarve;All;3389;945;0;4334;7036;948;0;7984;6088;948;7036;0,016065027;0,002164532;0,013900495;0,002164532;0,016065027;NA;NA
54;REGIONAL;25/01/2021;2021;4;ARS Algarve;All;2139;1223;0;3362;9175;2171;0;11346;7004;2171;9175;0,020948923;0,004956961;0,015991963;0,004956961;0,020948923;NA;NA
55;REGIONAL;01/02/2021;2021;5;ARS Algarve;All;1206;1242;0;2448;10381;3413;0;13794;6969;3413;10382;0,023702537;0,007792771;0,015912049;0,007792771;0,02370482;NA;NA
56;REGIONAL;08/02/2021;2021;6;ARS Algarve;All;2385;2899;1;5285;12766;6312;1;19079;6455;6312;12767;0,029148115;0,014411946;0,014738452;0,014411946;0,029150398;NA;NA
57;REGIONAL;15/02/2021;2021;7;ARS Algarve;All;3179;2115;0;5294;15945;8427;1;24373;7519;8427;15946;0,036406603;0,019241044;0,017167843;0,019241044;0,036408886;NA;NA
58;REGIONAL;22/02/2021;2021;8;ARS Algarve;All;8484;1065;0;9549;24429;9492;1;33922;14938;9492;24430;0,055777793;0,021672717;0,034107359;0,021672717;0,055780076;NA;NA
59;REGIONAL;01/03/2021;2021;9;ARS Algarve;All;4623;550;0;5173;29052;10042;1;39095;19011;10042;29053;0,066333311;0,022928511;0,043407083;0,022928511;0,066335594;NA;NA
60;REGIONAL;08/03/2021;2021;10;ARS Algarve;All;5085;1535;0;6620;34137;11577;1;45715;22561;11577;34138;0,077943695;0,026433317;0,051512661;0,026433317;0,077945978;NA;NA
61;REGIONAL;15/03/2021;2021;11;ARS Algarve;All;2667;2997;0;5664;36804;14574;1;51379;22231;14574;36805;0,084033153;0,033276252;0,050759184;0,033276252;0,084035436;NA;NA
62;REGIONAL;22/03/2021;2021;12;ARS Algarve;All;9393;4288;0;13681;46197;18862;1;65060;27336;18862;46198;0,105479827;0,043066877;0,062415234;0,043066877;0,105482111;NA;NA
63;REGIONAL;29/03/2021;2021;13;ARS Algarve;All;4208;2908;0;7116;50405;21770;1;72176;28636;21770;50406;0,115087791;0,049706601;0,065383474;0,049706601;0,115090075;NA;NA
64;REGIONAL;05/04/2021;2021;14;ARS Algarve;All;8632;1769;0;10401;59037;23539;1;82577;35500;23539;59039;0,134796904;0,05374569;0,08105578;0,05374569;0,13480147;NA;NA
65;REGIONAL;12/04/2021;2021;15;ARS Algarve;All;13607;2148;0;15755;72644;25687;1;98332;46959;25687;72646;0,165865242;0,058650136;0,107219673;0,058650136;0,165869808;NA;NA
66;REGIONAL;19/04/2021;2021;16;ARS Algarve;All;7195;5485;0;12680;79839;31172;1;111012;48669;31172;79841;0,182293308;0,071173825;0,11112405;0,071173825;0,182297874;NA;NA
67;REGIONAL;26/04/2021;2021;17;ARS Algarve;All;16329;3231;0;19560;96168;34403;1;130572;61769;34403;96172;0,219576683;0,078551042;0,141034774;0,078551042;0,219585816;NA;NA
68;REGIONAL;03/05/2021;2021;18;ARS Algarve;All;16463;8898;1;25362;112631;43301;2;155934;69881;43301;113182;0,257166016;0,098867502;0,159556591;0,098867502;0,258424093;NA;NA
69;REGIONAL;10/05/2021;2021;19;ARS Algarve;All;9677;11272;0;20949;122308;54573;2;176883;70244;54573;124817;0,279261137;0,124604425;0,160385415;0,124604425;0,284989839;NA;NA
70;REGIONAL;17/05/2021;2021;20;ARS Algarve;All;11965;10854;2;22821;134273;65427;4;199704;73882;65427;139309;0,306580359;0,149386944;0,16869192;0,149386944;0,318078864;NA;NA
71;REGIONAL;24/05/2021;2021;21;ARS Algarve;All;7545;18744;7;26296;141818;84171;11;226000;68462;84171;152633;0,323807567;0,192184396;0,156316643;0,192184396;0,348501039;NA;NA
72;REGIONAL;31/05/2021;2021;22;ARS Algarve;All;8094;12720;0;20814;149912;96891;11;246814;72349;96891;169240;0,342288285;0,221227481;0,16519168;0,221227481;0,386419161;NA;NA
73;REGIONAL;07/06/2021;2021;23;ARS Algarve;All;16979;6265;0;23244;166891;103156;11;270058;84412;103156;187568;0,38105578;0,235532114;0,192734662;0,235532114;0,428266776;NA;NA
74;REGIONAL;14/06/2021;2021;24;ARS Algarve;All;15276;13345;0;28621;182167;116501;11;298679;86556;116501;203057;0,415934881;0,266002238;0,197629975;0,266002238;0,463632212;NA;NA
75;REGIONAL;21/06/2021;2021;25;ARS Algarve;All;19290;10039;1;29330;201457;126540;12;328009;97108;126540;223648;0,459978994;0,288923899;0,221722949;0,288923899;0,510646848;NA;NA
76;REGIONAL;04/01/2021;2021;1;ARS Centro;All;8985;4;0;8989;15575;4;0;15579;15571;4;15575;0,009394522;2,41E-06;0,00939211;2,41E-06;0,009394522;NA;NA
77;REGIONAL;11/01/2021;2021;2;ARS Centro;All;12616;22;0;12638;28191;26;0;28217;28165;26;28191;0,017004236;1,57E-05;0,016988553;1,57E-05;0,017004236;NA;NA
78;REGIONAL;18/01/2021;2021;3;ARS Centro;All;36743;6291;2;43036;64934;6317;2;71253;58617;6317;64934;0,039166864;0,003810286;0,035356579;0,003810286;0,039166864;NA;NA
79;REGIONAL;25/01/2021;2021;4;ARS Centro;All;4849;8482;2;13333;69783;14799;4;84586;54984;14799;69783;0,042091682;0,008926455;0,033165227;0,008926455;0,042091682;NA;NA
80;REGIONAL;01/02/2021;2021;5;ARS Centro;All;2666;9148;0;11814;72449;23947;4;96400;48502;23947;72449;0,043699759;0,014444342;0,029255417;0,014444342;0,043699759;NA;NA
81;REGIONAL;08/02/2021;2021;6;ARS Centro;All;7483;27114;4;34601;79932;51061;8;131001;28871;51061;79932;0,048213352;0,030798954;0,017414398;0,030798954;0,048213352;NA;NA
82;REGIONAL;15/02/2021;2021;7;ARS Centro;All;25472;9967;3;35442;105404;61028;11;166443;44376;61028;105404;0,063577543;0,036810845;0,026766698;0,036810845;0,063577543;NA;NA
83;REGIONAL;22/02/2021;2021;8;ARS Centro;All;38334;3081;1;41416;143738;64109;12;207859;79629;64109;143738;0,086699829;0,038669241;0,048030588;0,038669241;0,086699829;NA;NA
84;REGIONAL;01/03/2021;2021;9;ARS Centro;All;28405;5889;1;34295;172143;69998;13;242154;102148;69998;172146;0,103833146;0,042221366;0,06161359;0,042221366;0,103834956;NA;NA
85;REGIONAL;08/03/2021;2021;10;ARS Centro;All;17512;13471;0;30983;189655;83469;13;273137;106190;83469;189659;0,114396027;0,050346798;0,064051642;0,050346798;0,11439844;NA;NA
86;REGIONAL;15/03/2021;2021;11;ARS Centro;All;16544;24098;2;40644;206199;107567;15;313781;98639;107567;206206;0,124375031;0,06488222;0,059497033;0,06488222;0,124379253;NA;NA
87;REGIONAL;22/03/2021;2021;12;ARS Centro;All;47723;4255;0;51978;253922;111822;15;365759;142109;111822;253931;0,153160571;0,067448749;0,08571725;0,067448749;0,153165999;NA;NA
88;REGIONAL;29/03/2021;2021;13;ARS Centro;All;24267;16644;2;40913;278189;128466;17;406672;149733;128466;278199;0,16779793;0,077488071;0,090315891;0,077488071;0,167803962;NA;NA
89;REGIONAL;05/04/2021;2021;14;ARS Centro;All;49779;10109;0;59888;327968;138575;17;466560;189407;138575;327982;0,197823607;0,083585613;0,114246439;0,083585613;0,197832052;NA;NA
90;REGIONAL;12/04/2021;2021;15;ARS Centro;All;77510;11922;1;89433;405478;150497;18;555993;254995;150497;405492;0,244576058;0,09077672;0,153807782;0,09077672;0,244584503;NA;NA
91;REGIONAL;19/04/2021;2021;16;ARS Centro;All;29928;24087;6;54021;435406;174584;24;610014;260836;174584;435420;0,262628017;0,105305507;0,157330954;0,105305507;0,262636462;NA;NA
92;REGIONAL;26/04/2021;2021;17;ARS Centro;All;56595;17843;0;74438;492001;192427;24;684452;300848;192427;493275;0,296764967;0,116068041;0,181465377;0,116068041;0,297533418;NA;NA
93;REGIONAL;03/05/2021;2021;18;ARS Centro;All;59888;49023;1;108912;551889;241450;25;793364;317555;241450;559005;0,332888187;0,145637715;0,191542698;0,145637715;0,337180413;NA;NA
94;REGIONAL;10/05/2021;2021;19;ARS Centro;All;50645;55554;0;106199;602534;297004;25;899563;318693;297004;615697;0,363436218;0,179146754;0,192229117;0,179146754;0,371375871;NA;NA
95;REGIONAL;17/05/2021;2021;20;ARS Centro;All;44826;41555;4;86385;647360;338559;29;985948;329708;338559;668267;0,390474346;0,204211883;0,19887314;0,204211883;0,403085022;NA;NA
96;REGIONAL;24/05/2021;2021;21;ARS Centro;All;24106;56172;10;80288;671466;394731;39;1066236;305970;394731;700701;0,405014594;0,238093687;0,184554863;0,238093687;0,42264855;NA;NA
97;REGIONAL;31/05/2021;2021;22;ARS Centro;All;44109;37557;2;81668;715575;432288;41;1147904;314870;432288;747158;0,431620243;0,260747303;0,189923161;0,260747303;0,450670464;NA;NA
98;REGIONAL;07/06/2021;2021;23;ARS Centro;All;58000;40613;0;98613;773575;472901;41;1246517;334006;472901;806907;0,46660466;0,285244236;0,201465606;0,285244236;0,486709842;NA;NA
99;REGIONAL;14/06/2021;2021;24;ARS Centro;All;51675;65489;10;117174;825250;538390;51;1363691;326030;538390;864420;0,497773966;0,324745865;0,196654645;0,324745865;0,521400511;NA;NA
100;REGIONAL;21/06/2021;2021;25;ARS Centro;All;59206;47424;3;106633;884456;585814;54;1470324;344051;585814;929865;0,533485817;0,353351055;0,207524545;0,353351055;0,5608756;NA;NA
101;REGIONAL;04/01/2021;2021;1;ARS Lisboa e Vale do Tejo;All;12638;4;0;12642;23309;4;0;23313;23305;4;23309;0,006327506;1,09E-06;0,00632642;1,09E-06;0,006327506;NA;NA
102;REGIONAL;11/01/2021;2021;2;ARS Lisboa e Vale do Tejo;All;13169;1100;0;14269;36478;1104;0;37582;35374;1104;36478;0,009902388;0,000299694;0,009602694;0,000299694;0,009902388;NA;NA
103;REGIONAL;18/01/2021;2021;3;ARS Lisboa e Vale do Tejo;All;37809;9039;0;46848;74287;10143;0;84430;64144;10143;74287;0,020166091;0,002753438;0,017412653;0,002753438;0,020166091;NA;NA
104;REGIONAL;25/01/2021;2021;4;ARS Lisboa e Vale do Tejo;All;17661;11411;0;29072;91948;21554;0;113502;70394;21554;91948;0,02496038;0,00585109;0,01910929;0,00585109;0,02496038;NA;NA
105;REGIONAL;01/02/2021;2021;5;ARS Lisboa e Vale do Tejo;All;8633;8915;1;17549;100581;30469;1;131051;70112;30469;100581;0,027303911;0,008271173;0,019032738;0,008271173;0,027303911;NA;NA
106;REGIONAL;08/02/2021;2021;6;ARS Lisboa e Vale do Tejo;All;14300;30374;0;44674;114881;60843;1;175725;54038;60843;114881;0,031185816;0,016516557;0,014669259;0,016516557;0,031185816;NA;NA
107;REGIONAL;15/02/2021;2021;7;ARS Lisboa e Vale do Tejo;All;32901;19016;2;51919;147782;79859;3;227644;67923;79859;147782;0,040117185;0,021678677;0,018438508;0,021678677;0,040117185;NA;NA
108;REGIONAL;22/02/2021;2021;8;ARS Lisboa e Vale do Tejo;All;49060;6663;0;55723;196842;86522;3;283367;110320;86522;196842;0,053435106;0,023487428;0,029947678;0,023487428;0,053435106;NA;NA
109;REGIONAL;01/03/2021;2021;9;ARS Lisboa e Vale do Tejo;All;44804;12750;1;57555;241646;99272;4;340922;142375;99272;241647;0,065597686;0,026948567;0,03864939;0,026948567;0,065597957;NA;NA
110;REGIONAL;08/03/2021;2021;10;ARS Lisboa e Vale do Tejo;All;33083;16466;2;49551;274729;115738;6;390473;158994;115738;274732;0,07457846;0,031418459;0,043160816;0,031418459;0,074579275;NA;NA
111;REGIONAL;15/03/2021;2021;11;ARS Lisboa e Vale do Tejo;All;25621;28866;1;54488;300350;144604;7;444961;155749;144604;300353;0,081533586;0,039254479;0,042279922;0,039254479;0,0815344;NA;NA
112;REGIONAL;22/03/2021;2021;12;ARS Lisboa e Vale do Tejo;All;88659;7423;2;96084;389009;152027;9;541045;236985;152027;389012;0,105601128;0,041269541;0,064332402;0,041269541;0,105601942;NA;NA
113;REGIONAL;29/03/2021;2021;13;ARS Lisboa e Vale do Tejo;All;45232;23675;5;68912;434241;175702;14;609957;258544;175702;434246;0,117879893;0,047696401;0,070184849;0,047696401;0,117881251;NA;NA
114;REGIONAL;05/04/2021;2021;14;ARS Lisboa e Vale do Tejo;All;86971;19372;1;106344;521212;195074;15;716301;326151;195074;521225;0,141489207;0,052955162;0,088537575;0,052955162;0,141492736;NA;NA
115;REGIONAL;12/04/2021;2021;15;ARS Lisboa e Vale do Tejo;All;162984;14068;0;177052;684196;209142;15;893353;475067;209142;684209;0,185733156;0,056774088;0,128962597;0,056774088;0,185736685;NA;NA
116;REGIONAL;19/04/2021;2021;16;ARS Lisboa e Vale do Tejo;All;78570;53382;4;131956;762766;262524;19;1025309;500256;262524;762780;0,207061919;0,071265268;0,135800452;0,071265268;0,207065719;NA;NA
117;REGIONAL;26/04/2021;2021;17;ARS Lisboa e Vale do Tejo;All;106917;25282;3;132202;869683;287806;22;1157511;581894;287806;869700;0,236085812;0,078128368;0,157962059;0,078128368;0,236090427;NA;NA
118;REGIONAL;03/05/2021;2021;18;ARS Lisboa e Vale do Tejo;All;106994;64632;5;171631;976677;352438;27;1329142;626911;352438;979349;0,265130608;0,095673494;0,17018246;0,095673494;0,265855955;NA;NA
119;REGIONAL;10/05/2021;2021;19;ARS Lisboa e Vale do Tejo;All;89645;112188;9;201842;1066322;464626;36;1530984;606927;464626;1071553;0,289465812;0,126128264;0,164757566;0,126128264;0,290885829;NA;NA
120;REGIONAL;17/05/2021;2021;20;ARS Lisboa e Vale do Tejo;All;109358;70427;5;179790;1175680;535053;41;1710774;648445;535053;1183498;0,319152344;0,145246512;0,176028121;0,145246512;0,321274633;NA;NA
121;REGIONAL;24/05/2021;2021;21;ARS Lisboa e Vale do Tejo;All;110151;87997;44;198192;1285831;623050;85;1908966;683538;623050;1306588;0,349054145;0,169134346;0,185554534;0,169134346;0,35468888;NA;NA
122;REGIONAL;31/05/2021;2021;22;ARS Lisboa e Vale do Tejo;All;91247;85936;13;177196;1377078;708986;98;2086162;709554;708986;1418540;0,373824231;0,192462697;0,192616887;0,192462697;0,385079584;NA;NA
123;REGIONAL;07/06/2021;2021;23;ARS Lisboa e Vale do Tejo;All;150614;53037;6;203657;1527692;762023;104;2289819;821643;762023;1583666;0,414710195;0,206860223;0,223044782;0,206860223;0,429905005;NA;NA
124;REGIONAL;14/06/2021;2021;24;ARS Lisboa e Vale do Tejo;All;146348;119972;8;266328;1674040;881995;112;2556147;856826;881995;1738821;0,454438104;0,239428051;0,232595627;0,239428051;0,472023678;NA;NA
125;REGIONAL;21/06/2021;2021;25;ARS Lisboa e Vale do Tejo;All;119002;152254;14;271270;1793042;1034249;126;2827417;837909;1034249;1872158;0,486742614;0,280759214;0,227460381;0,280759214;0,508219595;NA;NA
126;REGIONAL;04/01/2021;2021;1;ARS Norte;All;16488;2;0;16490;29750;3;0;29753;29747;3;29750;0,008356857;8,43E-07;0,008356014;8,43E-07;0,008356857;NA;NA
127;REGIONAL;11/01/2021;2021;2;ARS Norte;All;15098;21;0;15119;44848;24;0;44872;44824;24;44848;0,012597926;6,74E-06;0,012591185;6,74E-06;0,012597926;NA;NA
128;REGIONAL;18/01/2021;2021;3;ARS Norte;All;31924;12679;1;44604;76772;12703;1;89476;64069;12703;76772;0,021565465;0,003568308;0,017997158;0,003568308;0,021565465;NA;NA
129;REGIONAL;25/01/2021;2021;4;ARS Norte;All;14395;15425;1;29821;91167;28128;2;119297;63039;28128;91167;0,02560906;0,007901232;0,017707828;0,007901232;0,02560906;NA;NA
130;REGIONAL;01/02/2021;2021;5;ARS Norte;All;5476;12179;0;17655;96643;40307;2;136952;56336;40307;96643;0,027147284;0,011322347;0,015824937;0,011322347;0,027147284;NA;NA
131;REGIONAL;08/02/2021;2021;6;ARS Norte;All;8693;28610;6;37309;105336;68917;8;174261;36419;68917;105336;0,029589171;0,019358974;0,010230197;0,019358974;0,029589171;NA;NA
132;REGIONAL;15/02/2021;2021;7;ARS Norte;All;32882;15030;3;47915;138218;83947;11;222176;54271;83947;138218;0,038825815;0,023580943;0,015244873;0,023580943;0,038825815;NA;NA
133;REGIONAL;22/02/2021;2021;8;ARS Norte;All;64613;4230;1;68844;202831;88177;12;291020;114654;88177;202831;0,056975784;0,024769161;0,032206623;0,024769161;0,056975784;NA;NA
134;REGIONAL;01/03/2021;2021;9;ARS Norte;All;47754;6958;0;54712;250585;95135;12;345732;155451;95135;250586;0,070390014;0,026723682;0,043666612;0,026723682;0,070390295;NA;NA
135;REGIONAL;08/03/2021;2021;10;ARS Norte;All;25268;13911;0;39179;275853;109046;12;384911;166809;109046;275855;0,077487864;0,03063132;0,046857106;0,03063132;0,077488426;NA;NA
136;REGIONAL;15/03/2021;2021;11;ARS Norte;All;26589;42169;4;68762;302442;151215;16;453673;151229;151215;302444;0,084956787;0,042476708;0,042480641;0,042476708;0,084957349;NA;NA
137;REGIONAL;22/03/2021;2021;12;ARS Norte;All;88684;2166;1;90851;391126;153381;17;544524;237750;153381;391131;0,109868366;0,043085144;0,066784627;0,043085144;0,109869771;NA;NA
138;REGIONAL;29/03/2021;2021;13;ARS Norte;All;53834;32493;1;86328;444960;185874;18;630852;259096;185874;444970;0,124990484;0,052212516;0,072780777;0,052212516;0,124993293;NA;NA
139;REGIONAL;05/04/2021;2021;14;ARS Norte;All;82081;13458;3;95542;527041;199332;21;726394;327725;199332;527057;0,148047262;0,055992906;0,092058851;0,055992906;0,148051757;NA;NA
140;REGIONAL;12/04/2021;2021;15;ARS Norte;All;135331;19003;1;154335;662372;218335;22;880729;444053;218335;662388;0,186062112;0,0613309;0,124735706;0,0613309;0,186066606;NA;NA
141;REGIONAL;19/04/2021;2021;16;ARS Norte;All;64574;46239;0;110813;726946;264574;22;991542;462388;264574;726962;0,204201125;0,074319562;0,129886057;0,074319562;0,20420562;NA;NA
