;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;COVER_1_VAC;COVER;RECEIVED;DISTRIBUTED
204;AGES;12/04/21;2021;15;All;65-79 anos;232843;3404;1;236248;672372;60007;11;732390;0,41903798;0,037397768;NA;NA
205;AGES;12/04/21;2021;15;All;80 ou mais anos;10486;49393;1;59880;618870;394742;20;1013632;0,915673739;0,584056236;NA;NA
206;AGES;12/04/21;2021;15;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
207;AGES;19/04/21;2021;16;All;0-17 anos;20;4;0;24;347;220;0;567;0,000202091;0,000128127;NA;NA
208;AGES;19/04/21;2021;16;All;18-24 anos;1258;55;0;1313;28082;11616;2;39700;0,036202093;0,014974842;NA;NA
209;AGES;19/04/21;2021;16;All;25-49 anos;10294;497;0;10791;357818;139872;30;497720;0,10647276;0,041620483;NA;NA
210;AGES;19/04/21;2021;16;All;50-64 anos;13856;1566;0;15422;372035;86674;13;458722;0,172072647;0,04008823;NA;NA
211;AGES;19/04/21;2021;16;All;65-79 anos;175181;13071;2;188254;847553;73078;13;920644;0,528214882;0,045543921;NA;NA
212;AGES;19/04/21;2021;16;All;80 ou mais anos;8407;123047;9;131463;627277;517789;29;1145095;0,92811265;0,766115322;NA;NA
213;AGES;19/04/21;2021;16;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
214;AGES;26/04/21;2021;17;All;0-17 anos;43;14;0;57;390;234;0;624;0,000227134;0,00013628;NA;NA
215;AGES;26/04/21;2021;17;All;18-24 anos;2606;77;0;2683;30688;11693;2;42383;0,039561635;0,015074107;NA;NA
216;AGES;26/04/21;2021;17;All;25-49 anos;9920;597;1;10518;367738;140469;31;508238;0,109424567;0,041798127;NA;NA
217;AGES;26/04/21;2021;17;All;50-64 anos;32304;2660;0;34964;404339;89334;13;493686;0,187013808;0,041318526;NA;NA
218;AGES;26/04/21;2021;17;All;65-79 anos;292612;45967;0;338579;1140165;119045;13;1259223;0,710577535;0,074191632;NA;NA
219;AGES;26/04/21;2021;17;All;80 ou mais anos;6116;39648;3;45767;633393;557437;32;1190862;0,937161821;0,824778099;NA;NA
220;AGES;26/04/21;2021;17;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
221;AGES;03/05/21;2021;18;All;0-17 anos;98;8;0;106;488;242;0;730;0,000284208;0,000140939;NA;NA
222;AGES;03/05/21;2021;18;All;18-24 anos;1697;704;0;2401;32385;12397;2;44784;0,041749334;0,015981673;NA;NA
223;AGES;03/05/21;2021;18;All;25-49 anos;8964;7371;0;16335;376702;147840;31;524573;0,112091906;0,04399145;NA;NA
224;AGES;03/05/21;2021;18;All;50-64 anos;150258;14226;0;164484;554597;103560;13;658170;0,256510741;0,047898298;NA;NA
225;AGES;03/05/21;2021;18;All;65-79 anos;201779;163434;7;365220;1341944;282479;20;1624443;0,836330934;0,17604753;NA;NA
226;AGES;03/05/21;2021;18;All;80 ou mais anos;5077;31720;3;36800;638470;589157;35;1227662;0,944673699;0,871710687;NA;NA
227;AGES;03/05/21;2021;18;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
228;AGES;10/05/21;2021;19;All;0-17 anos;131;31;0;162;619;273;0;892;0,000360502;0,000158994;NA;NA
229;AGES;10/05/21;2021;19;All;18-24 anos;2070;5312;2;7384;34455;17709;4;52168;0,044417888;0,022829673;NA;NA
230;AGES;10/05/21;2021;19;All;25-49 anos;23533;99347;4;122884;400235;247187;35;647457;0,119094414;0,073553265;NA;NA
231;AGES;10/05/21;2021;19;All;50-64 anos;165030;108888;4;273922;719627;212448;17;932092;0,332839981;0,098260888;NA;NA
232;AGES;10/05/21;2021;19;All;65-79 anos;91014;79792;3;170809;1432958;362271;23;1795252;0,893052991;0,225775773;NA;NA
233;AGES;10/05/21;2021;19;All;80 ou mais anos;3749;9924;2;13675;642219;599081;37;1241337;0,950220681;0,886394136;NA;NA
234;AGES;10/05/21;2021;19;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
235;AGES;17/05/21;2021;20;All;0-17 anos;270;16;0;286;889;289;0;1178;0,000517748;0,000168312;NA;NA
236;AGES;17/05/21;2021;20;All;18-24 anos;1894;2377;2;4273;36349;20086;6;56441;0,04685955;0,025893998;NA;NA
237;AGES;17/05/21;2021;20;All;25-49 anos;30629;21007;2;51638;430864;268194;37;699095;0,128208417;0,079804133;NA;NA
238;AGES;17/05/21;2021;20;All;50-64 anos;223013;74166;4;297183;942640;286614;21;1229275;0,435987366;0,132563951;NA;NA
239;AGES;17/05/21;2021;20;All;65-79 anos;41006;111263;9;152278;1473964;473534;32;1947530;0,918608891;0,295117481;NA;NA
240;AGES;17/05/21;2021;20;All;80 ou mais anos;4699;8333;1;13033;646918;607414;38;1254370;0,957173273;0,898723558;NA;NA
241;AGES;17/05/21;2021;20;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
242;AGES;24/05/21;2021;21;All;0-17 anos;218;35;0;253;1107;324;0;1431;0,00064471;0,000188696;NA;NA
243;AGES;24/05/21;2021;21;All;18-24 anos;2016;3142;5;5163;38365;23228;11;61604;0,04945849;0,029944528;NA;NA
244;AGES;24/05/21;2021;21;All;25-49 anos;24686;17103;26;41815;455550;285297;63;740910;0,135554013;0,084893323;NA;NA
245;AGES;24/05/21;2021;21;All;50-64 anos;173887;96888;31;270806;1116527;383502;52;1500081;0,516413122;0,177376333;NA;NA
246;AGES;24/05/21;2021;21;All;65-79 anos;23395;201690;20;225105;1497359;675224;52;2172635;0,933189203;0,420815413;NA;NA
247;AGES;24/05/21;2021;21;All;80 ou mais anos;4417;6242;0;10659;651335;613656;38;1265029;0,963708621;0,907959157;NA;NA
248;AGES;24/05/21;2021;21;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
249;AGES;31/05/21;2021;22;All;0-17 anos;186;89;0;275;1293;413;0;1706;0,000753036;0,000240529;NA;NA
250;AGES;31/05/21;2021;22;All;18-24 anos;2007;2481;1;4489;40372;25709;12;66093;0,052045827;0,033142925;NA;NA
251;AGES;31/05/21;2021;22;All;25-49 anos;40237;21659;9;61905;495787;306956;72;802815;0,147526984;0,091338201;NA;NA
252;AGES;31/05/21;2021;22;All;50-64 anos;162363;166850;12;329225;1278890;550352;64;1829306;0,591508829;0,254547355;NA;NA
253;AGES;31/05/21;2021;22;All;65-79 anos;18515;136750;24;155289;1515874;811974;76;2327924;0,944728184;0,506041216;NA;NA
254;AGES;31/05/21;2021;22;All;80 ou mais anos;3033;5940;5;8978;654368;619596;43;1274007;0,968196217;0,916747921;NA;NA
255;AGES;31/05/21;2021;22;All;Desconhecido;0;0;0;0;1;0;0;1;NA;NA;NA;NA
256;GENERAL;08/02/21;2021;6;All;All;40441;98936;11;139388;360601;214930;18;575549;0,035023717;0,020875282;651900;571981
257;GENERAL;15/02/21;2021;7;All;All;103154;49961;9;153124;463755;264891;27;728673;0,045042648;0,025727791;830730;718143
258;GENERAL;22/02/21;2021;8;All;All;176260;20456;10;196726;640015;285347;37;925399;0,062162068;0,0277146;1002999;933847
259;GENERAL;01/03/21;2021;9;All;All;138160;33231;16;171407;778175;318578;53;1096806;0,07558099;0,030942193;1186389;1095103
260;GENERAL;08/03/21;2021;10;All;All;94323;51430;2;145755;872498;370008;55;1242561;0,084742202;0,035937381;1468929;1264093
261;GENERAL;15/03/21;2021;11;All;All;80567;109631;7;190205;953065;479639;62;1432766;0,092567349;0,046585396;1713540;1462079
262;GENERAL;22/03/21;2021;12;All;All;255101;21114;2;276217;1208166;500753;64;1708983;0,117344277;0,048636114;1883850;1753999
263;GENERAL;29/03/21;2021;13;All;All;136771;83968;7;220746;1344937;584721;71;1929729;0,130628291;0,056791586;2344530;1996561
264;GENERAL;05/04/21;2021;14;All;All;255295;52569;3;307867;1600232;637290;74;2237596;0,155424062;0,0618974;2684460;2360167
265;GENERAL;12/04/21;2021;15;All;All;423865;53719;2;477586;2024097;691009;76;2715182;0,196592355;0,067114909;2983590;2679813
266;GENERAL;19/04/21;2021;16;All;All;209016;138240;11;347267;2233113;829249;87;3062449;0,216893234;0,080541602;3400260;3039329
267;GENERAL;26/04/21;2021;17;All;All;343601;88963;4;432568;2576714;918212;91;3495017;0,250265809;0,089182218;4128420;3581288
268;GENERAL;03/05/21;2021;18;All;All;367873;217463;10;585346;2944587;1135675;101;4080363;0,285995826;0,11030352;4655370;4171038
269;GENERAL;10/05/21;2021;19;All;All;285527;303294;15;588836;3230114;1438969;116;4669199;0,313727909;0,139761239;5197920;4686071
270;GENERAL;17/05/21;2021;20;All;All;301511;217162;18;518691;3531625;1656131;134;5187890;0,343012453;0,160853306;5728470;5126418
271;GENERAL;24/05/21;2021;21;All;All;228619;325100;82;553801;3760244;1981231;216;5741691;0,365217292;0,192428954;6254220;5644760
272;GENERAL;31/05/21;2021;22;All;All;226341;333769;51;560161;3986585;2315000;267;6301852;0,387200878;0,224846587;7263540;6299315
