;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;CUMUL_VAC_INIT;CUMUL_VAC_COMPLETE;CUMUL_VAC_LEAST;COVER_1_VAC;COVER;COVER_INIT;COVER_COMPLETE;COVER_LEAST
66;REGIONAL;22/02/21;2021;8;ARS Algarve;All;8498;1071;0;9569;24496;9518;1;34015;14980;9518;24498;0,055930772;0,021732082;0,034203256;0,021732082;0,055935338
67;REGIONAL;01/03/21;2021;9;ARS Algarve;All;4641;554;0;5195;29137;10072;1;39210;19067;10072;29139;0,066527388;0,022997009;0,043534945;0,022997009;0,066531954
68;REGIONAL;08/03/21;2021;10;ARS Algarve;All;5112;1543;0;6655;34249;11615;1;45865;22637;11615;34252;0,07819942;0,026520081;0,051686189;0,026520081;0,07820627
69;REGIONAL;15/03/21;2021;11;ARS Algarve;All;2697;3004;0;5701;36946;14619;1;51566;22330;14619;36949;0,084357376;0,033378999;0,050985227;0,033378999;0,084364226
70;REGIONAL;22/03/21;2021;12;ARS Algarve;All;9416;4295;0;13711;46362;18914;1;65277;27451;18914;46365;0,105856566;0,043185606;0,062677809;0,043185606;0,105863415
71;REGIONAL;29/03/21;2021;13;ARS Algarve;All;4227;2915;0;7142;50589;21829;1;72419;28763;21829;50592;0,115507912;0,049841313;0,065673448;0,049841313;0,115514761
72;REGIONAL;05/04/21;2021;14;ARS Algarve;All;8673;1796;0;10469;59262;23625;1;82888;35642;23625;59267;0,135310638;0,053942051;0,081380003;0,053942051;0,135322054
73;REGIONAL;12/04/21;2021;15;ARS Algarve;All;13669;2157;0;15826;72931;25782;1;98714;47154;25782;72936;0,166520538;0,058867046;0,107664909;0,058867046;0,166531954
74;REGIONAL;19/04/21;2021;16;ARS Algarve;All;7261;5509;0;12770;80192;31291;1;111484;48907;31291;80198;0,183099299;0,071445533;0,111667466;0,071445533;0,183112999
75;REGIONAL;26/04/21;2021;17;ARS Algarve;All;16406;3245;0;19651;96598;34536;1;131135;62071;34536;96607;0,220558486;0,078854716;0,141724319;0,078854716;0,220579035
76;REGIONAL;03/05/21;2021;18;ARS Algarve;All;16583;8935;3;25521;113181;43471;4;156656;70269;43471;113740;0,25842181;0,099255657;0,160442496;0,099255657;0,259698153
77;REGIONAL;10/05/21;2021;19;ARS Algarve;All;9739;11302;0;21041;122920;54773;4;177697;70673;54773;125446;0,280658493;0,125061077;0,161364934;0,125061077;0,286426011
78;REGIONAL;17/05/21;2021;20;ARS Algarve;All;12026;10890;2;22918;134946;65663;6;200615;74338;65663;140001;0,308116994;0,149925794;0,169733087;0,149925794;0,319658881
79;REGIONAL;24/05/21;2021;21;ARS Algarve;All;7600;18810;7;26417;142546;84473;13;227032;68919;84473;153392;0,325469781;0,192873941;0,157360093;0,192873941;0,350234034
80;REGIONAL;31/05/21;2021;22;ARS Algarve;All;8155;12753;1;20909;150701;97226;14;247941;72839;97226;170065;0,344089778;0,221992374;0,166310478;0,221992374;0,388302852
81;REGIONAL;07/06/21;2021;23;ARS Algarve;All;17068;6327;0;23395;167769;103553;14;271336;84935;103553;188488;0,383060484;0,236438569;0,193928808;0,236438569;0,430367377
82;REGIONAL;14/06/21;2021;24;ARS Algarve;All;15403;13399;1;28803;183172;116952;15;300139;87160;116952;204112;0,418229559;0,267031988;0,199009065;0,267031988;0,466041053
83;REGIONAL;21/06/21;2021;25;ARS Algarve;All;19420;10151;3;29574;202592;127103;18;329713;97775;127103;224878;0,462570496;0,290209375;0,223245884;0,290209375;0,513455259
84;REGIONAL;28/06/21;2021;26;ARS Algarve;All;17237;16342;7;33586;219829;143445;25;363299;101060;143445;244505;0,501927073;0,327522433;0,230746398;0,327522433;0,558268831
85;REGIONAL;05/07/21;2021;27;ARS Algarve;All;19169;31700;1;50870;238998;175145;26;414169;89772;175145;264917;0,545694911;0,39990182;0,204972943;0,39990182;0,604874763
86;REGIONAL;12/07/21;2021;28;ARS Algarve;All;9704;26988;6;36698;248702;202133;32;450867;78999;202133;281132;0,567851679;0,461522479;0,180375368;0,461522479;0,641897847
87;REGIONAL;19/07/21;2021;29;ARS Algarve;All;4327;27260;3;31590;253029;229393;35;482457;61865;229393;291258;0,577731351;0,523764185;0,141253967;0,523764185;0,665018152
88;REGIONAL;04/01/21;2021;1;ARS Centro;All;9010;6;0;9016;15616;7;0;15623;15610;7;15617;0,009419253;4,22E-06;0,009415634;4,22226E-06;0,009419856
89;REGIONAL;11/01/21;2021;2;ARS Centro;All;12627;22;1;12650;28243;29;1;28273;28215;29;28244;0,017035601;1,75E-05;0,017018712;1,74922E-05;0,017036205
90;REGIONAL;18/01/21;2021;3;ARS Centro;All;36794;6307;2;43103;65037;6336;3;71376;58702;6336;65038;0,039228992;0,003821746;0,035407849;0,003821746;0,039229595
91;REGIONAL;25/01/21;2021;4;ARS Centro;All;4829;8538;3;13370;69866;14874;6;84746;54993;14874;69867;0,042141746;0,008971693;0,033170656;0,008971693;0,042142349
92;REGIONAL;01/02/21;2021;5;ARS Centro;All;2687;9165;0;11852;72553;24039;6;96598;48515;24039;72554;0,04376249;0,014499834;0,029263258;0,014499834;0,043763093
93;REGIONAL;08/02/21;2021;6;ARS Centro;All;7508;27146;5;34659;80061;51185;11;131257;28877;51185;80062;0,048291162;0,030873748;0,017418017;0,030873748;0,048291765
94;REGIONAL;15/02/21;2021;7;ARS Centro;All;25494;9997;4;35495;105555;61182;15;166752;44374;61182;105556;0,063668623;0,036903734;0,026765492;0,036903734;0,063669226
95;REGIONAL;22/02/21;2021;8;ARS Centro;All;38378;3098;2;41478;143933;64280;17;208230;79654;64280;143934;0,08681745;0,038772385;0,048045668;0,038772385;0,086818053
96;REGIONAL;01/03/21;2021;9;ARS Centro;All;28467;5908;1;34376;172400;70188;18;242606;102218;70188;172406;0,103988163;0,04233597;0,061655812;0,04233597;0,103991782
97;REGIONAL;08/03/21;2021;10;ARS Centro;All;17629;13505;0;31134;190029;83693;18;273740;106346;83693;190039;0,114621616;0,05048191;0,064145738;0,05048191;0,114627648
98;REGIONAL;15/03/21;2021;11;ARS Centro;All;16614;24137;2;40753;206643;107830;20;314493;98829;107830;206659;0,124642842;0,065040856;0,059611637;0,065040856;0,124652493
99;REGIONAL;22/03/21;2021;12;ARS Centro;All;47812;4306;0;52118;254455;112136;20;366611;142339;112136;254475;0,153482065;0,067638148;0,085855981;0,067638148;0,153494129
100;REGIONAL;29/03/21;2021;13;ARS Centro;All;24349;16714;2;41065;278804;128850;22;407676;149981;128850;278831;0,168168885;0,077719692;0,09046548;0,077719692;0,168185171
101;REGIONAL;05/04/21;2021;14;ARS Centro;All;49863;10163;0;60026;328667;139013;22;467702;189690;139013;328703;0,19824523;0,083849806;0,114417139;0,083849806;0,198266944
102;REGIONAL;12/04/21;2021;15;ARS Centro;All;77684;11988;2;89674;406351;151001;24;557376;255388;151001;406389;0,245102634;0,091080723;0,154044832;0,091080723;0,245125555
103;REGIONAL;19/04/21;2021;16;ARS Centro;All;30050;24140;6;54196;436401;175141;30;611572;261298;175141;436439;0,263228181;0,105641478;0,157609623;0,105641478;0,263251102
104;REGIONAL;26/04/21;2021;17;ARS Centro;All;56746;17900;4;74650;493147;193041;34;686222;301417;193041;494458;0,297456211;0,116438393;0,181808586;0,116438393;0,298246979
105;REGIONAL;03/05/21;2021;18;ARS Centro;All;60101;49107;2;109210;553248;242148;36;795432;318258;242148;560406;0,333707908;0,146058734;0,191966733;0,146058734;0,338025467
106;REGIONAL;10/05/21;2021;19;ARS Centro;All;50803;55705;0;106508;604051;297853;36;901940;319413;297853;617266;0,364351241;0,179658854;0,192663406;0,179658854;0,37232226
107;REGIONAL;17/05/21;2021;20;ARS Centro;All;44965;41702;4;86671;649016;339555;40;988611;330440;339555;669995;0,391473212;0,204812649;0,199314667;0,204812649;0,404127317
108;REGIONAL;24/05/21;2021;21;ARS Centro;All;24197;56333;12;80542;673213;395888;52;1069153;306650;395888;702538;0,406068349;0,238791566;0,184965025;0,238791566;0,42375659
109;REGIONAL;31/05/21;2021;22;ARS Centro;All;44299;37717;2;82018;717512;433605;54;1151171;315589;433605;749194;0,432788602;0,261541691;0,190356847;0,261541691;0,451898538
110;REGIONAL;07/06/21;2021;23;ARS Centro;All;58308;40813;2;99123;775820;474418;56;1250294;334848;474418;809266;0,467958798;0,28615926;0,201973483;0,28615926;0,488132743
111;REGIONAL;14/06/21;2021;24;ARS Centro;All;51925;65726;10;117661;827745;540144;66;1367955;326942;540144;867086;0,499278899;0,325803842;0,197204745;0,325803842;0,523008587
112;REGIONAL;21/06/21;2021;25;ARS Centro;All;59522;47702;3;107227;887267;587846;69;1475182;345078;587846;932924;0,535181355;0,354576716;0,20814401;0,354576716;0,562720726
113;REGIONAL;28/06/21;2021;26;ARS Centro;All;49749;76963;4;126716;937016;664809;73;1601898;320047;664809;984856;0,565188937;0,400999227;0,193045822;0,400999227;0,594045049
114;REGIONAL;05/07/21;2021;27;ARS Centro;All;59280;104839;11;164130;996296;769648;84;1766028;282488;769648;1052136;0,600945424;0,464235974;0,170390999;0,464235974;0,634626973
115;REGIONAL;12/07/21;2021;28;ARS Centro;All;28395;81897;10;110302;1024691;851545;94;1876330;243366;851545;1094911;0,618072708;0,513634573;0,146793407;0,513634573;0,66042798
116;REGIONAL;19/07/21;2021;29;ARS Centro;All;16789;80548;18;97355;1041480;932093;112;1973685;195131;932093;1127224;0,628199491;0,562219484;0,117699039;0,562219484;0,679918522
117;REGIONAL;04/01/21;2021;1;ARS Lisboa e Vale do Tejo;All;12677;20;0;12697;23372;20;0;23392;23352;20;23372;0,006344608;5,43E-06;0,006339179;5,42924E-06;0,006344608
118;REGIONAL;11/01/21;2021;2;ARS Lisboa e Vale do Tejo;All;13217;1105;0;14322;36589;1125;0;37714;35464;1125;36589;0,00993252;0,000305395;0,009627125;0,000305395;0,00993252
119;REGIONAL;18/01/21;2021;3;ARS Lisboa e Vale do Tejo;All;37937;9055;0;46992;74526;10180;0;84706;64346;10180;74526;0,020230971;0,002763482;0,017467488;0,002763482;0,020230971
120;REGIONAL;25/01/21;2021;4;ARS Lisboa e Vale do Tejo;All;17266;11870;11;29147;91792;22050;11;113853;69743;22050;91793;0,024918032;0,005985735;0,018932568;0,005985735;0,024918304
121;REGIONAL;01/02/21;2021;5;ARS Lisboa e Vale do Tejo;All;8677;8939;1;17617;100469;30989;12;131470;69481;30989;100470;0,027273507;0,008412333;0,018861445;0,008412333;0,027273779
122;REGIONAL;08/02/21;2021;6;ARS Lisboa e Vale do Tejo;All;14353;30545;0;44898;114822;61534;12;176368;53289;61534;114823;0,0311698;0,016704137;0,014465934;0,016704137;0,031170071
123;REGIONAL;15/02/21;2021;7;ARS Lisboa e Vale do Tejo;All;32971;19071;4;52046;147793;80605;16;228414;67189;80605;147794;0,040120171;0,021881188;0,018239255;0,021881188;0,040120442
124;REGIONAL;22/02/21;2021;8;ARS Lisboa e Vale do Tejo;All;49215;6698;0;55913;197008;87303;16;284327;109706;87303;197009;0,053480169;0,02369944;0,029781001;0,02369944;0,05348044
125;REGIONAL;01/03/21;2021;9;ARS Lisboa e Vale do Tejo;All;44996;12808;1;57805;242004;100111;17;342132;141899;100111;242010;0,065694869;0,027176324;0,038520174;0,027176324;0,065696498
126;REGIONAL;08/03/21;2021;10;ARS Lisboa e Vale do Tejo;All;33563;16535;4;50102;275567;116646;21;392234;158936;116646;275582;0,074805945;0,031664947;0,043145071;0,031664947;0,074810017
127;REGIONAL;15/03/21;2021;11;ARS Lisboa e Vale do Tejo;All;25886;28965;5;54856;301453;145611;26;447090;155861;145611;301472;0,081833009;0,039527841;0,042310325;0,039527841;0,081838166
128;REGIONAL;22/03/21;2021;12;ARS Lisboa e Vale do Tejo;All;89069;7523;3;96595;390522;153134;29;543685;237411;153134;390545;0,10601185;0,041570049;0,064448045;0,041570049;0,106018093
129;REGIONAL;29/03/21;2021;13;ARS Lisboa e Vale do Tejo;All;45455;23796;5;69256;435977;176930;34;612941;259074;176930;436004;0,118351151;0,048029757;0,070328724;0,048029757;0,118358481
130;REGIONAL;05/04/21;2021;14;ARS Lisboa e Vale do Tejo;All;87287;19551;1;106839;523264;196481;35;719780;326844;196481;523325;0,142046247;0,053337108;0,088725698;0,053337108;0,142062807
131;REGIONAL;12/04/21;2021;15;ARS Lisboa e Vale do Tejo;All;163529;14212;2;177743;686793;210693;37;897523;476168;210693;686861;0,186438143;0,057195125;0,129261477;0,057195125;0,186456602
132;REGIONAL;19/04/21;2021;16;ARS Lisboa e Vale do Tejo;All;79115;53572;7;132694;765908;264265;44;1030217;501712;264265;765977;0,207914852;0,071737883;0,1361957;0,071737883;0,207933583
133;REGIONAL;26/04/21;2021;17;ARS Lisboa e Vale do Tejo;All;107535;25479;8;133022;873443;289744;52;1163239;583795;289744;873539;0,237106509;0,078654461;0,158478108;0,078654461;0,23713257
134;REGIONAL;03/05/21;2021;18;ARS Lisboa e Vale do Tejo;All;107579;65112;13;172704;981022;354856;65;1335943;628956;354856;983812;0,26631011;0,096329889;0,1707376;0,096329889;0,267067489
135;REGIONAL;10/05/21;2021;19;ARS Lisboa e Vale do Tejo;All;90251;112749;13;203013;1071273;467605;78;1538956;609032;467605;1076637;0,29080982;0,126936949;0,165328993;0,126936949;0,292265941
136;REGIONAL;17/05/21;2021;20;ARS Lisboa e Vale do Tejo;All;109816;70839;7;180662;1181089;538444;85;1719618;650622;538444;1189066;0,320620681;0,146167039;0,176619094;0,146167039;0,322786133
137;REGIONAL;24/05/21;2021;21;ARS Lisboa e Vale do Tejo;All;110510;88536;55;199101;1291599;626980;140;1918719;685612;626980;1312592;0,350619938;0,170201191;0,186117546;0,170201191;0,356318738
138;REGIONAL;31/05/21;2021;22;ARS Lisboa e Vale do Tejo;All;92003;86459;23;178485;1383602;713439;163;2097204;711901;713439;1425340;0,375595248;0,193671517;0,193254009;0,193671517;0,386925526
139;REGIONAL;07/06/21;2021;23;ARS Lisboa e Vale do Tejo;All;151805;53648;13;205466;1535407;767087;176;2302670;824641;767087;1591728;0,416804524;0,208234906;0,223858625;0,208234906;0,432093531
140;REGIONAL;14/06/21;2021;24;ARS Lisboa e Vale do Tejo;All;147520;121249;15;268784;1682927;888336;191;2571454;860433;888336;1748769;0,456850586;0,241149391;0,23357479;0,241149391;0,474724181
141;REGIONAL;21/06/21;2021;25;ARS Lisboa e Vale do Tejo;All;119986;153191;28;273205;1802913;1041527;219;2844659;841771;1041527;1883298;0,489422215;0,282734914;0,228508767;0,282734914;0,511243681
142;REGIONAL;28/06/21;2021;26;ARS Lisboa e Vale do Tejo;All;130119;165823;19;295961;1933032;1207350;238;3140620;816909;1207350;2024259;0,524744568;0,327749543;0,221759681;0,327749543;0,549509224
143;REGIONAL;05/07/21;2021;27;ARS Lisboa e Vale do Tejo;All;143552;272781;23;416356;2076584;1480131;261;3556976;699358;1480131;2179489;0,563713469;0,401799195;0,189849062;0,401799195;0,591648257
144;REGIONAL;12/07/21;2021;28;ARS Lisboa e Vale do Tejo;All;79988;215244;24;295256;2156572;1695375;285;3852232;602966;1695375;2298341;0,585427164;0,460229744;0,163682305;0,460229744;0,623912049
145;REGIONAL;19/07/21;2021;29;ARS Lisboa e Vale do Tejo;All;57051;185347;16;242414;2213623;1880722;301;4094646;526043;1880722;2406765;0,600914338;0,510544395;0,14280064;0,510544395;0,653345035
146;REGIONAL;04/01/21;2021;1;ARS Norte;All;16549;18;0;16567;29846;21;0;29867;29829;21;29850;0,008383823;5,90E-06;0,008379048;5,89896E-06;0,008384947
147;REGIONAL;11/01/21;2021;2;ARS Norte;All;15150;28;0;15178;44996;49;0;45045;44951;49;45000;0,0126395;1,38E-05;0,012626859;1,37642E-05;0,012640623
148;REGIONAL;18/01/21;2021;3;ARS Norte;All;31961;12724;1;44686;76957;12773;1;89731;64188;12773;76961;0,021617432;0,003587971;0,018030585;0,003587971;0,021618556
149;REGIONAL;25/01/21;2021;4;ARS Norte;All;14245;15676;6;29927;91202;28449;7;119658;62757;28449;91206;0,025618892;0,007991402;0,017628613;0,007991402;0,025620016
150;REGIONAL;01/02/21;2021;5;ARS Norte;All;5549;12210;1;17760;96751;40659;8;137418;56098;40659;96757;0,027177621;0,011421225;0,015758082;0,011421225;0,027179307
151;REGIONAL;08/02/21;2021;6;ARS Norte;All;8809;28640;6;37455;105560;69299;14;174873;36267;69299;105566;0,029652094;0,019466279;0,0101875;0,019466279;0,029653779
152;REGIONAL;15/02/21;2021;7;ARS Norte;All;32909;15087;3;47999;138469;84386;17;222872;54089;84386;138475;0,038896322;0,023704259;0,015193748;0,023704259;0,038898007
153;REGIONAL;22/02/21;2021;8;ARS Norte;All;64701;4264;1;68966;203170;88650;18;291838;114526;88650;203176;0,05707101;0,024902028;0,032170668;0,024902028;0,057072696
