;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;CUMUL_VAC_INIT;CUMUL_VAC_COMPLETE;CUMUL_VAC_LEAST;COVER_1_VAC;COVER;COVER_INIT;COVER_COMPLETE;COVER_LEAST
313;AGES;22/03/21;2021;12;All;50-64 anos;34254;907;0;35161;249562;83977;29;333568;165600;83977;249577;0,114784372;0,038624659;0,076166612;0,038624659;0,114791271
314;AGES;22/03/21;2021;12;All;65-79 anos;52701;2125;0;54826;151940;44544;29;196513;107413;44544;151957;0,093325913;0,027360205;0,065976151;0,027360205;0,093336355
315;AGES;22/03/21;2021;12;All;80 ou mais anos;124540;16893;2;141435;541915;224681;48;766644;317234;224681;541915;0,795074752;0,329642454;0,465432298;0,329642454;0,795074752
316;AGES;22/03/21;2021;12;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
317;AGES;29/03/21;2021;13;All;0-17 anos;10;13;0;23;289;222;0;511;67;222;289;0,000169831;0,000130459;3,94E-05;0,000130459;0,000169831
318;AGES;29/03/21;2021;13;All;18-24 anos;536;76;1;613;21835;11517;6;33358;10325;11517;21842;0,027951483;0,014743175;0,013217269;0,014743175;0,027960444
319;AGES;29/03/21;2021;13;All;25-49 anos;4349;891;1;5241;251774;139363;60;391197;112461;139363;251824;0,075572382;0,041831142;0,033756248;0,041831142;0,07558739
320;AGES;29/03/21;2021;13;All;50-64 anos;7614;698;1;8313;257176;84675;30;341881;172524;84675;257199;0,11828638;0,0389457;0,079351259;0,0389457;0,118296959
321;AGES;29/03/21;2021;13;All;65-79 anos;88148;7275;2;95425;240088;51819;31;291938;188289;51819;240108;0,147468948;0,031828719;0,115652514;0,031828719;0,147481232
322;AGES;29/03/21;2021;13;All;80 ou mais anos;36746;75402;3;112151;578661;300083;51;878795;278578;300083;578661;0,848986928;0,440269077;0,408717851;0,440269077;0,848986928
323;AGES;29/03/21;2021;13;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
324;AGES;05/04/21;2021;14;All;0-17 anos;23;2;0;25;312;224;0;536;88;224;312;0,000183347;0,000131634;5,17E-05;0,000131634;0,000183347
325;AGES;05/04/21;2021;14;All;18-24 anos;755;133;0;888;22590;11650;6;34246;10952;11650;22602;0,028917976;0,014913432;0,014019906;0,014913432;0,028933338
326;AGES;05/04/21;2021;14;All;25-49 anos;8845;1034;0;9879;260619;140397;60;401076;120304;140397;260701;0,078227293;0,042141507;0,0361104;0,042141507;0,078251907
327;AGES;05/04/21;2021;14;All;50-64 anos;15036;831;0;15867;272212;85506;30;357748;186756;85506;272262;0,125202088;0,039327912;0,085897172;0,039327912;0,125225085
328;AGES;05/04/21;2021;14;All;65-79 anos;201321;5239;1;206561;441409;57058;32;498499;384381;57058;441439;0,27112609;0,035046663;0,236097854;0,035046663;0,271144517
329;AGES;05/04/21;2021;14;All;80 ou mais anos;30377;45829;5;76211;609038;345912;56;955006;263126;345912;609038;0,893554776;0,507507446;0,386047331;0,507507446;0,893554776
330;AGES;05/04/21;2021;14;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
331;AGES;12/04/21;2021;15;All;0-17 anos;42;3;0;45;354;227;0;581;127;227;354;0,000208029;0,000133397;7,46E-05;0,000133397;0,000208029
332;AGES;12/04/21;2021;15;All;18-24 anos;4262;76;0;4338;26852;11726;6;38584;15144;11726;26870;0,03437386;0,015010721;0,019386181;0,015010721;0,034396902
333;AGES;12/04/21;2021;15;All;25-49 anos;88854;611;1;89466;349473;141008;61;490542;208548;141008;349556;0,104897674;0,042324904;0,062597683;0,042324904;0,104922587
334;AGES;12/04/21;2021;15;All;50-64 anos;87817;478;0;88295;360029;85984;30;446043;274099;85984;360083;0,165592929;0,039547765;0,126070001;0,039547765;0,165617766
335;AGES;12/04/21;2021;15;All;65-79 anos;233848;3502;2;237352;675257;60560;34;735851;614728;60560;675288;0,41476225;0,037197692;0,3775836;0,037197692;0,414781292
336;AGES;12/04/21;2021;15;All;80 ou mais anos;10533;49478;5;60016;619571;395390;61;1015022;224181;395390;619571;0,909008348;0,580099473;0,328908875;0,580099473;0,909008348
337;AGES;12/04/21;2021;15;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
338;AGES;19/04/21;2021;16;All;0-17 anos;29;7;0;36;383;234;0;617;149;234;383;0,000225071;0,000137511;8,76E-05;0,000137511;0,000225071
339;AGES;19/04/21;2021;16;All;18-24 anos;1280;73;0;1353;28132;11799;6;39937;16351;11799;28150;0,036012417;0,01510417;0,020931289;0,01510417;0,036035459
340;AGES;19/04/21;2021;16;All;25-49 anos;10741;663;1;11405;360214;141671;62;501947;218627;141671;360298;0,108121688;0,04252391;0,065622992;0,04252391;0,108146902
341;AGES;19/04/21;2021;16;All;50-64 anos;14262;1677;2;15941;374291;87661;32;461984;286685;87661;374346;0,17215264;0,04031909;0,131858847;0,04031909;0,172177937
342;AGES;19/04/21;2021;16;All;65-79 anos;175880;13166;3;189049;851137;73726;37;924900;777444;73726;851170;0,5227928;0,045284627;0,477528442;0,045284627;0,522813069
343;AGES;19/04/21;2021;16;All;80 ou mais anos;8431;123149;11;131591;628002;518539;72;1146613;109463;518539;628002;0,921377954;0,760778474;0,160599481;0,760778474;0,921377954
344;AGES;19/04/21;2021;16;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
345;AGES;26/04/21;2021;17;All;0-17 anos;48;23;0;71;431;257;0;688;174;257;431;0,000253278;0,000151027;0,000102251;0,000151027;0,000253278
346;AGES;26/04/21;2021;17;All;18-24 anos;2590;137;0;2727;30722;11936;6;42664;18823;11936;30759;0,039327935;0,015279547;0,024095753;0,015279547;0,0393753
347;AGES;26/04/21;2021;17;All;25-49 anos;10559;787;6;11352;370773;142458;68;513299;228442;142458;370900;0,111291073;0,042760136;0,068569058;0,042760136;0,111329194
348;AGES;26/04/21;2021;17;All;50-64 anos;32757;2853;1;35611;407048;90514;33;497595;316851;90514;407365;0,187219003;0,041631309;0,145733497;0,041631309;0,187364805
349;AGES;26/04/21;2021;17;All;65-79 anos;293204;46284;4;339492;1144341;120010;41;1264392;1025360;120010;1145370;0,702887121;0,07371359;0,629805572;0,07371359;0,703519162
350;AGES;26/04/21;2021;17;All;80 ou mais anos;6154;39764;5;45923;634156;558303;77;1192536;75864;558303;634167;0,930406843;0,819118532;0,11130445;0,819118532;0,930422982
351;AGES;26/04/21;2021;17;All;Desconhecido;1;0;0;1;2;0;0;2;2;0;2;NA;NA;NA;NA;NA
352;AGES;03/05/21;2021;18;All;0-17 anos;102;11;1;114;533;268;1;802;265;268;533;0,000313219;0,000157491;0,000155728;0,000157491;0,000313219
353;AGES;03/05/21;2021;18;All;18-24 anos;1778;775;2;2555;32500;12711;8;45219;19850;12711;32561;0,041603994;0,016271642;0,025410439;0,016271642;0,041682081
354;AGES;03/05/21;2021;18;All;25-49 anos;9781;7760;2;17543;380554;150218;70;530842;230523;150218;380741;0,114226934;0,045089374;0,06919369;0,045089374;0,114283064
355;AGES;03/05/21;2021;18;All;50-64 anos;151189;14473;5;165667;558237;104987;38;663262;459210;104987;564197;0,256757372;0,048288068;0,211210566;0,048288068;0,259498634
356;AGES;03/05/21;2021;18;All;65-79 anos;202298;163898;9;366205;1346639;283908;50;1630597;1070279;283908;1354187;0,827144365;0,174384451;0,657396112;0,174384451;0,831780563
357;AGES;03/05/21;2021;18;All;80 ou mais anos;5101;31764;4;36869;639257;590067;81;1229405;49348;590067;639415;0,937890814;0,865721328;0,072401297;0,865721328;0,938122625
358;AGES;03/05/21;2021;18;All;Desconhecido;0;0;0;0;2;0;0;2;2;0;2;NA;NA;NA;NA;NA
359;AGES;10/05/21;2021;19;All;0-17 anos;151;36;0;187;684;304;1;989;380;304;684;0,000401954;0,000178646;0,000223308;0,000178646;0,000401954
360;AGES;10/05/21;2021;19;All;18-24 anos;2175;5339;2;7516;34675;18050;10;52735;16698;18050;34748;0,044388261;0,023106218;0,021375492;0,023106218;0,04448171
361;AGES;10/05/21;2021;19;All;25-49 anos;24647;99773;5;124425;405201;249991;75;655267;155478;249991;405469;0,121624968;0,075037197;0,046668213;0,075037197;0,121705411
362;AGES;10/05/21;2021;19;All;50-64 anos;166427;109323;8;275758;724664;214310;46;939020;526009;214310;740319;0,333304357;0,09857045;0,241934319;0,09857045;0,340504769
363;AGES;10/05/21;2021;19;All;65-79 anos;91506;80125;6;171637;1438145;364033;56;1802234;1089474;364033;1453507;0,883349979;0,223599528;0,669186233;0,223599528;0,892785761
364;AGES;10/05/21;2021;19;All;80 ou mais anos;3780;9977;2;13759;643037;600044;83;1243164;43352;600044;643396;0,94343667;0,88035916;0,06360422;0,88035916;0,94396338
365;AGES;10/05/21;2021;19;All;Desconhecido;0;0;0;0;2;0;0;2;2;0;2;NA;NA;NA;NA;NA
366;AGES;17/05/21;2021;20;All;0-17 anos;303;23;0;326;987;327;1;1315;660;327;987;0,000580013;0,000192162;0,00038785;0,000192162;0,000580013
367;AGES;17/05/21;2021;20;All;18-24 anos;2017;2383;2;4402;36692;20433;12;57137;16334;20433;36767;0,046970269;0,026156751;0,020909527;0,026156751;0,047066278
368;AGES;17/05/21;2021;20;All;25-49 anos;31999;21555;3;53557;437200;271546;78;708824;166031;271546;437577;0,131229775;0,081507137;0,049835798;0,081507137;0,131342935
369;AGES;17/05/21;2021;20;All;50-64 anos;224545;75331;5;299881;949209;289641;51;1238901;693411;289641;983052;0,436582327;0,133218439;0,318929749;0,133218439;0,452148188
370;AGES;17/05/21;2021;20;All;65-79 anos;41235;111548;9;152792;1479380;475581;65;1955026;1024328;475581;1499909;0,908677701;0,292115514;0,629171688;0,292115514;0,921287202
371;AGES;17/05/21;2021;20;All;80 ou mais anos;4746;8362;1;13109;647783;608406;84;1256273;40170;608406;648576;0,9503998;0,892627533;0,058935724;0,892627533;0,951563257
372;AGES;17/05/21;2021;20;All;Desconhecido;0;0;0;0;2;0;0;2;2;0;2;NA;NA;NA;NA;NA
373;AGES;24/05/21;2021;21;All;0-17 anos;277;37;0;314;1264;364;1;1629;900;364;1264;0,000742792;0,000213905;0,000528887;0,000213905;0,000742792
374;AGES;24/05/21;2021;21;All;18-24 anos;2181;3177;5;5363;38873;23610;17;62500;15352;23610;38962;0,049762217;0,030223701;0,019652447;0,030223701;0,049876148
375;AGES;24/05/21;2021;21;All;25-49 anos;25687;17988;32;43707;462887;289534;110;752531;173979;289534;463513;0,138939974;0,086906408;0,052221466;0,086906408;0,139127874
376;AGES;24/05/21;2021;21;All;50-64 anos;175056;98066;42;273164;1124265;387707;93;1512065;814380;387707;1202087;0,517098162;0,17832324;0,374568631;0,17832324;0,552891871
377;AGES;24/05/21;2021;21;All;65-79 anos;23575;202305;22;225902;1502955;677886;87;2180928;850213;677886;1528099;0,923158143;0,416377058;0,522225252;0,416377058;0,93860231
378;AGES;24/05/21;2021;21;All;80 ou mais anos;4447;6342;0;10789;652230;614748;84;1267062;38749;614748;653497;0,956924251;0,901932247;0,056850893;0,901932247;0,958783139
379;AGES;24/05/21;2021;21;All;Desconhecido;0;1;0;1;2;1;0;3;1;1;2;NA;NA;NA;NA;NA
380;AGES;31/05/21;2021;22;All;0-17 anos;265;102;0;367;1529;466;1;1996;1063;466;1529;0,00089852;0,000273846;0,000624674;0,000273846;0,00089852
381;AGES;31/05/21;2021;22;All;18-24 anos;2209;2527;2;4738;41082;26137;19;67238;15038;26137;41175;0,052590009;0,033458572;0,019250488;0,033458572;0,05270906
382;AGES;31/05/21;2021;22;All;25-49 anos;41811;23246;17;65074;504698;312780;127;817605;192879;312780;505659;0,151489947;0,093883918;0,057894482;0,093883918;0,151778401
383;AGES;31/05/21;2021;22;All;50-64 anos;163481;168170;15;331666;1287746;555877;108;1843731;859474;555877;1415351;0,592290154;0,255671906;0,395309314;0,255671906;0,65098122
384;AGES;31/05/21;2021;22;All;65-79 anos;18597;137214;25;155836;1521552;815100;112;2336764;737267;815100;1552367;0,934580955;0,500657839;0,452850574;0,500657839;0,953508413
385;AGES;31/05/21;2021;22;All;80 ou mais anos;3046;6027;4;9077;655276;620775;88;1276139;36367;620775;657142;0,961393213;0,910774806;0,053356123;0,910774806;0,964130929
386;AGES;31/05/21;2021;22;All;Desconhecido;0;0;0;0;2;1;0;3;1;1;2;NA;NA;NA;NA;NA
387;AGES;07/06/21;2021;23;All;0-17 anos;380;151;0;531;1909;617;1;2527;1293;617;1910;0,001121828;0,000362581;0,000759834;0,000362581;0,001122416
388;AGES;07/06/21;2021;23;All;18-24 anos;2711;2812;0;5523;43793;28949;19;72761;14957;28949;43906;0,056060422;0,037058278;0,019146798;0,037058278;0,056205076
389;AGES;07/06/21;2021;23;All;25-49 anos;127185;31465;8;158658;631883;344245;135;976263;290642;344245;634887;0,189665745;0,10332844;0,087238985;0,10332844;0,190567425
390;AGES;07/06/21;2021;23;All;50-64 anos;209459;138683;16;348158;1497205;694560;124;2191889;953719;694560;1648279;0,68862942;0,319458224;0,438656671;0,319458224;0,758114895
391;AGES;07/06/21;2021;23;All;65-79 anos;16043;71433;7;87483;1537595;886533;119;2424247;683989;886533;1570522;0,944435026;0,54453404;0,420125696;0,54453404;0,964659736
392;AGES;07/06/21;2021;23;All;80 ou mais anos;2751;4814;1;7566;658027;625589;89;1283705;34686;625589;660275;0,965429364;0,917837703;0,050889831;0,917837703;0,968727534
393;AGES;07/06/21;2021;23;All;Desconhecido;0;0;0;0;2;1;0;3;1;1;2;NA;NA;NA;NA;NA
394;AGES;07/06/21;2021;23;All;NA;1;0;0;1;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
395;AGES;14/06/21;2021;24;All;0-17 anos;553;323;0;876;2462;940;1;3403;1525;940;2465;0,0014468;0,000552393;0,00089617;0,000552393;0,001448563
396;AGES;14/06/21;2021;24;All;18-24 anos;2750;4426;3;7179;46543;33375;22;79940;13542;33375;46917;0,05958076;0,042724102;0,017335424;0,042724102;0,060059526
397;AGES;14/06/21;2021;24;All;25-49 anos;239347;84580;13;323940;871230;428825;148;1300203;462526;428825;891351;0,261508044;0,128715938;0,138831617;0,128715938;0,267547555
398;AGES;14/06/21;2021;24;All;50-64 anos;86029;230341;23;316393;1583234;924901;147;2508282;825868;924901;1750769;0,728197882;0,425402025;0,379852459;0,425402025;0,805254484
399;AGES;14/06/21;2021;24;All;65-79 anos;10867;62370;5;73242;1548462;948903;124;2497489;633845;948903;1582748;0,95110985;0,582843486;0,38932581;0,582843486;0,972169296
400;AGES;14/06/21;2021;24;All;80 ou mais anos;2625;4740;0;7365;660652;630329;89;1291070;32844;630329;663173;0,969280653;0,92479203;0,048187327;0,92479203;0,972979357
401;AGES;14/06/21;2021;24;All;Desconhecido;0;0;0;0;2;1;0;3;1;1;2;NA;NA;NA;NA;NA
402;AGES;14/06/21;2021;24;All;NA;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
403;AGES;21/06/21;2021;25;All;0-17 anos;381;274;1;656;2843;1214;2;4059;1638;1214;2852;0,001670695;0,00071341;0,000962574;0,00071341;0,001675984
404;AGES;21/06/21;2021;25;All;18-24 anos;2458;2730;1;5189;49001;36105;23;85129;13627;36105;49732;0,062727302;0,046218837;0,017444235;0,046218837;0,063663072
405;AGES;21/06/21;2021;25;All;25-49 anos;271957;54990;11;326958;1143187;483815;159;1627161;704284;483815;1188099;0,343138547;0,145221714;0,2113976;0,145221714;0,356619314
406;AGES;21/06/21;2021;25;All;50-64 anos;86356;183253;20;269629;1669590;1108154;167;2777911;744978;1108154;1853132;0,767916747;0,509688016;0,342647645;0,509688016;0,852335661
407;AGES;21/06/21;2021;25;All;65-79 anos;10293;96880;11;107184;1558755;1045783;135;2604673;549163;1045783;1594946;0,957432106;0,642349965;0,337311693;0,642349965;0,979661658
408;AGES;21/06/21;2021;25;All;80 ou mais anos;3402;4761;3;8166;664054;635090;92;1299236;31932;635090;667022;0,974271923;0,931777168;0,046849279;0,931777168;0,978626447
409;AGES;21/06/21;2021;25;All;Desconhecido;0;0;0;0;2;1;0;3;1;1;2;NA;NA;NA;NA;NA
410;AGES;21/06/21;2021;25;All;NA;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
411;AGES;28/06/21;2021;26;All;0-17 anos;173;268;0;441;3016;1482;2;4500;1543;1482;3025;0,001772359;0,0008709;0,000906747;0,0008709;0,001777648
412;AGES;28/06/21;2021;26;All;18-24 anos;1759;2576;1;4336;50760;38681;24;89465;12896;38681;51577;0,064979038;0,049516434;0,016508465;0,049516434;0,066024898
413;AGES;28/06/21;2021;26;All;25-49 anos;313253;58311;17;371581;1456440;542126;176;1998742;973551;542126;1515677;0,43716444;0,162724321;0,292220674;0,162724321;0,454944994
414;AGES;28/06/21;2021;26;All;50-64 anos;59014;178124;18;237156;1728604;1286278;185;3015067;632674;1286278;1918952;0,795059841;0,591614958;0,290994172;0,591614958;0,88260913
415;AGES;28/06/21;2021;26;All;65-79 anos;9032;181795;13;190840;1567787;1227578;148;2795513;377778;1227578;1605356;0,96297982;0,754013678;0,232042102;0,754013678;0,986055779
416;AGES;28/06/21;2021;26;All;80 ou mais anos;3256;5395;1;8652;667310;640485;93;1307888;30215;640485;670700;0,979048988;0,939692484;0,044330169;0,939692484;0,984022653
417;AGES;28/06/21;2021;26;All;Desconhecido;1;0;0;1;3;1;0;4;2;1;3;NA;NA;NA;NA;NA
418;AGES;28/06/21;2021;26;All;NA;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
419;AGES;05/07/21;2021;27;All;0-17 anos;385;643;0;1028;3401;2125;2;5528;1285;2125;3410;0,001998605;0,001248761;0,000755133;0,001248761;0,002003894
420;AGES;05/07/21;2021;27;All;18-24 anos;11448;4790;5;16243;62208;43471;29;105708;20988;43471;64459;0,079633885;0,055648222;0,026867219;0,055648222;0,082515441
421;AGES;05/07/21;2021;27;All;25-49 anos;366003;145572;11;511586;1822443;687698;187;2510328;1221793;687698;1909491;0,547023753;0,206419153;0,366732892;0,206419153;0,573152045
422;AGES;05/07/21;2021;27;All;50-64 anos;41151;256949;28;298128;1769755;1543227;213;3313195;423796;1543227;1967023;0,813986968;0,70979693;0,194922134;0,70979693;0,904719064
423;AGES;05/07/21;2021;27;All;65-79 anos;8126;203372;22;211520;1575913;1430950;170;3007033;183618;1430950;1614568;0,967971043;0,878930603;0,112783451;0,878930603;0,991714054
424;AGES;05/07/21;2021;27;All;80 ou mais anos;2673;5228;1;7902;669983;645713;94;1315790;27998;645713;673711;0,982970701;0,947362784;0,041077481;0,947362784;0,988440265
425;AGES;05/07/21;2021;27;All;Desconhecido;0;1;0;1;3;2;0;5;1;2;3;NA;NA;NA;NA;NA
426;AGES;05/07/21;2021;27;All;NA;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
427;AGES;12/07/21;2021;28;All;0-17 anos;221;289;0;510;3622;2414;2;6038;1231;2414;3645;0,002128476;0,001418592;0,0007234;0,001418592;0,002141992
428;AGES;12/07/21;2021;28;All;18-24 anos;13856;7608;3;21467;76064;51079;32;127175;33281;51079;84360;0,097371268;0,065387397;0,04260377;0,065387397;0,107991167
429;AGES;12/07/21;2021;28;All;25-49 anos;206372;313410;39;519821;2028815;1001108;226;3030149;1209509;1001108;2210617;0,608968288;0,300492172;0,363045731;0,300492172;0,663537903
430;AGES;12/07/21;2021;28;All;50-64 anos;15262;133698;13;148973;1785017;1676925;226;3462168;316405;1676925;1993330;0,821006623;0,771290431;0,145528362;0,771290431;0,916818793
431;AGES;12/07/21;2021;28;All;65-79 anos;5467;57528;7;63002;1581380;1488478;177;3070035;133824;1488478;1622302;0,971329031;0,914265954;0,082198546;0,914265954;0,996464499
432;AGES;12/07/21;2021;28;All;80 ou mais anos;2088;3530;2;5620;672071;649243;96;1321410;27054;649243;676297;0,986034126;0,952541851;0,039692484;0,952541851;0,992234334
434;AGES;12/07/21;2021;28;All;NA;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
435;AGES;19/07/21;2021;29;All;0-17 anos;216;233;0;449;3838;2647;2;6487;1225;2647;3872;0,002255409;0,001555515;0,000719874;0,001555515;0,002275389
436;AGES;19/07/21;2021;29;All;18-24 anos;19235;19289;0;38524;95299;70368;32;165699;50355;70368;120723;0,121994431;0,090079688;0,064460588;0,090079688;0,154540276
437;AGES;19/07/21;2021;29;All;25-49 anos;102883;341248;23;444154;2131698;1342356;249;3474303;1064286;1342356;2406642;0,639849608;0,402921033;0,319455655;0,402921033;0,722376688
438;AGES;19/07/21;2021;29;All;50-64 anos;10857;114495;22;125374;1795874;1791420;248;3587542;231152;1791420;2022572;0,826000227;0,82395164;0,106316815;0,82395164;0,930268455
439;AGES;19/07/21;2021;29;All;65-79 anos;7128;42339;7;49474;1588508;1530817;184;3119509;101332;1530817;1632149;0,975707254;0,940271784;0,062241026;0,940271784;1,00000000
440;AGES;19/07/21;2021;29;All;80 ou mais anos;2191;3079;1;5271;674262;652322;97;1326681;26763;652322;679085;0,989248669;0,957059229;0,039265541;0,957059229;0,99632477
442;AGES;19/07/21;2021;29;All;NA;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
443;GENERAL;04/01/21;2021;1;All;All;48342;49;0;48391;83844;53;0;83897;83796;53;83849;0,008141576;5,15E-06;0,008136915;5,15E-06;0,008142061
444;GENERAL;11/01/21;2021;2;All;All;49472;1168;1;50641;133316;1221;1;134538;132100;1221;133321;0,012945498;0,000118564;0,01282742;0,000118564;0,012945983
445;GENERAL;18/01/21;2021;3;All;All;121663;32628;10;154301;254979;33849;11;288839;221135;33849;254984;0,024759445;0,003286868;0,021473062;0,003286868;0,02475993
446;GENERAL;25/01/21;2021;4;All;All;41476;45580;68;87124;296455;79429;79;375963;217032;79429;296461;0,028786924;0,007712862;0,021074645;0,007712862;0,028787507
447;GENERAL;01/02/21;2021;5;All;All;23695;37448;2;61145;320150;116877;81;437108;203283;116877;320160;0,0310878;0,011349208;0,019739564;0,011349208;0,031088771
448;GENERAL;08/02/21;2021;6;All;All;40702;99136;11;139849;360852;216013;92;576957;144849;216013;360862;0,035040121;0,020975696;0,014065397;0,020975696;0,035041092
449;GENERAL;15/02/21;2021;7;All;All;103253;50055;14;153322;464105;266068;106;730279;198047;266068;464115;0,045066386;0,025836229;0,019231128;0,025836229;0,045067357
450;GENERAL;22/02/21;2021;8;All;All;176663;20552;16;197231;640768;286620;122;927510;354158;286620;640778;0,062221045;0,027831908;0,034390108;0,027831908;0,062222016
451;GENERAL;01/03/21;2021;9;All;All;138689;33461;13;172163;779457;320081;135;1099673;459399;320081;779480;0,075688282;0,0310811;0,044609415;0,0310811;0,075690515
452;GENERAL;08/03/21;2021;10;All;All;95158;51854;13;147025;874615;371935;148;1246698;502723;371935;874658;0,084928491;0,036116323;0,048816343;0,036116323;0,084932666
453;GENERAL;15/03/21;2021;11;All;All;81308;109977;19;191304;955923;481912;167;1438002;474068;481912;955980;0,092823811;0,046795514;0,046033832;0,046795514;0,092829346
454;GENERAL;22/03/21;2021;12;All;All;256498;21412;3;277913;1212421;503324;170;1715915;709166;503324;1212490;0,117730757;0,048874702;0,068862755;0,048874702;0,117737457
455;GENERAL;29/03/21;2021;13;All;All;137403;84355;8;221766;1349824;587679;178;1937681;762245;587679;1349924;0,131073118;0,057065898;0,07401693;0,057065898;0,131082828
456;GENERAL;05/04/21;2021;14;All;All;256357;53068;6;309431;1606181;640747;184;2247112;965608;640747;1606355;0,155966372;0,062219006;0,093764262;0,062219006;0,155983268
457;GENERAL;12/04/21;2021;15;All;All;425356;54148;8;479512;2031537;694895;192;2726624;1336828;694895;2031723;0,19727008;0,067476985;0,129811156;0,067476985;0,197288142
458;GENERAL;19/04/21;2021;16;All;All;210623;138735;17;349375;2242160;833630;209;3075999;1408720;833630;2242350;0,217722386;0,080948689;0,136792147;0,080948689;0,217740836
459;GENERAL;26/04/21;2021;17;All;All;345313;89848;16;435177;2587473;923478;225;3511176;1665516;923478;2588994;0,251253611;0,089673277;0,161728029;0,089673277;0,251401306
460;GENERAL;03/05/21;2021;18;All;All;370249;218681;23;588953;2957722;1142159;248;4100129;1829477;1142159;2971636;0,287206217;0,110908045;0,177649275;0,110908045;0,28855732
461;GENERAL;10/05/21;2021;19;All;All;288686;304573;23;593282;3246408;1446732;271;4693411;1831393;1446732;3278125;0,315238741;0,140483259;0,177835326;0,140483259;0,318318585
462;GENERAL;17/05/21;2021;20;All;All;304845;219202;20;524067;3551253;1665934;291;5217478;1940936;1665934;3606870;0,344840367;0,161768619;0,188472374;0,161768619;0,350240992
463;GENERAL;24/05/21;2021;21;All;All;231223;327916;101;559240;3782476;1993850;392;5776718;1893574;1993850;3887424;0,367293012;0,193610527;0,183873341;0,193610527;0,377483868
464;GENERAL;31/05/21;2021;22;All;All;229409;337286;63;566758;4011885;2331136;455;6343476;1842089;2331136;4173225;0,389569511;0,226362299;0,178873949;0,226362299;0,405236248
465;GENERAL;07/06/21;2021;23;All;All;358530;249358;32;607920;4370415;2580494;487;6951396;1979288;2580494;4559782;0,424384158;0,250575923;0,192196501;0,250575923;0,442772424
466;GENERAL;14/06/21;2021;24;All;All;342171;386780;44;728995;4712586;2967274;531;7680391;1970152;2967274;4937426;0,457610282;0,288133753;0,19130936;0,288133753;0,479443113
467;GENERAL;21/06/21;2021;25;All;All;374847;342888;47;717782;5087433;3310162;578;8398173;2045624;3310162;5355786;0,494009372;0,321429501;0,198637982;0,321429501;0,520067483
468;GENERAL;28/06/21;2021;26;All;All;386488;426469;50;813007;5473921;3736631;628;9211180;2028660;3736631;5765291;0,531538848;0,362841286;0,196990713;0,362841286;0,559831999
469;GENERAL;05/07/21;2021;27;All;All;429786;616555;67;1046408;5903707;4353186;695;10257588;1879480;4353186;6232666;0,573272726;0,422711155;0,182504759;0,422711155;0,605215914
470;GENERAL;12/07/21;2021;28;All;All;243266;516066;64;759396;6146973;4869252;759;11016984;1721303;4869252;6590555;0,596894793;0,472823155;0,167145162;0,472823155;0,639968317
471;GENERAL;19/07/21;2021;29;All;All;142510;520683;53;663246;6289483;5389935;812;11680230;1475112;5389935;6865047;0,610733064;0,523383483;0,143239066;0,523383483;0,666622549
