;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;CUMUL_VAC_INIT;CUMUL_VAC_COMPLETE;CUMUL_VAC_LEAST;COVER_1_VAC;COVER;COVER_INIT;COVER_COMPLETE;COVER_LEAST
314;AGES;01/03/21;2021;9;All;18-24 anos;910;1029;1;1940;16711;10330;3;27044;6384;10330;16714;0,021392134;0,013223669;0,008172305;0,013223669;0,021395974
315;AGES;01/03/21;2021;9;All;25-49 anos;7505;9958;4;17467;186086;128135;38;314259;57973;128135;186108;0,055855498;0,03846095;0,017401152;0,03846095;0,055862102
316;AGES;01/03/21;2021;9;All;50-64 anos;30100;5964;4;36068;189396;76625;22;266043;112777;76625;189402;0,087111423;0,035243156;0,051871026;0,035243156;0,087114182
317;AGES;01/03/21;2021;9;All;65-79 anos;13215;3778;2;16995;65799;32208;21;98028;33596;32208;65804;0,040415636;0,019783079;0,020635628;0,019783079;0,040418707
318;AGES;01/03/21;2021;9;All;80 ou mais anos;87174;12743;2;99919;322605;72970;36;395611;249635;72970;322605;0,473312402;0,107058496;0,366253906;0,107058496;0,473312402
319;AGES;01/03/21;2021;9;All;Desconhecido;0;0;0;0;2;0;0;2;2;0;2;NA;NA;NA;NA;NA
320;AGES;08/03/21;2021;10;All;0-17 anos;16;25;0;41;258;178;0;436;80;178;258;0,000151614;0,000104602;4,70E-05;0,000104602;0,000151614
321;AGES;08/03/21;2021;10;All;18-24 anos;1340;642;1;1983;18051;10972;4;29027;7085;10972;18057;0,023107498;0,014045508;0,009069671;0,014045508;0,023115179
322;AGES;08/03/21;2021;10;All;25-49 anos;16207;6176;7;22390;202293;134311;45;336649;68017;134311;202328;0,060720185;0,040314735;0,020415955;0,040314735;0,060730691
323;AGES;08/03/21;2021;10;All;50-64 anos;22115;4275;1;26391;211511;80900;23;292434;130625;80900;211525;0,097283069;0,037209414;0,060080095;0,037209414;0,097289508
324;AGES;08/03/21;2021;10;All;65-79 anos;15810;3545;0;19355;81609;35753;21;117383;45871;35753;81624;0,050126593;0,02196052;0,028175286;0,02196052;0,050135806
325;AGES;08/03/21;2021;10;All;80 ou mais anos;40123;37264;0;77387;362728;110234;36;472998;252494;110234;362728;0,532179169;0,161730659;0,37044851;0,161730659;0,532179169
326;AGES;08/03/21;2021;10;All;Desconhecido;0;0;0;0;2;0;0;2;2;0;2;NA;NA;NA;NA;NA
327;AGES;15/03/21;2021;11;All;0-17 anos;4;23;0;27;262;201;0;463;61;201;262;0,000153965;0,000118118;3,58E-05;0,000118118;0,000153965
328;AGES;15/03/21;2021;11;All;18-24 anos;263;388;1;652;18314;11360;5;29679;6961;11360;18321;0,023444171;0,014542196;0,008910935;0,014542196;0,023453132
329;AGES;15/03/21;2021;11;All;25-49 anos;4536;3182;1;7719;206829;137493;46;344368;69378;137493;206871;0,062081709;0,041269843;0,020824472;0,041269843;0,062094316
330;AGES;15/03/21;2021;11;All;50-64 anos;4427;2296;2;6725;215938;83196;25;299159;132765;83196;215961;0,099319238;0,038265443;0,061064373;0,038265443;0,099329817
331;AGES;15/03/21;2021;11;All;65-79 anos;18062;6813;4;24879;99671;42566;25;142262;57125;42566;99691;0,061220792;0,02614526;0,035087816;0,02614526;0,061233076
332;AGES;15/03/21;2021;11;All;80 ou mais anos;54357;97355;8;151720;417085;207589;44;624718;209496;207589;417085;0,611929459;0,304565795;0,307363664;0,304565795;0,611929459
333;AGES;15/03/21;2021;11;All;Desconhecido;0;0;0;0;2;0;0;2;2;0;2;NA;NA;NA;NA;NA
334;AGES;22/03/21;2021;12;All;0-17 anos;29;11;0;40;291;212;0;503;79;212;291;0,000171007;0,000124582;4,64E-05;0,000124582;0,000171007
335;AGES;22/03/21;2021;12;All;18-24 anos;3139;144;0;3283;21453;11504;5;32962;9957;11504;21461;0,027462476;0,014726534;0,012746184;0,014726534;0,027472717
336;AGES;22/03/21;2021;12;All;25-49 anos;42055;1494;1;43550;248884;138987;47;387918;109944;138987;248931;0,074704921;0,041718282;0,033000746;0,041718282;0,074719028
337;AGES;22/03/21;2021;12;All;50-64 anos;34431;951;1;35383;250369;84147;26;334542;166252;84147;250399;0,115155546;0,038702849;0,076466495;0,038702849;0,115169344
338;AGES;22/03/21;2021;12;All;65-79 anos;52734;2164;0;54898;152405;44730;25;197160;107703;44730;152433;0,09361153;0,027474451;0,066154277;0,027474451;0,093628728
339;AGES;22/03/21;2021;12;All;80 ou mais anos;124533;16883;1;141417;541618;224472;45;766135;317146;224472;541618;0,794639006;0,329335818;0,465303188;0,329335818;0,794639006
340;AGES;22/03/21;2021;12;All;Desconhecido;0;0;0;0;2;0;0;2;2;0;2;NA;NA;NA;NA;NA
341;AGES;29/03/21;2021;13;All;0-17 anos;16;14;0;30;307;226;0;533;81;226;307;0,000180409;0,000132809;4,76E-05;0,000132809;0,000180409
342;AGES;29/03/21;2021;13;All;18-24 anos;551;87;0;638;22004;11591;5;33600;10423;11591;22014;0,028167824;0,014837904;0,013342721;0,014837904;0,028180625
343;AGES;29/03/21;2021;13;All;25-49 anos;4465;1008;1;5474;253349;139995;48;393392;113424;139995;253419;0,076045133;0,042020842;0,034045302;0,042020842;0,076066144
344;AGES;29/03/21;2021;13;All;50-64 anos;7672;729;1;8402;258041;84876;27;342944;173206;84876;258082;0,118684231;0,039038148;0,07966494;0,039038148;0,118703089
345;AGES;29/03/21;2021;13;All;65-79 anos;88173;7326;0;95499;240578;52056;25;292659;188557;52056;240613;0,14776992;0,031974291;0,115817127;0,031974291;0,147791418
346;AGES;29/03/21;2021;13;All;80 ou mais anos;36733;75380;1;112114;578351;299852;46;878249;278500;299852;578352;0,848532109;0,439930163;0,408603413;0,439930163;0,848533576
347;AGES;29/03/21;2021;13;All;Desconhecido;0;0;0;0;2;0;0;2;2;0;2;NA;NA;NA;NA;NA
348;AGES;05/04/21;2021;14;All;0-17 anos;28;2;0;30;335;228;0;563;107;228;335;0,000196863;0,000133985;6,29E-05;0,000133985;0,000196863
349;AGES;05/04/21;2021;14;All;18-24 anos;779;152;0;931;22783;11743;5;34531;11062;11743;22805;0,02916504;0,015032483;0,014160719;0,015032483;0,029193203
350;AGES;05/04/21;2021;14;All;25-49 anos;9008;1164;0;10172;262357;141159;48;403564;121322;141159;262481;0,078748971;0,042370228;0,036415962;0,042370228;0,078786191
351;AGES;05/04/21;2021;14;All;50-64 anos;15107;890;0;15997;273148;85766;27;358941;187455;85766;273221;0,125632595;0,039447498;0,086218673;0,039447498;0,12566617
