;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;COVER_1_VAC;COVER;RECEIVED;DISTRIBUTED
24;REGIONAL;29/03/2021;2021;13;ARS Centro;All;24003;16554;3;40560;276541;127847;18;404406;0,170075357;0,078627126;NA;NA
25;REGIONAL;08/02/2021;2021;6;ARS Lisboa e Vale do Tejo;All;14266;30210;1;44477;114129;60641;2;174772;0,03090888;0,016423042;NA;NA
26;REGIONAL;15/02/2021;2021;7;ARS Lisboa e Vale do Tejo;All;32656;18962;2;51620;146785;79603;4;226392;0,039752911;0,021558408;NA;NA
27;REGIONAL;22/02/2021;2021;8;ARS Lisboa e Vale do Tejo;All;48885;6607;0;55492;195670;86210;4;281884;0,052992146;0,023347743;NA;NA
28;REGIONAL;01/03/2021;2021;9;ARS Lisboa e Vale do Tejo;All;44562;12541;1;57104;240232;98751;5;338988;0,065060608;0,026744148;NA;NA
29;REGIONAL;08/03/2021;2021;10;ARS Lisboa e Vale do Tejo;All;32680;16319;0;48999;272912;115070;5;387987;0,073911138;0,031163726;NA;NA
30;REGIONAL;15/03/2021;2021;11;ARS Lisboa e Vale do Tejo;All;25355;28746;1;54102;298267;143816;6;442089;0,080777883;0,038948834;NA;NA
31;REGIONAL;22/03/2021;2021;12;ARS Lisboa e Vale do Tejo;All;87926;7386;0;95312;386193;151202;6;537401;0,10459036;0,040949141;NA;NA
32;REGIONAL;29/03/2021;2021;13;ARS Lisboa e Vale do Tejo;All;44726;23626;5;68357;430919;174828;11;605758;0,116703237;0,04734763;NA;NA
33;REGIONAL;08/02/2021;2021;6;ARS Norte;All;8460;28514;6;36980;104793;68692;7;173492;0,029309956;0,019212729;NA;NA
34;REGIONAL;15/02/2021;2021;7;ARS Norte;All;32750;14908;3;47661;137543;83600;10;221153;0,038469929;0,023382405;NA;NA
35;REGIONAL;22/02/2021;2021;8;ARS Norte;All;64297;4207;1;68505;201840;87807;11;289658;0,056453404;0,024559077;NA;NA
36;REGIONAL;01/03/2021;2021;9;ARS Norte;All;47610;6544;0;54154;249450;94351;11;343812;0,069769627;0,026389393;NA;NA
37;REGIONAL;08/03/2021;2021;10;ARS Norte;All;25038;13630;0;38668;274488;107981;11;382480;0,076772602;0,03020162;NA;NA
38;REGIONAL;15/03/2021;2021;11;ARS Norte;All;26367;42041;5;68413;300855;150022;16;450893;0,084147289;0,041960229;NA;NA
39;REGIONAL;22/03/2021;2021;12;ARS Norte;All;88067;2161;0;90228;388922;152183;16;541121;0,108779086;0,042564647;NA;NA
40;REGIONAL;29/03/2021;2021;13;ARS Norte;All;53409;32342;1;85752;442331;184525;17;626873;0,123717254;0,051610505;NA;NA
41;REGIONAL;08/02/2021;2021;6;Outro;All;68;119;0;187;686;439;1;1126;NA;NA;NA;NA
42;REGIONAL;15/02/2021;2021;7;Outro;All;146;106;1;253;832;545;2;1379;NA;NA;NA;NA
43;REGIONAL;22/02/2021;2021;8;Outro;All;73;19;0;92;905;564;2;1471;NA;NA;NA;NA
44;REGIONAL;01/03/2021;2021;9;Outro;All;55;40;0;95;960;604;2;1566;NA;NA;NA;NA
45;REGIONAL;08/03/2021;2021;10;Outro;All;277;13;0;290;1237;617;2;1856;NA;NA;NA;NA
46;REGIONAL;15/03/2021;2021;11;Outro;All;18;26;0;44;1255;643;2;1900;NA;NA;NA;NA
47;REGIONAL;22/03/2021;2021;12;Outro;All;309;4;0;313;1564;647;2;2213;NA;NA;NA;NA
48;REGIONAL;29/03/2021;2021;13;Outro;All;317;10;0;327;1881;657;2;2540;NA;NA;NA;NA
49;REGIONAL;08/02/2021;2021;6;RA_Madeira;All;3158;1085;0;4243;10990;4773;0;15763;0,043224492;0,018772566;NA;NA
50;REGIONAL;15/02/2021;2021;7;RA_Madeira;All;2494;638;0;3132;13484;5411;0;18895;0,053033581;0,021281868;NA;NA
51;REGIONAL;22/02/2021;2021;8;RA_Madeira;All;2255;2155;0;4410;15739;7566;0;23305;0,061902664;0,029757644;NA;NA
52;REGIONAL;01/03/2021;2021;9;RA_Madeira;All;1431;3116;0;4547;17170;10682;0;27852;0,067530894;0,042013105;NA;NA
53;REGIONAL;08/03/2021;2021;10;RA_Madeira;All;4881;2400;0;7281;22051;13082;0;35133;0,086728232;0,051452485;NA;NA
54;REGIONAL;15/03/2021;2021;11;RA_Madeira;All;3102;2347;0;5449;25153;15429;0;40582;0,09892863;0,060683411;NA;NA
55;REGIONAL;22/03/2021;2021;12;RA_Madeira;All;5273;182;0;5455;30426;15611;0;46037;0,119667734;0,061399231;NA;NA
56;REGIONAL;29/03/2021;2021;13;RA_Madeira;All;1204;1260;0;2464;31630;16871;0;48501;0,124403156;0,066354905;NA;NA
57;REGIONAL;15/03/2021;2021;11;RA_Acores;All;2029;1238;0;3267;13845;8376;0;22221;0,05702318;0,034498097;NA;NA
58;REGIONAL;22/03/2021;2021;12;RA_Acores;All;3182;611;0;3793;17367;9316;0;26683;0,071529185;0,03836966;NA;NA
59;REGIONAL;29/03/2021;2021;13;RA_Acores;All;1849;729;1;2579;19711;10298;2;30011;0,08118338;0,042414208;NA;NA
60;AGES;08/02/2021;2021;6;All;0-17 anos;30;67;0;97;163;72;0;235;9,49E-05;4,19E-05;NA;NA
61;AGES;08/02/2021;2021;6;All;18-24 anos;1385;3029;0;4414;11707;6554;0;18261;0,015092155;0,008449132;NA;NA
62;AGES;08/02/2021;2021;6;All;25-49 anos;13015;30607;5;43627;139348;88518;10;227876;0,041464561;0,026339524;NA;NA
63;AGES;08/02/2021;2021;6;All;50-64 anos;6530;22099;2;28631;81960;50962;4;132926;0,037907923;0,02357081;NA;NA
64;AGES;08/02/2021;2021;6;All;65-79 anos;3507;11399;3;14909;34481;18058;3;52542;0,021489367;0,011254169;NA;NA
65;AGES;08/02/2021;2021;6;All;80 ou mais anos;14633;31432;3;46068;82889;44937;3;127829;0,122641719;0,066488327;NA;NA
66;AGES;08/02/2021;2021;6;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
67;AGES;15/02/2021;2021;7;All;0-17 anos;20;16;0;36;183;88;0;271;0,000106578;5,13E-05;NA;NA
68;AGES;15/02/2021;2021;7;All;18-24 anos;2188;1689;0;3877;13895;8243;0;22138;0,01791283;0,010626517;NA;NA
69;AGES;15/02/2021;2021;7;All;25-49 anos;21164;18622;4;39790;160512;107140;14;267666;0,047762146;0,031880709;NA;NA
70;AGES;15/02/2021;2021;7;All;50-64 anos;24394;12756;2;37152;106354;63718;6;170078;0,049190571;0,029470681;NA;NA
71;AGES;15/02/2021;2021;7;All;65-79 anos;4692;7134;2;11828;39173;25192;5;64370;0,024413531;0,015700244;NA;NA
72;AGES;15/02/2021;2021;7;All;80 ou mais anos;48108;9186;2;57296;130997;54123;5;185125;0,193821825;0,080079839;NA;NA
73;AGES;15/02/2021;2021;7;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
74;AGES;22/02/2021;2021;8;All;0-17 anos;21;31;0;52;204;119;0;323;0,000118808;6,93E-05;NA;NA
75;AGES;22/02/2021;2021;8;All;18-24 anos;1237;621;0;1858;15132;8864;0;23996;0,019507516;0,011427083;NA;NA
76;AGES;22/02/2021;2021;8;All;25-49 anos;10855;6426;1;17282;171367;113566;15;284948;0,050992173;0,033792837;NA;NA
77;AGES;22/02/2021;2021;8;All;50-64 anos;49045;4546;1;53592;155399;68264;7;223670;0,071874735;0,031573285;NA;NA
78;AGES;22/02/2021;2021;8;All;65-79 anos;11128;2201;0;13329;50301;27393;5;77699;0,031348761;0,017071959;NA;NA
79;AGES;22/02/2021;2021;8;All;80 ou mais anos;101737;4938;0;106675;232734;59061;5;291800;0,344350852;0,087386053;NA;NA
80;AGES;22/02/2021;2021;8;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
81;AGES;01/03/2021;2021;9;All;0-17 anos;8;26;0;34;212;145;0;357;0,000123468;8,44E-05;NA;NA
82;AGES;01/03/2021;2021;9;All;18-24 anos;869;918;0;1787;16001;9782;0;25783;0,020627793;0,012610529;NA;NA
83;AGES;01/03/2021;2021;9;All;25-49 anos;7057;8883;0;15940;178424;122449;15;300888;0,053092063;0,036436074;NA;NA
84;AGES;01/03/2021;2021;9;All;50-64 anos;29597;5525;1;35123;184996;73789;8;258793;0,085563862;0,034128694;NA;NA
85;AGES;01/03/2021;2021;9;All;65-79 anos;12746;3552;0;16298;63047;30945;5;93997;0,039292367;0,019285649;NA;NA
86;AGES;01/03/2021;2021;9;All;80 ou mais anos;86668;12506;1;99175;319402;71567;6;390975;0,472583941;0,105889803;NA;NA
87;AGES;01/03/2021;2021;9;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
88;AGES;08/03/2021;2021;10;All;0-17 anos;12;11;0;23;224;156;0;380;0,000130456;9,09E-05;NA;NA
89;AGES;08/03/2021;2021;10;All;18-24 anos;1265;513;0;1778;17266;10295;0;27561;0,022258576;0,013271866;NA;NA
90;AGES;08/03/2021;2021;10;All;25-49 anos;14692;4930;0;19622;193116;127379;15;320510;0,057463832;0,03790305;NA;NA
91;AGES;08/03/2021;2021;10;All;50-64 anos;20929;3673;0;24602;205925;77462;8;283395;0,095243888;0,03582752;NA;NA
92;AGES;08/03/2021;2021;10;All;65-79 anos;15045;3173;0;18218;78092;34118;5;112215;0,048668764;0,021263137;NA;NA
93;AGES;08/03/2021;2021;10;All;80 ou mais anos;39141;36653;0;75794;358543;108220;6;466769;0,530496565;0,160121208;NA;NA
94;AGES;08/03/2021;2021;10;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
95;AGES;15/03/2021;2021;11;All;0-17 anos;1;23;0;24;242;183;0;425;0,000140939;0,000106578;NA;NA
96;AGES;15/03/2021;2021;11;All;18-24 anos;223;363;1;587;17885;10973;1;28859;0,023056564;0,014145914;NA;NA
97;AGES;15/03/2021;2021;11;All;25-49 anos;3987;2919;0;6906;200997;133068;15;334080;0,059808912;0,039595876;NA;NA
98;AGES;15/03/2021;2021;11;All;50-64 anos;3884;2212;1;6097;211954;81175;9;293138;0,098032405;0,037544847;NA;NA
99;AGES;15/03/2021;2021;11;All;65-79 anos;17458;6605;2;24065;97389;41705;7;139101;0,060695106;0,025991533;NA;NA
100;AGES;15/03/2021;2021;11;All;80 ou mais anos;54021;97008;4;151033;416089;206794;10;622893;0,61564104;0,305970293;NA;NA
101;AGES;15/03/2021;2021;11;All;Desconhecido;2;0;0;2;3;0;0;3;NA;NA;NA;NA
102;AGES;22/03/2021;2021;12;All;0-17 anos;25;7;0;32;267;190;0;457;0,000155499;0,000110655;NA;NA
103;AGES;22/03/2021;2021;12;All;18-24 anos;3077;111;0;3188;20966;11092;1;32059;0,027028456;0,014299324;NA;NA
104;AGES;22/03/2021;2021;12;All;25-49 anos;41032;1178;0;42210;242057;134358;15;376430;0,072026776;0,03997973;NA;NA
105;AGES;22/03/2021;2021;12;All;50-64 anos;33157;838;0;33995;245164;82045;9;327218;0,113392606;0,037947237;NA;NA
106;AGES;22/03/2021;2021;12;All;65-79 anos;52047;2014;0;54061;149554;43730;7;193291;0,093205556;0,02725356;NA;NA
107;AGES;22/03/2021;2021;12;All;80 ou mais anos;123870;16789;0;140659;540096;223749;10;763855;0,799120532;0,331056738;NA;NA
108;AGES;22/03/2021;2021;12;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
109;AGES;29/03/2021;2021;13;All;0-17 anos;7;12;0;19;274;214;0;488;0,000159576;0,000124632;NA;NA
110;AGES;29/03/2021;2021;13;All;18-24 anos;595;65;1;661;21562;11174;2;32738;0,027796793;0,014405035;NA;NA
111;AGES;29/03/2021;2021;13;All;25-49 anos;4070;739;2;4811;246159;135199;17;381375;0,073247372;0,040229979;NA;NA
112;AGES;29/03/2021;2021;13;All;50-64 anos;7242;619;1;7862;252678;82690;11;335379;0,116867962;0,038245561;NA;NA
113;AGES;29/03/2021;2021;13;All;65-79 anos;87351;7131;2;94484;237063;50930;9;288002;0,147743214;0,031740769;NA;NA
114;AGES;29/03/2021;2021;13;All;80 ou mais anos;36471;75086;4;111561;576599;298862;14;875475;0,853129998;0,442193166;NA;NA
115;AGES;29/03/2021;2021;13;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
116;GENERAL;08/02/2021;2021;6;All;All;39100;98633;13;137746;350549;209101;20;559670;0,034047407;0,020309134;651900;571981
117;GENERAL;15/02/2021;2021;7;All;All;100566;49403;10;149979;451115;258504;30;709649;0,043814975;0,025107448;830730;718143
118;GENERAL;22/02/2021;2021;8;All;All;174023;18763;2;192788;625138;277267;32;902437;0,060717126;0,026929822;1002999;933847
119;GENERAL;01/03/2021;2021;9;All;All;136945;31410;2;168357;762083;308677;34;1070794;0,07401804;0,029980549;1186389;1095103
120;GENERAL;08/03/2021;2021;10;All;All;91084;48953;0;140037;853167;357630;34;1210831;0,08286466;0,034735155;1468929;1264093
121;GENERAL;15/03/2021;2021;11;All;All;79576;109130;8;188714;944559;473898;42;1418499;0,091741195;0,046027796;1713540;1462079
122;GENERAL;22/03/2021;2021;12;All;All;253208;20937;0;274145;1198107;495164;42;1693313;0,116367287;0,048093277;1883850;1753999
123;GENERAL;29/03/2021;2021;13;All;All;135736;83652;10;219398;1334338;579069;53;1913460;0,129598853;0,05624263;2344530;1996561
