cod_distrito,cod_concelho,nome_concelho,casos,dia
8,16,Vila Real de Santo António,14,15-04-2020
5,11,Vila Velha de Ródão,,15-04-2020
3,13,Vila Verde,92,15-04-2020
7,14,Vila Viçosa,,15-04-2020
5,10,Vila de Rei,,15-04-2020
8,15,Vila do Bispo,,15-04-2020
13,16,Vila do Conde,174,15-04-2020
41,1,Vila do Porto,,15-04-2020
4,11,Vimioso,8,15-04-2020
4,12,Vinhais,10,15-04-2020
18,23,Viseu,61,15-04-2020
3,14,Vizela,25,15-04-2020
18,24,Vouzela,,15-04-2020
1,1,Águeda,35,15-04-2020
7,5,Évora,21,15-04-2020
1,10,Ílhavo,89,15-04-2020
10,12,Óbidos,3,15-04-2020
14,1,Abrantes,5,16-04-2020
9,1,Aguiar da Beira,,16-04-2020
7,1,Alandroal,,16-04-2020
1,2,Albergaria-a-Velha,56,16-04-2020
8,1,Albufeira,62,16-04-2020
14,2,Alcanena,6,16-04-2020
10,1,Alcobaça,9,16-04-2020
15,2,Alcochete,11,16-04-2020
8,2,Alcoutim,,16-04-2020
15,1,Alcácer do Sal,5,16-04-2020
11,1,Alenquer,16,16-04-2020
4,1,Alfândega da Fé,3,16-04-2020
17,1,Alijó,,16-04-2020
8,3,Aljezur,,16-04-2020
2,1,Aljustrel,,16-04-2020
15,3,Almada,149,16-04-2020
9,2,Almeida,6,16-04-2020
14,3,Almeirim,13,16-04-2020
2,2,Almodôvar,3,16-04-2020
14,4,Alpiarça,6,16-04-2020
12,1,Alter do Chão,,16-04-2020
10,2,Alvaiázere,23,16-04-2020
2,3,Alvito,,16-04-2020
11,15,Amadora,205,16-04-2020
13,1,Amarante,50,16-04-2020
3,1,Amares,33,16-04-2020
1,3,Anadia,19,16-04-2020
43,1,Angra do Heroísmo,,16-04-2020
10,3,Ansião,5,16-04-2020
16,1,Arcos de Valdevez,45,16-04-2020
6,1,Arganil,6,16-04-2020
18,1,Armamar,,16-04-2020
1,4,Arouca,26,16-04-2020
7,2,Arraiolos,,16-04-2020
12,2,Arronches,,16-04-2020
11,2,Arruda dos Vinhos,,16-04-2020
1,5,Aveiro,227,16-04-2020
12,3,Avis,,16-04-2020
11,3,Azambuja,4,16-04-2020
13,2,Baião,8,16-04-2020
3,2,Barcelos,156,16-04-2020
2,4,Barrancos,,16-04-2020
15,4,Barreiro,80,16-04-2020
10,4,Batalha,4,16-04-2020
2,5,Beja,9,16-04-2020
5,1,Belmonte,,16-04-2020
14,5,Benavente,27,16-04-2020
10,5,Bombarral,3,16-04-2020
7,3,Borba,,16-04-2020
17,2,Boticas,,16-04-2020
3,3,Braga,775,16-04-2020
4,2,Bragança,88,16-04-2020
3,4,Cabeceiras de Basto,10,16-04-2020
11,4,Cadaval,4,16-04-2020
10,6,Caldas da Rainha,7,16-04-2020
31,1,Calheta (Madeira),,16-04-2020
45,1,Calheta (São Jorge),5,16-04-2020
16,2,Caminha,11,16-04-2020
12,4,Campo Maior,,16-04-2020
6,2,Cantanhede,38,16-04-2020
4,3,Carrazeda de Ansiães,5,16-04-2020
18,2,Carregal do Sal,7,16-04-2020
14,6,Cartaxo,20,16-04-2020
11,5,Cascais,275,16-04-2020
10,7,Castanheira de Pêra,,16-04-2020
5,2,Castelo Branco,3,16-04-2020
1,6,Castelo de Paiva,8,16-04-2020
12,5,Castelo de Vide,,16-04-2020
18,3,Castro Daire,99,16-04-2020
8,4,Castro Marim,3,16-04-2020
2,6,Castro Verde,,16-04-2020
9,3,Celorico da Beira,7,16-04-2020
3,5,Celorico de Basto,11,16-04-2020
14,7,Chamusca,4,16-04-2020
17,3,Chaves,20,16-04-2020
18,4,Cinfães,8,16-04-2020
6,3,Coimbra,325,16-04-2020
6,4,Condeixa-a-Nova,49,16-04-2020
14,8,Constância,,16-04-2020
14,9,Coruche,22,16-04-2020
49,1,Corvo,,16-04-2020
5,3,Covilhã,5,16-04-2020
12,6,Crato,,16-04-2020
2,7,Cuba,,16-04-2020
31,2,Câmara de Lobos,8,16-04-2020
12,7,Elvas,4,16-04-2020
14,10,Entroncamento,,16-04-2020
1,7,Espinho,51,16-04-2020
3,6,Esposende,31,16-04-2020
1,8,Estarreja,48,16-04-2020
7,4,Estremoz,,16-04-2020
3,7,Fafe,35,16-04-2020
8,5,Faro,54,16-04-2020
13,3,Felgueiras,198,16-04-2020
2,8,Ferreira do Alentejo,,16-04-2020
14,11,Ferreira do Zêzere,,16-04-2020
6,5,Figueira da Foz,17,16-04-2020
9,4,Figueira de Castelo Rodrigo,3,16-04-2020
10,8,Figueiró dos Vinhos,4,16-04-2020
9,5,Fornos de Algodres,,16-04-2020
4,4,Freixo de Espada à Cinta,,16-04-2020
12,8,Fronteira,,16-04-2020
31,3,Funchal,27,16-04-2020
5,4,Fundão,,16-04-2020
12,9,Gavião,,16-04-2020
14,12,Golegã,,16-04-2020
13,4,Gondomar,777,16-04-2020
9,6,Gouveia,14,16-04-2020
15,5,Grândola,7,16-04-2020
9,7,Guarda,17,16-04-2020
3,8,Guimarães,262,16-04-2020
6,6,Góis,8,16-04-2020
47,1,Horta,6,16-04-2020
5,5,Idanha-a-Nova,,16-04-2020
8,6,Lagoa (Algarve),3,16-04-2020
42,1,Lagoa (São Miguel),,16-04-2020
8,7,Lagos,3,16-04-2020
48,1,Lajes das Flores,,16-04-2020
46,1,Lajes do Pico,,16-04-2020
18,5,Lamego,25,16-04-2020
10,9,Leiria,47,16-04-2020
11,6,Lisboa,996,16-04-2020
8,8,Loulé,52,16-04-2020
11,7,Loures,231,16-04-2020
11,8,Lourinhã,4,16-04-2020
13,5,Lousada,139,16-04-2020
6,7,Lousã,8,16-04-2020
4,5,Macedo de Cavaleiros,19,16-04-2020
31,4,Machico,,16-04-2020
46,2,Madalena,5,16-04-2020
11,9,Mafra,59,16-04-2020
13,6,Maia,686,16-04-2020
18,6,Mangualde,50,16-04-2020
9,8,Manteigas,,16-04-2020
13,7,Marco de Canaveses,51,16-04-2020
10,10,Marinha Grande,13,16-04-2020
12,10,Marvão,,16-04-2020
13,8,Matosinhos,824,16-04-2020
14,13,Mação,,16-04-2020
1,11,Mealhada,15,16-04-2020
9,9,Meda,,16-04-2020
16,3,Melgaço,31,16-04-2020
17,4,Mesão Frio,,16-04-2020
6,8,Mira,,16-04-2020
6,9,Miranda do Corvo,11,16-04-2020
4,6,Miranda do Douro,4,16-04-2020
4,7,Mirandela,17,16-04-2020
4,8,Mogadouro,,16-04-2020
18,7,Moimenta da Beira,9,16-04-2020
15,6,Moita,56,16-04-2020
8,9,Monchique,,16-04-2020
17,5,Mondim de Basto,,16-04-2020
12,11,Monforte,,16-04-2020
17,6,Montalegre,,16-04-2020
7,6,Montemor-o-Novo,,16-04-2020
6,10,Montemor-o-Velho,15,16-04-2020
15,7,Montijo,40,16-04-2020
16,4,Monção,31,16-04-2020
7,7,Mora,,16-04-2020
18,8,Mortágua,3,16-04-2020
2,10,Moura,28,16-04-2020
7,8,Mourão,,16-04-2020
1,12,Murtosa,7,16-04-2020
17,7,Murça,4,16-04-2020
2,9,Mértola,,16-04-2020
10,11,Nazaré,,16-04-2020
18,9,Nelas,13,16-04-2020
12,12,Nisa,,16-04-2020
42,2,Nordeste,,16-04-2020
2,11,Odemira,,16-04-2020
11,16,Odivelas,152,16-04-2020
11,10,Oeiras,182,16-04-2020
5,6,Oleiros,,16-04-2020
8,10,Olhão,13,16-04-2020
1,13,Oliveira de Azeméis,143,16-04-2020
18,10,Oliveira de Frades,6,16-04-2020
1,14,Oliveira do Bairro,16,16-04-2020
6,11,Oliveira do Hospital,7,16-04-2020
2,12,Ourique,,16-04-2020
14,21,Ourém,26,16-04-2020
1,15,Ovar,487,16-04-2020
15,8,Palmela,18,16-04-2020
6,12,Pampilhosa da Serra,,16-04-2020
13,10,Paredes,184,16-04-2020
16,5,Paredes de Coura,6,16-04-2020
13,9,Paços de Ferreira,177,16-04-2020
10,13,Pedrógão Grande,3,16-04-2020
6,13,Penacova,10,16-04-2020
13,11,Penafiel,110,16-04-2020
18,11,Penalva do Castelo,,16-04-2020
5,7,Penamacor,,16-04-2020
18,12,Penedono,,16-04-2020
6,14,Penela,,16-04-2020
10,14,Peniche,7,16-04-2020
17,8,Peso da Régua,44,16-04-2020
9,10,Pinhel,21,16-04-2020
10,15,Pombal,31,16-04-2020
42,3,Ponta Delgada,3,16-04-2020
31,5,Ponta do Sol,5,16-04-2020
16,6,Ponte da Barca,4,16-04-2020
16,7,Ponte de Lima,22,16-04-2020
12,13,Ponte de Sor,,16-04-2020
12,14,Portalegre,3,16-04-2020
7,9,Portel,,16-04-2020
8,11,Portimão,32,16-04-2020
13,12,Porto,988,16-04-2020
31,6,Porto Moniz,,16-04-2020
32,1,Porto Santo,5,16-04-2020
10,16,Porto de Mós,4,16-04-2020
42,4,Povoação,,16-04-2020
43,2,Praia da Vitória,7,16-04-2020
5,8,Proença-a-Nova,,16-04-2020
3,9,Póvoa de Lanhoso,31,16-04-2020
13,13,Póvoa de Varzim,77,16-04-2020
7,10,Redondo,,16-04-2020
7,11,Reguengos de Monsaraz,8,16-04-2020
18,13,Resende,57,16-04-2020
31,7,Ribeira Brava,,16-04-2020
42,5,Ribeira Grande,,16-04-2020
17,9,Ribeira de Pena,,16-04-2020
14,14,Rio Maior,12,16-04-2020
17,10,Sabrosa,4,16-04-2020
9,11,Sabugal,,16-04-2020
14,15,Salvaterra de Magos,5,16-04-2020
18,14,Santa Comba Dão,5,16-04-2020
31,8,Santa Cruz,6,16-04-2020
44,1,Santa Cruz da Graciosa,,16-04-2020
48,2,Santa Cruz das Flores,,16-04-2020
1,9,Santa Maria da Feira,306,16-04-2020
17,11,Santa Marta de Penaguião,3,16-04-2020
31,9,Santana,,16-04-2020
14,16,Santarém,53,16-04-2020
15,9,Santiago do Cacém,12,16-04-2020
13,14,Santo Tirso,199,16-04-2020
14,17,Sardoal,,16-04-2020
9,12,Seia,5,16-04-2020
15,10,Seixal,134,16-04-2020
18,18,Sernancelhe,,16-04-2020
2,13,Serpa,18,16-04-2020
5,9,Sertã,,16-04-2020
15,11,Sesimbra,19,16-04-2020
15,12,Setúbal,60,16-04-2020
1,17,Sever do Vouga,28,16-04-2020
8,13,Silves,21,16-04-2020
15,13,Sines,4,16-04-2020
11,11,Sintra,437,16-04-2020
11,12,Sobral de Monte Agraço,,16-04-2020
6,15,Soure,17,16-04-2020
12,15,Sousel,,16-04-2020
18,17,Sátão,5,16-04-2020
8,12,São Brás de Alportel,,16-04-2020
1,16,São João da Madeira,52,16-04-2020
18,15,São João da Pesqueira,,16-04-2020
18,16,São Pedro do Sul,8,16-04-2020
46,3,São Roque do Pico,3,16-04-2020
31,10,São Vicente,,16-04-2020
18,19,Tabuaço,,16-04-2020
18,20,Tarouca,,16-04-2020
8,14,Tavira,30,16-04-2020
3,10,Terras de Bouro,8,16-04-2020
14,18,Tomar,10,16-04-2020
18,21,Tondela,8,16-04-2020
4,9,Torre de Moncorvo,23,16-04-2020
14,19,Torres Novas,10,16-04-2020
11,13,Torres Vedras,32,16-04-2020
9,13,Trancoso,16,16-04-2020
13,18,Trofa,97,16-04-2020
6,16,Tábua,22,16-04-2020
1,18,Vagos,15,16-04-2020
1,19,Vale de Cambra,71,16-04-2020
16,8,Valença,7,16-04-2020
13,15,Valongo,552,16-04-2020
17,12,Valpaços,5,16-04-2020
45,2,Velas,6,16-04-2020
7,12,Vendas Novas,,16-04-2020
7,13,Viana do Alentejo,,16-04-2020
16,9,Viana do Castelo,125,16-04-2020
2,14,Vidigueira,,16-04-2020
3,11,Vieira do Minho,24,16-04-2020
4,10,Vila Flor,5,16-04-2020
11,14,Vila Franca de Xira,72,16-04-2020
42,6,Vila Franca do Campo,,16-04-2020
14,20,Vila Nova da Barquinha,3,16-04-2020
16,10,Vila Nova de Cerveira,6,16-04-2020
3,12,Vila Nova de Famalicão,246,16-04-2020
9,14,Vila Nova de Foz Côa,72,16-04-2020
13,17,Vila Nova de Gaia,956,16-04-2020
18,22,Vila Nova de Paiva,,16-04-2020
6,17,Vila Nova de Poiares,3,16-04-2020
17,13,Vila Pouca de Aguiar,3,16-04-2020
17,14,Vila Real,144,16-04-2020
8,16,Vila Real de Santo António,14,16-04-2020
5,11,Vila Velha de Ródão,,16-04-2020
3,13,Vila Verde,106,16-04-2020
7,14,Vila Viçosa,,16-04-2020
5,10,Vila de Rei,,16-04-2020
8,15,Vila do Bispo,,16-04-2020
13,16,Vila do Conde,182,16-04-2020
41,1,Vila do Porto,,16-04-2020
4,11,Vimioso,8,16-04-2020
4,12,Vinhais,10,16-04-2020
18,23,Viseu,67,16-04-2020
3,14,Vizela,32,16-04-2020
18,24,Vouzela,3,16-04-2020
1,1,Águeda,38,16-04-2020
7,5,Évora,20,16-04-2020
1,10,Ílhavo,90,16-04-2020
10,12,Óbidos,3,16-04-2020
14,1,Abrantes,7,17-04-2020
9,1,Aguiar da Beira,,17-04-2020
7,1,Alandroal,,17-04-2020
1,2,Albergaria-a-Velha,57,17-04-2020
8,1,Albufeira,63,17-04-2020
14,2,Alcanena,6,17-04-2020
10,1,Alcobaça,10,17-04-2020
15,2,Alcochete,12,17-04-2020
8,2,Alcoutim,,17-04-2020
15,1,Alcácer do Sal,5,17-04-2020
11,1,Alenquer,16,17-04-2020
4,1,Alfândega da Fé,3,17-04-2020
17,1,Alijó,,17-04-2020
8,3,Aljezur,,17-04-2020
2,1,Aljustrel,,17-04-2020
15,3,Almada,152,17-04-2020
9,2,Almeida,6,17-04-2020
14,3,Almeirim,13,17-04-2020
2,2,Almodôvar,3,17-04-2020
14,4,Alpiarça,6,17-04-2020
12,1,Alter do Chão,,17-04-2020
10,2,Alvaiázere,23,17-04-2020
2,3,Alvito,,17-04-2020
11,15,Amadora,220,17-04-2020
13,1,Amarante,50,17-04-2020
3,1,Amares,33,17-04-2020
1,3,Anadia,20,17-04-2020
43,1,Angra do Heroísmo,,17-04-2020
10,3,Ansião,5,17-04-2020
16,1,Arcos de Valdevez,47,17-04-2020
6,1,Arganil,6,17-04-2020
18,1,Armamar,,17-04-2020
1,4,Arouca,26,17-04-2020
7,2,Arraiolos,,17-04-2020
12,2,Arronches,,17-04-2020
11,2,Arruda dos Vinhos,,17-04-2020
1,5,Aveiro,232,17-04-2020
12,3,Avis,,17-04-2020
11,3,Azambuja,4,17-04-2020
13,2,Baião,8,17-04-2020
3,2,Barcelos,156,17-04-2020
2,4,Barrancos,,17-04-2020
15,4,Barreiro,81,17-04-2020
10,4,Batalha,4,17-04-2020
2,5,Beja,9,17-04-2020
5,1,Belmonte,,17-04-2020
14,5,Benavente,27,17-04-2020
10,5,Bombarral,3,17-04-2020
7,3,Borba,,17-04-2020
17,2,Boticas,,17-04-2020
3,3,Braga,798,17-04-2020
4,2,Bragança,89,17-04-2020
3,4,Cabeceiras de Basto,10,17-04-2020
11,4,Cadaval,4,17-04-2020
10,6,Caldas da Rainha,8,17-04-2020
31,1,Calheta (Madeira),,17-04-2020
45,1,Calheta (São Jorge),4,17-04-2020
16,2,Caminha,12,17-04-2020
12,4,Campo Maior,,17-04-2020
6,2,Cantanhede,38,17-04-2020
4,3,Carrazeda de Ansiães,5,17-04-2020
18,2,Carregal do Sal,10,17-04-2020
14,6,Cartaxo,20,17-04-2020
11,5,Cascais,280,17-04-2020
10,7,Castanheira de Pêra,,17-04-2020
5,2,Castelo Branco,3,17-04-2020
1,6,Castelo de Paiva,8,17-04-2020
12,5,Castelo de Vide,,17-04-2020
18,3,Castro Daire,100,17-04-2020
8,4,Castro Marim,3,17-04-2020
2,6,Castro Verde,,17-04-2020
9,3,Celorico da Beira,8,17-04-2020
3,5,Celorico de Basto,12,17-04-2020
14,7,Chamusca,4,17-04-2020
17,3,Chaves,21,17-04-2020
18,4,Cinfães,8,17-04-2020
6,3,Coimbra,345,17-04-2020
6,4,Condeixa-a-Nova,53,17-04-2020
14,8,Constância,,17-04-2020
14,9,Coruche,22,17-04-2020
49,1,Corvo,,17-04-2020
5,3,Covilhã,5,17-04-2020
12,6,Crato,,17-04-2020
2,7,Cuba,,17-04-2020
31,2,Câmara de Lobos,8,17-04-2020
12,7,Elvas,4,17-04-2020
14,10,Entroncamento,,17-04-2020
1,7,Espinho,52,17-04-2020
3,6,Esposende,31,17-04-2020
1,8,Estarreja,48,17-04-2020
7,4,Estremoz,,17-04-2020
3,7,Fafe,35,17-04-2020
8,5,Faro,58,17-04-2020
13,3,Felgueiras,201,17-04-2020
2,8,Ferreira do Alentejo,,17-04-2020
14,11,Ferreira do Zêzere,,17-04-2020
6,5,Figueira da Foz,17,17-04-2020
9,4,Figueira de Castelo Rodrigo,3,17-04-2020
10,8,Figueiró dos Vinhos,4,17-04-2020
9,5,Fornos de Algodres,,17-04-2020
4,4,Freixo de Espada à Cinta,,17-04-2020
12,8,Fronteira,,17-04-2020
31,3,Funchal,27,17-04-2020
5,4,Fundão,,17-04-2020
12,9,Gavião,,17-04-2020
14,12,Golegã,,17-04-2020
13,4,Gondomar,797,17-04-2020
9,6,Gouveia,16,17-04-2020
15,5,Grândola,7,17-04-2020
9,7,Guarda,18,17-04-2020
3,8,Guimarães,277,17-04-2020
6,6,Góis,8,17-04-2020
47,1,Horta,6,17-04-2020
5,5,Idanha-a-Nova,,17-04-2020
8,6,Lagoa (Algarve),4,17-04-2020
42,1,Lagoa (São Miguel),,17-04-2020
8,7,Lagos,3,17-04-2020
48,1,Lajes das Flores,,17-04-2020
46,1,Lajes do Pico,,17-04-2020
18,5,Lamego,27,17-04-2020
10,9,Leiria,51,17-04-2020
11,6,Lisboa,1020,17-04-2020
8,8,Loulé,52,17-04-2020
11,7,Loures,240,17-04-2020
11,8,Lourinhã,4,17-04-2020
13,5,Lousada,139,17-04-2020
6,7,Lousã,8,17-04-2020
4,5,Macedo de Cavaleiros,19,17-04-2020
31,4,Machico,,17-04-2020
46,2,Madalena,5,17-04-2020
11,9,Mafra,64,17-04-2020
13,6,Maia,714,17-04-2020
18,6,Mangualde,51,17-04-2020
9,8,Manteigas,3,17-04-2020
13,7,Marco de Canaveses,52,17-04-2020
10,10,Marinha Grande,14,17-04-2020
12,10,Marvão,,17-04-2020
13,8,Matosinhos,845,17-04-2020
14,13,Mação,,17-04-2020
1,11,Mealhada,15,17-04-2020
9,9,Meda,,17-04-2020
16,3,Melgaço,32,17-04-2020
17,4,Mesão Frio,,17-04-2020
6,8,Mira,,17-04-2020
6,9,Miranda do Corvo,11,17-04-2020
4,6,Miranda do Douro,4,17-04-2020
4,7,Mirandela,17,17-04-2020
4,8,Mogadouro,,17-04-2020
18,7,Moimenta da Beira,10,17-04-2020
15,6,Moita,58,17-04-2020
8,9,Monchique,,17-04-2020
17,5,Mondim de Basto,,17-04-2020
12,11,Monforte,,17-04-2020
17,6,Montalegre,,17-04-2020
7,6,Montemor-o-Novo,,17-04-2020
6,10,Montemor-o-Velho,15,17-04-2020
15,7,Montijo,40,17-04-2020
16,4,Monção,54,17-04-2020
7,7,Mora,,17-04-2020
18,8,Mortágua,3,17-04-2020
2,10,Moura,28,17-04-2020
7,8,Mourão,,17-04-2020
1,12,Murtosa,7,17-04-2020
17,7,Murça,4,17-04-2020
2,9,Mértola,,17-04-2020
10,11,Nazaré,,17-04-2020
18,9,Nelas,13,17-04-2020
12,12,Nisa,,17-04-2020
42,2,Nordeste,,17-04-2020
2,11,Odemira,,17-04-2020
11,16,Odivelas,154,17-04-2020
11,10,Oeiras,186,17-04-2020
5,6,Oleiros,,17-04-2020
8,10,Olhão,13,17-04-2020
1,13,Oliveira de Azeméis,145,17-04-2020
18,10,Oliveira de Frades,6,17-04-2020
1,14,Oliveira do Bairro,16,17-04-2020
6,11,Oliveira do Hospital,8,17-04-2020
2,12,Ourique,,17-04-2020
14,21,Ourém,27,17-04-2020
1,15,Ovar,498,17-04-2020
15,8,Palmela,19,17-04-2020
6,12,Pampilhosa da Serra,,17-04-2020
13,10,Paredes,186,17-04-2020
16,5,Paredes de Coura,6,17-04-2020
13,9,Paços de Ferreira,183,17-04-2020
10,13,Pedrógão Grande,3,17-04-2020
6,13,Penacova,11,17-04-2020
13,11,Penafiel,110,17-04-2020
18,11,Penalva do Castelo,,17-04-2020
5,7,Penamacor,,17-04-2020
18,12,Penedono,,17-04-2020
6,14,Penela,3,17-04-2020
10,14,Peniche,8,17-04-2020
17,8,Peso da Régua,45,17-04-2020
9,10,Pinhel,21,17-04-2020
10,15,Pombal,37,17-04-2020
42,3,Ponta Delgada,3,17-04-2020
31,5,Ponta do Sol,5,17-04-2020
16,6,Ponte da Barca,4,17-04-2020
16,7,Ponte de Lima,22,17-04-2020
12,13,Ponte de Sor,,17-04-2020
12,14,Portalegre,3,17-04-2020
7,9,Portel,,17-04-2020
8,11,Portimão,32,17-04-2020
13,12,Porto,1017,17-04-2020
31,6,Porto Moniz,,17-04-2020
32,1,Porto Santo,5,17-04-2020
10,16,Porto de Mós,6,17-04-2020
42,4,Povoação,,17-04-2020
43,2,Praia da Vitória,7,17-04-2020
5,8,Proença-a-Nova,,17-04-2020
3,9,Póvoa de Lanhoso,32,17-04-2020
13,13,Póvoa de Varzim,79,17-04-2020
7,10,Redondo,,17-04-2020
7,11,Reguengos de Monsaraz,8,17-04-2020
18,13,Resende,57,17-04-2020
31,7,Ribeira Brava,,17-04-2020
42,5,Ribeira Grande,,17-04-2020
17,9,Ribeira de Pena,,17-04-2020
14,14,Rio Maior,12,17-04-2020
17,10,Sabrosa,4,17-04-2020
9,11,Sabugal,,17-04-2020
14,15,Salvaterra de Magos,5,17-04-2020
18,14,Santa Comba Dão,6,17-04-2020
31,8,Santa Cruz,6,17-04-2020
44,1,Santa Cruz da Graciosa,,17-04-2020
48,2,Santa Cruz das Flores,,17-04-2020
1,9,Santa Maria da Feira,311,17-04-2020
17,11,Santa Marta de Penaguião,3,17-04-2020
31,9,Santana,,17-04-2020
14,16,Santarém,54,17-04-2020
15,9,Santiago do Cacém,13,17-04-2020
13,14,Santo Tirso,215,17-04-2020
14,17,Sardoal,,17-04-2020
9,12,Seia,7,17-04-2020
15,10,Seixal,139,17-04-2020
18,18,Sernancelhe,,17-04-2020
2,13,Serpa,18,17-04-2020
5,9,Sertã,3,17-04-2020
15,11,Sesimbra,19,17-04-2020
15,12,Setúbal,60,17-04-2020
1,17,Sever do Vouga,28,17-04-2020
8,13,Silves,21,17-04-2020
15,13,Sines,4,17-04-2020
11,11,Sintra,463,17-04-2020
11,12,Sobral de Monte Agraço,,17-04-2020
6,15,Soure,18,17-04-2020
12,15,Sousel,,17-04-2020
18,17,Sátão,5,17-04-2020
8,12,São Brás de Alportel,,17-04-2020
1,16,São João da Madeira,52,17-04-2020
18,15,São João da Pesqueira,,17-04-2020
18,16,São Pedro do Sul,8,17-04-2020
46,3,São Roque do Pico,3,17-04-2020
31,10,São Vicente,,17-04-2020
18,19,Tabuaço,,17-04-2020
18,20,Tarouca,,17-04-2020
8,14,Tavira,35,17-04-2020
3,10,Terras de Bouro,8,17-04-2020
14,18,Tomar,10,17-04-2020
18,21,Tondela,9,17-04-2020
4,9,Torre de Moncorvo,23,17-04-2020
14,19,Torres Novas,10,17-04-2020
11,13,Torres Vedras,32,17-04-2020
9,13,Trancoso,16,17-04-2020
13,18,Trofa,101,17-04-2020
6,16,Tábua,22,17-04-2020
1,18,Vagos,15,17-04-2020
1,19,Vale de Cambra,72,17-04-2020
16,8,Valença,7,17-04-2020
13,15,Valongo,562,17-04-2020
17,12,Valpaços,5,17-04-2020
45,2,Velas,6,17-04-2020
7,12,Vendas Novas,,17-04-2020
7,13,Viana do Alentejo,,17-04-2020
16,9,Viana do Castelo,126,17-04-2020
2,14,Vidigueira,,17-04-2020
3,11,Vieira do Minho,24,17-04-2020
4,10,Vila Flor,5,17-04-2020
11,14,Vila Franca de Xira,75,17-04-2020
42,6,Vila Franca do Campo,,17-04-2020
14,20,Vila Nova da Barquinha,3,17-04-2020
16,10,Vila Nova de Cerveira,6,17-04-2020
3,12,Vila Nova de Famalicão,250,17-04-2020
9,14,Vila Nova de Foz Côa,76,17-04-2020
13,17,Vila Nova de Gaia,972,17-04-2020
18,22,Vila Nova de Paiva,,17-04-2020
6,17,Vila Nova de Poiares,3,17-04-2020
17,13,Vila Pouca de Aguiar,3,17-04-2020
17,14,Vila Real,145,17-04-2020
8,16,Vila Real de Santo António,14,17-04-2020
5,11,Vila Velha de Ródão,,17-04-2020
3,13,Vila Verde,107,17-04-2020
7,14,Vila Viçosa,,17-04-2020
5,10,Vila de Rei,,17-04-2020
8,15,Vila do Bispo,,17-04-2020
13,16,Vila do Conde,186,17-04-2020
41,1,Vila do Porto,,17-04-2020
4,11,Vimioso,8,17-04-2020
4,12,Vinhais,10,17-04-2020
18,23,Viseu,71,17-04-2020
3,14,Vizela,34,17-04-2020
18,24,Vouzela,4,17-04-2020
1,1,Águeda,40,17-04-2020
7,5,Évora,20,17-04-2020
1,10,Ílhavo,90,17-04-2020
10,12,Óbidos,3,17-04-2020
14,1,Abrantes,7,18-04-2020
9,1,Aguiar da Beira,,18-04-2020
7,1,Alandroal,,18-04-2020
1,2,Albergaria-a-Velha,57,18-04-2020
8,1,Albufeira,64,18-04-2020
14,2,Alcanena,6,18-04-2020
10,1,Alcobaça,11,18-04-2020
15,2,Alcochete,13,18-04-2020
8,2,Alcoutim,,18-04-2020
15,1,Alcácer do Sal,5,18-04-2020
11,1,Alenquer,16,18-04-2020
4,1,Alfândega da Fé,4,18-04-2020
17,1,Alijó,,18-04-2020
8,3,Aljezur,,18-04-2020
2,1,Aljustrel,,18-04-2020
15,3,Almada,155,18-04-2020
9,2,Almeida,6,18-04-2020
14,3,Almeirim,14,18-04-2020
2,2,Almodôvar,3,18-04-2020
14,4,Alpiarça,6,18-04-2020
12,1,Alter do Chão,,18-04-2020
10,2,Alvaiázere,25,18-04-2020
2,3,Alvito,,18-04-2020
11,15,Amadora,220,18-04-2020
13,1,Amarante,55,18-04-2020
3,1,Amares,33,18-04-2020
1,3,Anadia,20,18-04-2020
43,1,Angra do Heroísmo,,18-04-2020
10,3,Ansião,5,18-04-2020
16,1,Arcos de Valdevez,49,18-04-2020
6,1,Arganil,6,18-04-2020
18,1,Armamar,,18-04-2020
1,4,Arouca,26,18-04-2020
7,2,Arraiolos,,18-04-2020
12,2,Arronches,,18-04-2020
11,2,Arruda dos Vinhos,4,18-04-2020
1,5,Aveiro,235,18-04-2020
12,3,Avis,,18-04-2020
11,3,Azambuja,5,18-04-2020
13,2,Baião,8,18-04-2020
3,2,Barcelos,162,18-04-2020
2,4,Barrancos,,18-04-2020
15,4,Barreiro,81,18-04-2020
10,4,Batalha,4,18-04-2020
2,5,Beja,9,18-04-2020
5,1,Belmonte,,18-04-2020
14,5,Benavente,27,18-04-2020
10,5,Bombarral,3,18-04-2020
7,3,Borba,,18-04-2020
17,2,Boticas,,18-04-2020
3,3,Braga,831,18-04-2020
4,2,Bragança,91,18-04-2020
3,4,Cabeceiras de Basto,11,18-04-2020
11,4,Cadaval,4,18-04-2020
10,6,Caldas da Rainha,10,18-04-2020
31,1,Calheta (Madeira),,18-04-2020
45,1,Calheta (São Jorge),4,18-04-2020
16,2,Caminha,12,18-04-2020
12,4,Campo Maior,,18-04-2020
6,2,Cantanhede,40,18-04-2020
4,3,Carrazeda de Ansiães,5,18-04-2020
18,2,Carregal do Sal,10,18-04-2020
14,6,Cartaxo,21,18-04-2020
11,5,Cascais,286,18-04-2020
10,7,Castanheira de Pêra,,18-04-2020
5,2,Castelo Branco,3,18-04-2020
1,6,Castelo de Paiva,8,18-04-2020
12,5,Castelo de Vide,,18-04-2020
18,3,Castro Daire,100,18-04-2020
8,4,Castro Marim,3,18-04-2020
2,6,Castro Verde,,18-04-2020
