data,concelho,confirmados_14,confirmados_1,incidencia,incidencia_categoria,incidencia_risco,distrito,dicofre,area,population,population_65_69,population_70_74,population_75_79,population_80_84,population_85_mais,population_80_mais,population_75_mais,population_70_mais,population_65_mais,densidade_populacional,densidade_1,densidade_2,densidade_3
11-11-2020,TORRES VEDRAS,178,13,227.0,"Acima de 240,0 ",Muito elevada,LISBOA,1113,40714.89,78530,4513,3945,3447,2628,2104,4732,8179,12124,16637,192.88,40.86,29.78,20.09
11-11-2020,TRANCOSO,108,8,1217.0,"Acima de 240,0 ",Muito elevada,GUARDA,0913,36152.47,8875,581,557,542,586,496,1082,1624,2181,2762,24.55,7.64,6.03,4.49
11-11-2020,TROFA,460,33,1197.0,"Acima de 240,0 ",Muito elevada,PORTO,1318,7201.76,38418,2336,1894,1231,939,684,1623,2854,4748,7084,533.44,98.36,65.93,39.63
11-11-2020,VAGOS,70,5,308.0,"Acima de 240,0 ",Muito elevada,AVEIRO,0118,16491.5,22740,1320,1205,922,784,724,1508,2430,3635,4955,137.89,30.04,22.04,14.73
11-11-2020,VALE DE CAMBRA,143,10,671.0,"Acima de 240,0 ",Muito elevada,AVEIRO,0119,14733.47,21327,1491,1363,1005,831,798,1629,2634,3997,5488,144.76,37.25,27.13,17.88
11-11-2020,VALENÇA,105,7,790.0,"Acima de 240,0 ",Muito elevada,VIANA DO CASTELO,1608,11712.86,13290,867,791,582,582,503,1085,1667,2458,3325,113.46,28.39,20.99,14.23
11-11-2020,VALONGO,993,71,1019.0,"Acima de 240,0 ",Muito elevada,PORTO,1315,7512.45,97444,5629,4696,3207,2462,1829,4291,7498,12194,17823,1297.18,237.26,162.33,99.81
11-11-2020,VALPAÇOS,24,2,162.0,"Entre 120,0 e 239,9",Elevada,VILA REAL,1712,54873.93,14818,1217,1118,999,928,997,1925,2924,4042,5259,27.0,9.58,7.37,5.33
11-11-2020,VELAS,4,0,79.0,"Entre 60,0 e 119,9",Moderada,AÇORES,4502,11738.38,5093,278,208,166,153,113,266,432,640,918,43.39,7.82,5.45,3.68
11-11-2020,VENDAS NOVAS,8,1,71.0,"Entre 60,0 e 119,9",Moderada,ÉVORA,0712,22238.88,11255,677,768,655,501,532,1033,1688,2456,3133,50.61,14.09,11.04,7.59
11-11-2020,VIANA DO ALENTEJO,20,1,389.0,"Acima de 240,0 ",Muito elevada,ÉVORA,0713,39367.29,5145,245,208,235,210,214,424,659,867,1112,13.07,2.82,2.2,1.67
11-11-2020,VIANA DO CASTELO,272,19,322.0,"Acima de 240,0 ",Muito elevada,VIANA DO CASTELO,1609,31902.01,84417,5470,4433,3591,3061,2982,6043,9634,14067,19537,264.61,61.24,44.09,30.2
11-11-2020,VIDIGUEIRA,1,0,18.0,"Abaixo de 20,0",Muito baixa,BEJA,0214,31661.09,5510,300,248,215,233,275,508,723,971,1271,17.4,4.01,3.07,2.28
11-11-2020,VIEIRA DO MINHO,78,6,659.0,"Acima de 240,0 ",Muito elevada,BRAGA,0311,21644.35,11842,703,594,525,548,482,1030,1555,2149,2852,54.71,13.18,9.93,7.18
11-11-2020,VILA DE REI,2,0,60.0,"Entre 60,0 e 119,9",Moderada,CASTELO BRANCO,0510,19154.6,3323,169,128,172,247,302,549,721,849,1018,17.35,5.31,4.43,3.76
11-11-2020,VILA DO BISPO,24,2,466.0,"Acima de 240,0 ",Muito elevada,FARO,0815,17906.06,5154,302,302,314,232,233,465,779,1081,1383,28.78,7.72,6.04,4.35
11-11-2020,VILA DO CONDE,691,49,865.0,"Acima de 240,0 ",Muito elevada,PORTO,1316,14902.77,79899,4726,3875,2819,2070,1743,3813,6632,10507,15233,536.13,102.21,70.5,44.5
11-11-2020,VILA DO PORTO,2,0,36.0,"Entre 20,0 e 59,9",Baixa,AÇORES,4101,9688.74,5616,274,212,135,96,123,219,354,566,840,57.96,8.67,5.84,3.65
11-11-2020,VILA FLOR,17,1,281.0,"Acima de 240,0 ",Muito elevada,BRAGANÇA,0410,26581.14,6044,429,362,422,294,331,625,1047,1409,1838,22.74,6.91,5.3,3.94
11-11-2020,VILA FRANCA DE XIRA,735,53,518.0,"Acima de 240,0 ",Muito elevada,LISBOA,1114,31819.39,141957,8501,6852,4869,3425,2472,5897,10766,17618,26119,446.14,82.09,55.37,33.84
11-11-2020,VILA FRANCA DO CAMPO,1,0,9.0,"Abaixo de 20,0",Muito baixa,AÇORES,4206,7796.82,11051,450,344,248,217,154,371,619,963,1413,141.73,18.12,12.35,7.94
11-11-2020,VILA NOVA DA BARQUINHA,13,1,174.0,"Entre 120,0 e 239,9",Elevada,SANTARÉM,1420,4952.97,7461,415,406,392,364,338,702,1094,1500,1915,150.64,38.66,30.28,22.09
11-11-2020,VILA NOVA DE CERVEIRA,56,4,629.0,"Acima de 240,0 ",Muito elevada,VIANA DO CASTELO,1610,10846.66,8910,531,444,410,384,334,718,1128,1572,2103,82.14,19.39,14.49,10.4
11-11-2020,VILA NOVA DE FAMALICÃO,1776,127,1349.0,"Acima de 240,0 ",Muito elevada,BRAGA,0312,20159.26,131676,7817,6164,4202,3282,2749,6031,10233,16397,24214,653.19,120.12,81.34,50.76
11-11-2020,VILA NOVA DE FOZ CÔA,34,2,523.0,"Acima de 240,0 ",Muito elevada,GUARDA,0914,39815.18,6503,442,385,390,398,429,827,1217,1602,2044,16.33,5.13,4.02,3.06
11-11-2020,VILA NOVA DE GAIA,2638,188,878.0,"Acima de 240,0 ",Muito elevada,PORTO,1317,16846.43,300472,18349,15568,10972,8224,6281,14505,25477,41045,59394,1783.64,352.57,243.65,151.23
11-11-2020,VILA NOVA DE PAIVA,13,1,277.0,"Acima de 240,0 ",Muito elevada,VISEU,1822,17553.28,4687,289,272,233,217,241,458,691,963,1252,26.7,7.13,5.49,3.94
11-11-2020,VILA NOVA DE POIARES,7,1,101.0,"Entre 60,0 e 119,9",Moderada,COIMBRA,0617,8445.3,6939,380,284,262,235,182,417,679,963,1343,82.17,15.9,11.4,8.04
11-11-2020,VILA POUCA DE AGUIAR,66,5,552.0,"Acima de 240,0 ",Muito elevada,VILA REAL,1713,43706.62,11961,860,817,733,601,627,1228,1961,2778,3638,27.37,8.32,6.36,4.49
11-11-2020,VILA REAL,299,21,598.0,"Acima de 240,0 ",Muito elevada,VILA REAL,1714,37880.28,49962,3025,2498,2065,1579,1466,3045,5110,7608,10633,131.9,28.07,20.08,13.49
11-11-2020,VILA REAL DE SANTO ANTÓNIO,54,4,288.0,"Acima de 240,0 ",Muito elevada,FARO,0816,6125.0,18749,1172,1069,811,569,586,1155,1966,3035,4207,306.11,68.69,49.55,32.1
11-11-2020,VILA VELHA DE RÓDÃO,12,1,382.0,"Acima de 240,0 ",Muito elevada,CASTELO BRANCO,0511,32991.16,3144,209,229,180,283,306,589,769,998,1207,9.53,3.66,3.03,2.33
11-11-2020,VILA VERDE,222,16,473.0,"Acima de 240,0 ",Muito elevada,BRAGA,0313,22866.52,46911,2365,2063,1667,1494,1437,2931,4598,6661,9026,205.15,39.47,29.13,20.11
11-11-2020,VILA VIÇOSA,69,5,901.0,"Acima de 240,0 ",Muito elevada,ÉVORA,0714,19485.89,7656,487,379,342,345,324,669,1011,1390,1877,39.29,9.63,7.13,5.19
11-11-2020,VIMIOSO,8,1,199.0,"Entre 120,0 e 239,9",Elevada,BRAGANÇA,0411,48158.51,4023,274,230,261,293,335,628,889,1119,1393,8.35,2.89,2.32,1.85
11-11-2020,VINHAIS,14,1,181.0,"Entre 120,0 e 239,9",Elevada,BRAGANÇA,0412,69475.09,7746,599,577,636,641,815,1456,2092,2669,3268,11.15,4.7,3.84,3.01
11-11-2020,VISEU,305,22,314.0,"Acima de 240,0 ",Muito elevada,VISEU,1823,50710.14,97249,5769,5038,4140,3158,2710,5868,10008,15046,20815,191.77,41.05,29.67,19.74
11-11-2020,VIZELA,634,45,2653.0,"Acima de 240,0 ",Muito elevada,BRAGA,0314,2469.83,23897,1258,928,655,509,371,880,1535,2463,3721,967.49,150.65,99.72,62.15
11-11-2020,VOUZELA,14,1,146.0,"Entre 120,0 e 239,9",Elevada,VISEU,1824,19369.46,9619,626,605,554,532,507,1039,1593,2198,2824,49.66,14.58,11.35,8.22
