data,doses,doses_novas,doses1,doses1_novas,doses2,doses2_novas,pessoas_vacinadas_completamente,pessoas_vacinadas_completamente_novas,pessoas_vacinadas_parcialmente,pessoas_vacinadas_parcialmente_novas,pessoas_inoculadas,pessoas_inoculadas_novas,pessoas_inoculadas_12mais,vacinas,vacinas_novas,pessoas_vacinadas_completamente_continente,pessoas_vacinadas_completamente_continente_novas,pessoas_reforço,pessoas_reforço_novas,pessoas_reforço_continente,pessoas_reforço_continente_novas,pessoas_gripe,pessoas_gripe_novas,vacinas_reforço_e_gripe_novas,reforço_80mais,reforço_80mais_novas,reforço_70_79,reforço_70_79_novas,reforço_65_69,reforço_65_69_novas,reforço_60_69,reforço_60_69_novas,reforço_50_59,reforço_50_59_novas,reforço_40_49,reforço_40_49_novas,reforço_30_39,reforço_30_39_novas,reforço_18_29,reforço_18_29_novas,vacinação_iniciada_05_11,vacinação_iniciada_05_11_novas,vacinação_completa_05_11,vacinação_completa_05_11_novas
27-12-2020,4963,4963,4963,4963,0,0,0,0,4963,4963,4963,4963,4963,4963,4963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-12-2020,7754,2791,7754,2791,0,0,0,0,7754,2791,7754,2791,7754,7754,2791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-12-2020,20368,12614,20368,12614,0,0,0,0,20368,12614,20368,12614,20368,20368,12614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-12-2020,30543,10175,30543,10175,0,0,0,0,30543,10175,30543,10175,30543,30543,10175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-12-2020,32749,2206,32749,2206,0,0,0,0,32749,2206,32749,2206,32749,32749,2206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-2021,32749,0,32749,0,0,0,0,0,32749,0,32749,0,32749,32749,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2021,32750,1,32750,1,0,0,0,0,32750,1,32750,1,32750,32750,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2021,32750,0,32750,0,0,0,0,0,32750,0,32750,0,32750,32750,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-01-2021,33670,920,33670,920,0,0,0,0,33670,920,33670,920,33670,33670,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-01-2021,46433,12763,46433,12763,0,0,0,0,46433,12763,46433,12763,46433,46433,12763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-01-2021,61454,15021,61454,15021,0,0,0,0,61454,15021,61454,15021,61454,61454,15021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-01-2021,71751,10297,71751,10297,0,0,0,0,71751,10297,71751,10297,71751,71751,10297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-01-2021,74254,2503,74254,2503,0,0,0,0,74254,2503,74254,2503,74254,74254,2503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-01-2021,74352,98,74352,98,0,0,0,0,74352,98,74352,98,74352,74352,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-01-2021,74392,40,74392,40,0,0,0,0,74392,40,74392,40,74392,74392,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-01-2021,75280,888,75280,888,0,0,138,138,84951,10559,85089,10697,85089,85210,10818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-01-2021,86162,10882,86162,10882,0,0,138,0,95833,10882,95971,10882,95971,96092,10882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2021,99961,13799,99961,13799,0,0,138,0,109632,13799,109770,13799,109770,109891,13799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-01-2021,111111,11150,111111,11150,0,0,138,0,120782,11150,120920,11150,120920,121041,11150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-2021,118597,7486,118597,7486,0,0,138,0,128268,7486,128406,7486,128406,128527,7486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-01-2021,120132,1535,120132,1535,0,0,138,0,129803,1535,129941,1535,129941,130062,1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-01-2021,121300,1168,120139,7,1161,1161,1299,1161,128649,-1154,129948,7,129948,131230,1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-01-2021,124704,3404,122879,2740,1825,664,1414,115,133908,5259,135322,5374,135322,136664,5434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-01-2021,148434,23730,138991,16112,9443,7618,9032,7618,142402,8494,151434,16112,151434,160394,23730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-01-2021,177367,28933,158749,19758,18618,9175,18207,9175,152985,10583,171192,19758,171192,189327,28933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-01-2021,210471,33104,186879,28130,23592,4974,23181,4974,176141,23156,199322,28130,199322,222431,33104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-01-2021,236730,26259,210734,23855,25996,2404,25585,2404,197592,21451,223177,23855,223177,248690,26259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-01-2021,251524,14794,221488,10754,30036,4040,29625,4040,204306,6714,233931,10754,233931,263484,14794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-01-2021,255699,4175,225146,3658,30553,517,30142,517,207447,3141,237589,3658,237589,267659,4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-01-2021,263499,,,,,,,,,,,,,275459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-01-2021,278413,14914,,,,,,,,,,,,290373,14914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-01-2021,296004,17591,,,,,,,,,,,,307964,17591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-01-2021,315737,19733,,,,,,,,,,,,327697,19733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-2021,330233,14496,264772,,65461,,65050,,212165,,277215,,277215,342193,14496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-01-2021,336771,6538,268386,3614,68385,2924,67974,2924,212855,690,280829,3614,280829,348731,6538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-02-2021,338566,1795,269814,1428,68752,367,80488,12514,219708,6853,300196,19367,300196,380349,31618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-02-2021,342119,3553,271424,1610,70695,1943,82431,1943,219375,-333,301806,1610,301806,383902,3553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-02-2021,350945,8826,275093,3669,75852,5157,87588,5157,217887,-1488,305475,3669,305475,392728,8826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-02-2021,364211,13266,279236,4143,84975,9123,96711,9123,212907,-4980,309618,4143,309618,405994,13266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-02-2021,379378,15167,284462,5226,94916,9941,106652,9941,208192,-4715,314844,5226,314844,421161,15167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-02-2021,394088,14710,290302,5840,103786,8870,115522,8870,205162,-3030,320684,5840,320684,435871,14710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-02-2021,395904,1816,291378,1076,104526,740,116262,740,205498,336,321760,1076,321760,437687,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-02-2021,396371,467,291758,380,104613,87,118172,1910,206299,801,324471,2711,324471,442273,4586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-02-2021,400190,3819,294135,2377,106055,1442,119614,1442,207234,935,326848,2377,326848,446092,3819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-02-2021,415283,15093,298724,4589,116559,10504,130118,10504,201319,-5915,331437,4589,331437,461185,15093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-02-2021,436220,20937,303142,4418,133078,16519,146637,16519,189218,-12101,335855,4418,335855,482122,20937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-02-2021,468319,32099,310715,7573,157604,24526,171163,24526,172265,-16953,343428,7573,343428,514221,32099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-02-2021,505371,37052,320677,9962,184694,27090,198253,27090,155137,-17128,353390,9962,353390,551273,37052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2021,523349,17978,328819,8142,194530,9836,208089,9836,153443,-1694,361532,8142,361532,569251,17978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-02-2021,529021,5672,331321,2502,197700,3170,218125,10036,147457,-5986,365582,4050,365582,583052,13801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-02-2021,539786,10765,336500,5179,203286,5586,223711,5586,147050,-407,370761,5179,370761,593817,10765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-02-2021,556331,16545,347013,10513,209318,6032,229743,6032,151531,4481,381274,10513,381274,610362,16545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-02-2021,578702,22371,361431,14418,217271,7953,237696,7953,157996,6465,395692,14418,395692,632733,22371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-02-2021,618636,39934,388661,27230,229975,12704,250400,12704,172522,14526,422922,27230,422922,672667,39934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-02-2021,656411,37775,413482,24821,242929,12954,263354,12954,184389,11867,447743,24821,447743,710442,37775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-02-2021,675453,19042,429020,15538,246433,3504,266858,3504,196423,12034,463281,15538,463281,729484,19042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2021,680257,4804,432414,3394,247843,1410,269203,2345,200287,3864,469490,6209,469490,737479,7995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-02-2021,694297,14040,444730,12316,249567,1724,270927,1724,210879,10592,481806,12316,481806,751519,14040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-02-2021,720717,26420,468929,24199,251788,2221,273148,2221,232857,21978,506005,24199,506005,777939,26420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-02-2021,752317,31600,497040,28111,255277,3489,276637,3489,257479,24622,534116,28111,534116,809539,31600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-02-2021,797005,44688,538636,41596,258369,3092,279729,3092,295983,38504,575712,41596,575712,854227,44688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-02-2021,837887,40882,574062,35426,263825,5456,285185,5456,325953,29970,611138,35426,611138,895109,40882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-02-2021,861922,24035,596812,22750,265110,1285,286470,1285,347418,21465,633888,22750,633888,919144,24035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-03-2021,868951,7029,603585,6773,265366,256,290637,4167,356314,8896,646951,13063,646951,935797,16653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-03-2021,885109,16158,618393,14808,266716,1350,291987,1350,369772,13458,661759,14808,661759,951955,16158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-03-2021,900831,15722,632450,14057,268381,1665,293652,1665,382164,12392,675816,14057,675816,967677,15722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-03-2021,929133,28302,655719,23269,273414,5033,298685,5033,400400,18236,699085,23269,699085,995979,28302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-03-2021,972183,43050,692960,37241,279223,5809,304494,5809,431832,31432,736326,37241,736326,1039029,43050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-03-2021,1012032,39849,724202,31242,287830,8607,313101,8607,454467,22635,767568,31242,767568,1078878,39849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-03-2021,1029189,17157,737206,13004,291983,4153,317254,4153,463318,8851,780572,13004,780572,1096035,17157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-03-2021,1033100,3911,739762,2556,293338,1355,324862,7608,461856,-1462,786718,6146,786718,1109407,13372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-03-2021,1044091,10991,748575,8813,295516,2178,327040,2178,468491,6635,795531,8813,795531,1120398,10991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-03-2021,1055085,10994,757663,9088,297422,1906,328946,1906,475673,7182,804619,9088,804619,1131392,10994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-03-2021,1078763,23678,772343,14680,306420,8998,337944,8998,481355,5682,819299,14680,819299,1155070,23678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-03-2021,1113885,35122,793162,20819,320723,14303,352247,14303,487871,6516,840118,20819,840118,1190192,35122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-03-2021,1147575,33690,813380,20218,334195,13472,365719,13472,494617,6746,860336,20218,860336,1223882,33690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-03-2021,1163873,16298,824313,10933,339560,5365,371084,5365,500185,5568,871269,10933,871269,1240180,16298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2021,1168215,4342,827508,3195,340707,1147,377464,6380,506156,5971,883620,12351,883620,1258578,18398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-03-2021,1193186,24971,849464,21956,343722,3015,380479,3015,525097,18941,905576,21956,905576,1283549,24971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-03-2021,1200691,7505,851022,1558,349669,5947,386426,5947,520708,-4389,907134,1558,907134,1291054,7505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-03-2021,1235136,34445,863570,12548,371566,21897,408323,21897,511359,-9349,919682,12548,919682,1325499,34445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-03-2021,1280409,45273,875490,11920,404919,33353,441676,33353,489926,-21433,931602,11920,931602,1370772,45273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-03-2021,1325266,44857,892372,16882,432894,27975,469651,27975,478833,-11093,948484,16882,948484,1415629,44857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-03-2021,1348331,23065,902527,10155,445804,12910,482561,12910,476078,-2755,958639,10155,958639,1438694,23065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-03-2021,1351516,3185,903964,1437,447552,1748,488236,5675,478168,2090,966404,7765,966404,1451980,13286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-03-2021,1369242,17726,914058,10094,455184,7632,495868,7632,480630,2462,976498,10094,976498,1469706,17726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2021,1391551,22309,934295,20237,457256,2072,497940,2072,498795,18165,996735,20237,996735,1492015,22309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2021,1434044,42493,973181,38886,460863,3607,501547,3607,534074,35279,1035621,38886,1035621,1534508,42493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2021,1505476,71432,1040109,66928,465367,4504,506051,4504,596498,62424,1102549,66928,1102549,1605940,71432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-03-2021,1536184,30708,1068361,28252,467823,2456,508507,2456,622294,25796,1130801,28252,1130801,1636648,30708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-03-2021,1599599,63415,1130258,61897,469341,1518,510025,1518,682673,60379,1192698,61897,1192698,1700063,63415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-03-2021,1618399,18800,1148757,18499,469642,301,511095,1070,713686,31013,1224781,32083,1224781,1732660,32597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-03-2021,1641946,23547,1169676,20919,472270,2628,513723,2628,731977,18291,1245700,20919,1245700,1756207,23547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-03-2021,1672893,30947,1197027,27351,475866,3596,517319,3596,755732,23755,1273051,27351,1273051,1787154,30947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-2021,1696569,23676,1210996,13969,485573,9707,527026,9707,759994,4262,1287020,13969,1287020,1810830,23676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-04-2021,1779850,83281,1252229,41233,527621,42048,569074,42048,759179,-815,1328253,41233,1328253,1894111,83281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-04-2021,1815284,35434,1270907,18678,544377,16756,585830,16756,761101,1922,1346931,18678,1346931,1929545,35434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-04-2021,1833218,17934,1281718,10811,551500,7123,592953,7123,764789,3688,1357742,10811,1357742,1947479,17934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-04-2021,1834825,1607,1282956,1238,551869,369,596680,3727,766879,2090,1363559,5817,1363559,1956767,9288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-04-2021,1867470,32645,1309681,26725,557789,5920,602600,5920,787684,20805,1390284,26725,1390284,1989412,32645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-04-2021,1907188,39718,1346317,36636,560871,3082,605682,3082,821238,33554,1426920,36636,1426920,2029130,39718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2021,1969036,61848,1397726,51409,571310,10439,616121,10439,862208,40970,1478329,51409,1478329,2090978,61848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-2021,2039528,70492,1453212,55486,586316,15006,631127,15006,902688,40480,1533815,55486,1533815,2161470,70492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-04-2021,2109087,69559,1510186,56974,598901,12585,643712,12585,947077,44389,1590789,56974,1590789,2231029,69559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-04-2021,2121998,12911,1520991,10805,601007,2106,645818,2106,955776,8699,1601594,10805,1601594,2243940,12911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-04-2021,2124821,2823,1523230,2239,601591,584,651251,5433,969788,14012,1621039,19445,1621039,2268268,24328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-04-2021,2156805,31984,1553052,29822,603753,2162,653413,2162,997448,27660,1650861,29822,1650861,2300252,31984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-04-2021,2201032,44227,1595499,42447,605533,1780,655193,1780,1038115,40667,1693308,42447,1693308,2344479,44227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-04-2021,2264585,63553,1648159,52660,616426,10893,666086,10893,1079882,41767,1745968,52660,1745968,2408032,63553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-04-2021,2334229,69644,1707672,59513,626557,10131,676217,10131,1129264,49382,1805481,59513,1805481,2477676,69644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-04-2021,2402024,67795,1755512,47840,646512,19955,696172,19955,1157149,27885,1853321,47840,1853321,2545471,67795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-04-2021,2520842,118818,1869400,113888,651442,4930,701102,4930,1266107,108958,1967209,113888,1967209,2664289,118818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-04-2021,2586728,65886,1933854,64454,652874,1432,706842,5740,1340646,74539,2047488,80279,2047488,2749816,85527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-04-2021,2619092,32364,1955051,21197,664041,11167,718009,11167,1350676,10030,2068685,21197,2068685,2782180,32364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-04-2021,2657305,38213,1984288,29237,673017,8976,726985,8976,1370937,20261,2097922,29237,2097922,2820393,38213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-04-2021,2711174,53869,2014270,29982,696904,23887,750872,23887,1377032,6095,2127904,29982,2127904,2874262,53869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-04-2021,2778982,67808,2042747,28477,736235,39331,790203,39331,1366178,-10854,2156381,28477,2156381,2942070,67808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-04-2021,2856538,77556,2082368,39621,774170,37935,828138,37935,1367864,1686,2196002,39621,2196002,3019626,77556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-04-2021,2900151,43613,2113699,31331,786452,12282,840420,12282,1386913,19049,2227333,31331,2227333,3063239,43613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-04-2021,2913895,13744,2125721,12022,788174,1722,847664,7244,1411565,24652,2259229,31896,2259229,3101452,38213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2021,2962794,48899,2166003,40282,796791,8617,856281,8617,1443230,31665,2299511,40282,2299511,3150351,48899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-04-2021,3012175,49381,2205184,39181,806991,10200,866481,10200,1472211,28981,2338692,39181,2338692,3199732,49381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-04-2021,3084946,72771,2259097,53913,825849,18858,885339,18858,1507266,35055,2392605,53913,2392605,3272503,72771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-04-2021,3165753,80807,2321673,62576,844080,18231,903570,18231,1551611,44345,2455181,62576,2455181,3353310,80807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-2021,3252056,86303,2390948,69275,861108,17028,920598,17028,1603858,52247,2524456,69275,2524456,3439613,86303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-05-2021,3303560,51504,2433008,42060,870552,9444,930042,9444,1636474,32616,2566516,42060,2566516,3491117,51504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-05-2021,3324285,20725,2451606,18598,872679,2127,939105,9063,1668264,31790,2607369,40853,2607369,3539040,47923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-05-2021,3389345,65060,2503050,51444,886295,13616,952721,13616,1706092,37828,2658813,51444,2658813,3604100,65060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-05-2021,3466452,77107,2563248,60198,903204,16909,969630,16909,1749381,43289,2719011,60198,2719011,3681207,77107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-05-2021,3557381,90929,2611805,48557,945576,42372,1012002,42372,1755566,6185,2767568,48557,2767568,3772136,90929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-05-2021,3658405,101024,2661532,49727,996873,51297,1063299,51297,1753996,-1570,2817295,49727,2817295,3873160,101024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-05-2021,3762655,104250,2708964,47432,1053691,56818,1120117,56818,1744610,-9386,2864727,47432,2864727,3977410,104250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-2021,3845140,82485,2777561,68597,1067579,13888,1134005,13888,1799319,54709,2933324,68597,2933324,4059895,82485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-05-2021,3884052,38912,2814783,37222,1069269,1690,1160784,26779,1831129,31810,2991913,58589,2991913,4131778,71883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-05-2021,3962598,78546,2873644,58861,1088954,19685,1180469,19685,1870305,39176,3050774,58861,3050774,4210324,78546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-05-2021,4031909,69311,2926888,53244,1105021,16067,1196536,16067,1907482,37177,3104018,53244,3104018,4279635,69311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-05-2021,4100308,68399,2980170,53282,1120138,15117,1211653,15117,1945647,38165,3157300,53282,3157300,4348034,68399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-05-2021,4172805,72497,3033070,52900,1139735,19597,1231250,19597,1978950,33303,3210200,52900,3210200,4420531,72497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2021,4252646,79841,3056719,23649,1195927,56192,1287442,56192,1946407,-32543,3233849,23649,3233849,4500372,79841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2021,4382496,129850,3062741,6022,1319755,123828,1411270,123828,1828601,-117806,3239871,6022,3239871,4630222,129850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2021,4446654,64158,3100195,37454,1346459,26704,1469159,57889,1830908,2307,3300067,60196,3300067,4728767,98545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-05-2021,4515124,68470,3147970,47775,1367154,20695,1489854,20695,1857988,27080,3347842,47775,3347842,4797237,68470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-05-2021,4594620,79496,3203905,55935,1390715,23561,1513415,23561,1890362,32374,3403777,55935,3403777,4876733,79496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-05-2021,4673916,79296,3256652,52747,1417264,26549,1539964,26549,1916560,26198,3456524,52747,3456524,4956029,79296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-05-2021,4756567,82651,3311059,54407,1445508,28244,1568208,28244,1942723,26163,3510931,54407,3510931,5038680,82651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-05-2021,4842021,85454,3360399,49340,1481622,36114,1604322,36114,1955949,13226,3560271,49340,3560271,5124134,85454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-05-2021,4913087,71066,3396928,36529,1516159,34537,1638859,34537,1957941,1992,3596800,36529,3596800,5195200,71066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-05-2021,4941964,28877,3413468,16540,1528496,12337,1701479,62620,1929213,-28728,3630692,33892,3630692,5256549,61349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-05-2021,5009910,67946,3456990,43522,1552920,24424,1725903,24424,1948311,19098,3674214,43522,3674214,5324495,67946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-05-2021,5078712,68802,3506470,49480,1572242,19322,1745225,19322,1978469,30158,3723694,49480,3723694,5393297,68802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-05-2021,5166556,87844,3550863,44393,1615693,43451,1788676,43451,1979411,942,3768087,44393,3768087,5481141,87844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-05-2021,5265575,99019,3592722,41859,1672853,57160,1845836,57160,1964110,-15301,3809946,41859,3809946,5580160,99019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-05-2021,5369333,103758,3632104,39382,1737229,64376,1910212,64376,1939116,-24994,3849328,39382,3849328,5683918,103758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-05-2021,5442582,73249,3666216,34112,1776366,39137,1949349,39137,1934091,-5025,3883440,34112,3883440,5757167,73249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-05-2021,5472489,29907,3684821,18605,1787668,11302,2054154,104805,1859100,-74991,3913254,29814,3913254,5819732,62565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2021,5542609,70120,3716876,32055,1825733,38065,2092219,38065,1853090,-6010,3945309,32055,3945309,5889852,70120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-06-2021,5631365,88756,3758516,41640,1872849,47116,2139335,47116,1847614,-5476,3986949,41640,3986949,5978608,88756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-06-2021,5720846,89481,3811706,53190,1909140,36291,2175626,36291,1864513,16899,4040139,53190,4040139,6068089,89481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-06-2021,5792490,71644,3853565,41859,1938925,29785,2205411,29785,1876587,12074,4081998,41859,4081998,6139733,71644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-06-2021,5883163,90673,3902612,49047,1980551,41626,2247037,41626,1884008,7421,4131045,49047,4131045,6230406,90673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-06-2021,5964093,80930,3938442,35830,2025651,45100,2292137,45100,1874738,-9270,4166875,35830,4166875,6311336,80930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-06-2021,6006145,42052,3958681,20239,2047464,21813,2409512,117375,1791805,-82933,4201317,34442,4201317,6391369,80033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
